ID	Marine	Freshwater	Terrestrialr
Bacteria|Firmicutes_C|Negativicutes|Sporomusales|UPPP01	1	1	1
Bacteria|Firmicutes_C|Negativicutes|UBA11029|UBA11029	1	1	1
Bacteria|Firmicutes_C|Negativicutes|UBA1444|UBA1444	1	1	1
Bacteria|Firmicutes_C|Negativicutes|UMGS1260|UMGS1260	1	1	1
Bacteria|Firmicutes_C|Negativicutes|Veillonellales|Dialisteraceae	1	1	1
Bacteria|Firmicutes_C|Negativicutes|Veillonellales|Megasphaeraceae	1	1	1
Bacteria|Firmicutes_C|Negativicutes|Veillonellales|Negativicoccaceae	1	1	1
Bacteria|Firmicutes_C|Negativicutes|Veillonellales|Veillonellaceae	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|Dethiobacterales|Dethiobacteraceae	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|DTU022|DTU022	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|DTU022|JAAZDR01	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|DTU022|JAAZDU01	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|DTU022|PWGO01	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|DTU022|UBA8154	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|PWVN01|PWVN01	1	1	1
Bacteria|Firmicutes_D|Dethiobacteria|SKNC01|SKNC01	1	1	1
Bacteria|Firmicutes_D|Natranaerobiia|Natranaerobiales|Natranaerobiaceae	1	1	1
Bacteria|Firmicutes_D|Proteinivoracia|Proteinivoracales|Proteinivoraceae	1	1	1
Bacteria|Firmicutes_D|Proteinivoracia|UBA4975|PWLI01	1	1	1
Bacteria|Firmicutes_D|Proteinivoracia|UBA4975|UBA4975	1	1	1
Bacteria|Firmicutes_D|Proteinivoracia|UBA4975|VEMY01	1	1	1
Bacteria|Firmicutes_E|DTU015|CADDZV01|CADDZV01	1	1	1
Bacteria|Firmicutes_E|DTU015|D8A-2|D2	1	1	1
Bacteria|Firmicutes_E|DTU015|D8A-2|DUSS01	1	1	1
Bacteria|Firmicutes_E|DTU015|DUMF01|DUMF01	1	1	1
Bacteria|Firmicutes_E|DTU015|DUSP01|DUSP01	1	1	1
Bacteria|Firmicutes_E|DTU015|JABLXB01|JABLXB01	1	1	1
Bacteria|Firmicutes_E|DTU015|JACIYH01|JACIYH01	1	1	1
Bacteria|Firmicutes_E|DTU015|UBA3561|UBA3561	1	1	1
Bacteria|Firmicutes_E|DTU015|UBA8153|UBA8153	1	1	1
Bacteria|Firmicutes_E|DTU015|UBA9673|UBA9673	1	1	1
Bacteria|Firmicutes_E|DTU015|UBA995|UBA995	1	1	1
Bacteria|Firmicutes_E|JACPQU01|JACPQU01|JACPQU01	1	1	1
Bacteria|Firmicutes_E|RBS10-35|RBS10-35|Bu92	1	1	1
Bacteria|Firmicutes_E|RBS10-35|RBS10-35|RBS10-35	1	1	1
Bacteria|Firmicutes_E|SLMV01|SLMV01|PUMD01	1	1	1
Bacteria|Firmicutes_E|SLMV01|SLMV01|SLMV01	1	1	1
Bacteria|Firmicutes_E|Sulfobacillia|Sulfobacillales|R501	1	1	1
Bacteria|Firmicutes_E|Sulfobacillia|Sulfobacillales|Sulfobacillaceae	1	1	1
Bacteria|Firmicutes_E|Symbiobacteriia|Symbiobacteriales|Symbiobacteriaceae	1	1	1
Bacteria|Firmicutes_E|Symbiobacteriia|Symbiobacteriales|ZC4RG38	1	1	1
Bacteria|Firmicutes_E|Thermaerobacteria|Thermaerobacterales|RSA17	1	1	1
Bacteria|Firmicutes_E|Thermaerobacteria|Thermaerobacterales|Thermaerobacteraceae	1	1	1
Bacteria|Firmicutes_E|UBA3569|UBA3569|UBA3569	1	1	1
Bacteria|Firmicutes_E|UBA3569|UBA3575|DUQP01	1	1	1
Bacteria|Firmicutes_E|UBA3569|UBA3575|UBA3575	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|B1SED10-174|B1SED10-174	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|DY22613|DY22613	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|CSSED10-376	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|DTU029	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|Halanaerobiaceae	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|Halarsenatibacteraceae	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|Halothermotrichaceae	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|JADQBU01	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halanaerobiales|M55B127	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halobacteroidales|Acetohalobiaceae	1	1	1
Bacteria|Firmicutes_F|Halanaerobiia|Halobacteroidales|Halobacteroidaceae	1	1	1
Bacteria|Firmicutes_G|DTU065|DTU065|DTU065	1	1	1
Bacteria|Firmicutes_G|DTU084|DTU084|DTU084	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU010|B1SED10-159	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU010|DTU010	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU010|DTU012	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU010|JAAYFS01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU010|SLO01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU080|DTU080	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU080|JAAYLA01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU080|RSA5	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU087|DTU087	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DTU087|JAAYGB01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|DUMW01|DUMW01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|JAAZLZ01|JAAZLZ01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|Limnochordales_A|ZCTH02-B6	1	1	1
Bacteria|Firmicutes_G|Limnochordia|Limnochordales|Bu05	1	1	1
Bacteria|Firmicutes_G|Limnochordia|Limnochordales|DUMU01	1	1	1
Bacteria|Firmicutes_G|Limnochordia|Limnochordales|Limnochordaceae	1	1	1
Bacteria|Firmicutes_G|SHA-98|Ch115|Ch115	1	1	1
Bacteria|Firmicutes_G|SHA-98|Ch115|JABLXJ01	1	1	1
Bacteria|Firmicutes_G|SHA-98|DTU014|DTU014	1	1	1
Bacteria|Firmicutes_G|SHA-98|DTUO25|DTU025	1	1	1
Bacteria|Firmicutes_G|SHA-98|DTUO25|HGM14224	1	1	1
Bacteria|Firmicutes_G|SHA-98|DTUO25|MWDF01	1	1	1
Bacteria|Firmicutes_G|SHA-98|UBA4971|UBA4971	1	1	1
Bacteria|Firmicutes_G|UBA4882|JAAYXC01|JAAYXC01	1	1	1
Bacteria|Firmicutes_G|UBA4882|UBA10575|UBA10575	1	1	1
Bacteria|Firmicutes_G|UBA4882|UBA10575|UBA3943	1	1	1
Bacteria|Firmicutes_G|UBA4882|UBA4882|UBA4882	1	1	1
Bacteria|Firmicutes_G|UBA4882|UBA8346|UBA8346	1	1	1
Bacteria|Firmicutes_G|UBA5301|Bu52|Bu52	1	1	1
Bacteria|Firmicutes_G|UBA5301|UBA5301|UBA5301	1	1	1
Bacteria|Firmicutes_G|UBA5435|UBA5435|UBA5435	1	1	1
Bacteria|Firmicutes_H|UBA994|JAAYKD01|JAAYKD01	1	1	1
Bacteria|Firmicutes_H|UBA994|JAAYKD01|WRDA01	1	1	1
Bacteria|Firmicutes_H|UBA994|PWPR01|PWPR01	1	1	1
Bacteria|Firmicutes_H|UBA994|UBA5500|UBA5500	1	1	1
Bacteria|Firmicutes_H|UBA994|UBA994|UBA994	1	1	1
Bacteria|Fusobacteriota|Fusobacteriia|Bac17|UBA816	1	1	1
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	1	1	1
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|JAAYPW01	1	1	1
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	1	1	1
Bacteria|GCA-001730085|GCA-001730085|GCA-001730085|GCA-001730085	1	1	1
Bacteria|Gemmatimonadota_A|GCA-2686955|GCA-2686955|GCA-2686955	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales|GWC2-71-9	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales|JACORV01	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|JACCXV01|JACCXV01	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|KS3-K002|JABDQB01	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|KS3-K002|KS3-K002	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Longimicrobiales|DSHX01	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Longimicrobiales|Longimicrobiaceae	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Longimicrobiales|RSA9	1	1	1
Bacteria|Gemmatimonadota|Gemmatimonadetes|Longimicrobiales|UBA6960	1	1	1
Bacteria|Gemmatimonadota|Glassbacteria|GWA2-58-10|GWA2-58-10	1	1	1
Bacteria|Goldbacteria|PGYV01|PGYV01|CAILUR01	1	1	1
Bacteria|Goldbacteria|PGYV01|PGYV01|DSBP01	1	1	1
Bacteria|Goldbacteria|PGYV01|PGYV01|DSYL01	1	1	1
Bacteria|Goldbacteria|PGYV01|PGYV01|Palsa-1178	1	1	1
Bacteria|Goldbacteria|PGYV01|PGYV01|PGYV01	1	1	1
Bacteria|HKB111|HKB111|HKB111|HKB111	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|CAITNO01	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|CAIZGN01	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|GCA-2746185	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|Hydrogenedentaceae	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|JACPGD01	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|JAGMZX01	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|SCBR16-9	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|SLHB01	1	1	1
Bacteria|Hydrogenedentota|Hydrogenedentia|Hydrogenedentiales|WGMK01	1	1	1
Bacteria|J088|J088|J088|J088	1	1	1
Bacteria|JAAXHH01|JAAXHH01|JAAXHH01|JAAXHH01	1	1	1
Bacteria|JAAXHH01|JAAXHH01|JAAXHH01|JACQVL01	1	1	1
Bacteria|JABDJQ01|JABDJQ01|JABDJQ01|JABDJQ01	1	1	1
Bacteria|JABMQX01|JABMQX01|JABMQX01|JABMQX01	1	1	1
Bacteria|JABMQX01|JABMQX01|JABMQX01|JAFGEW01	1	1	1
Bacteria|JACIXR01|JACIXR01|JACIXR01|JACIXR01	1	1	1
Bacteria|JACPQY01|JACPQY01|JACPQY01|JACPQY01	1	1	1
Bacteria|JACPSX01|JACPSX01|JACPSX01|JACPSX01	1	1	1
Bacteria|JACPUC01|JACPUC01|JACPUC01|JACPUC01	1	1	1
Bacteria|JACPWU01|JACPWU01|JACPWU01|JACPWU01	1	1	1
Bacteria|JACQOV01|JACQOV01|JACQOV01|JACQOV01	1	1	1
Bacteria|JACRDZ01|JACRDZ01|JACRDZ01|JACRDZ01	1	1	1
Bacteria|JADJOY01|JADJOY01|JADJOY01|JADJOY01	1	1	1
Bacteria|JAFGBW01|JAFGBW01|JAFGBW01|JAFGBW01	1	1	1
Bacteria|JAFGBW01|JAFGBW01|JAFGJP01|JAFGJP01	1	1	1
Bacteria|JAFGND01|JAFGND01|JAFGND01|JAFGND01	1	1	1
Bacteria|JAFGOL01|JAFGOL01|JAFGOL01|JAFGOL01	1	1	1
Bacteria|JAGOBX01|JAGOBX01|JAGOBX01|JAGOBX01	1	1	1
Bacteria|JAGOEH01|JAGOEH01|JAGOEH01|JAGOEH01	1	1	1
Bacteria|JAHJDO01|JAHJDO01|JAHJDO01|JAHJDO01	1	1	1
Bacteria|JdFR-76|JdFR-76|JdFR-76|4484-219	1	1	1
Bacteria|JdFR-76|JdFR-76|JdFR-76|BMS3Abin05	1	1	1
Bacteria|JdFR-76|JdFR-76|JdFR-76|DREG01	1	1	1
Bacteria|JdFR-76|JdFR-76|JdFR-76|JdFR-76	1	1	1
Bacteria|Krumholzibacteriota|Krumholzibacteria|JACNKJ01|JACNKJ01	1	1	1
Bacteria|Krumholzibacteriota|Krumholzibacteria|Krumholzibacteriales|Krumholzibacteriaceae	1	1	1
Bacteria|Krumholzibacteriota|Krumholzibacteria|Krumholzibacteriales|WJIX01	1	1	1
Bacteria|Krumholzibacteriota|Krumholzibacteria|LZORAL124-64-63|LZORAL124-64-63	1	1	1
Bacteria|Krumholzibacteriota|Krumholzibacteria|WVZY01|WVZY01	1	1	1
Bacteria|KSB1|UBA2214|AABM5-25-91|AABM5-25-91	1	1	1
Bacteria|KSB1|UBA2214|AABM5-25-91|JAFGDW01	1	1	1
Bacteria|KSB1|UBA2214|AABM5-25-91|JAFGMA01	1	1	1
Bacteria|KSB1|UBA2214|CR04bin15|CR04bin15	1	1	1
Bacteria|KSB1|UBA2214|DRLW01|DRLW01	1	1	1
Bacteria|KSB1|UBA2214|DRLW01|QEVD01	1	1	1
Bacteria|KSB1|UBA2214|JACIZP01|JACIZP01	1	1	1
Bacteria|KSB1|UBA2214|JACIZP01|JADDFT01	1	1	1
Bacteria|KSB1|UBA2214|UBA2214|UBA2214	1	1	1
Bacteria|KSB1|UBA2214|UBA2214|WJMF01	1	1	1
Bacteria|KSB1|UBA2214|UBA2214|Zgenome-0027	1	1	1
Bacteria|Latescibacterota|4484-107|4484-107|4484-107	1	1	1
Bacteria|Latescibacterota|4484-107|B68-G9|B68-G9	1	1	1
Bacteria|Latescibacterota|Latescibacteria|Latescibacterales|Latescibacteraceae	1	1	1
Bacteria|Latescibacterota|MVCY01|MVCY01|DTYK01	1	1	1
Bacteria|Latescibacterota|MVCY01|MVCY01|MVCY01	1	1	1
Bacteria|Latescibacterota|MWCZ01|MWCZ01|MWCZ01	1	1	1
Bacteria|Latescibacterota|UBA2968|SICM01|SICM01	1	1	1
Bacteria|Latescibacterota|UBA2968|UBA2968|GCA-2709665	1	1	1
Bacteria|Latescibacterota|UBA2968|UBA2968|UBA2968	1	1	1
Bacteria|Latescibacterota|UBA2968|UBA8231|UBA8231	1	1	1
Bacteria|Lindowbacteria|2-12-FULL-62-27|2-12-FULL-62-27|2-12-FULL-62-27	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|DT-59|DT-59	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|GCA-2716485|AAA071-K20	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|GCA-2716485|AG-410-N11	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|GCA-2716485|GCA-002719695	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|GCA-2716485|GCA-2716485	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|JABGVJ01|JABGVJ01	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|JABIPA01|JABIPA01	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|SXXA01|M30B43	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|SXXA01|SICP01	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|SXXA01|SXXA01	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|UBA6595|UBA6595	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|UBA817|JABISL01	1	1	1
Bacteria|Margulisbacteria|Marinamargulisbacteria|UBA817|UBA817	1	1	1
Bacteria|Margulisbacteria|Riflemargulisbacteria|GWF2-35-9|GWF2-35-9	1	1	1
Bacteria|Margulisbacteria|Riflemargulisbacteria|GWF2-39-127|GWF2-39-127	1	1	1
Bacteria|Margulisbacteria|Termititenacia|Termititenacales|Termititenacaceae	1	1	1
Bacteria|Margulisbacteria|WOR-1|JAHJIW01|JAHJIW01	1	1	1
Bacteria|Margulisbacteria|WOR-1|O2-12-FULL-45-9|O2-12-FULL-45-9	1	1	1
Bacteria|Margulisbacteria|WOR-1|O2-12-FULL-45-9|XYB2-FULL-48-7	1	1	1
Bacteria|Margulisbacteria|WOR-1|XYC2-FULL-46-14|JAHJBW01	1	1	1
Bacteria|Margulisbacteria|WOR-1|XYC2-FULL-46-14|WPAF01	1	1	1
Bacteria|Margulisbacteria|WOR-1|XYC2-FULL-46-14|XYC2-FULL-37-10	1	1	1
Bacteria|Margulisbacteria|WOR-1|XYC2-FULL-46-14|XYC2-FULL-46-14	1	1	1
Bacteria|Marinisomatota|AB16|AB16|46-47	1	1	1
Bacteria|Marinisomatota|AB16|AB16|DSDE01	1	1	1
Bacteria|Marinisomatota|BS150m-G59|BS150m-G59|BS150m-G59	1	1	1
Bacteria|Marinisomatota|JAANXI01|JAANXI01|JAANXI01	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|J089	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|JABMOV01	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|JAHJCW01	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|Marinisomataceae	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|S15-B10	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|SCKK01	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|TCS55	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|TCS56	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|UBA1611	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|UBA2128	1	1	1
Bacteria|Marinisomatota|Marinisomatia|Marinisomatales|UBA8229	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|D37C17	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|GCA-002704045	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|GCA-002707645	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|GCA-002719095	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|GCA-2689995	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|JACNLC01	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|SCGC-AAA003-L08	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|TMED161	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|TMED198	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|TMED6	1	1	1
Bacteria|Marinisomatota|Marinisomatia|SCGC-AAA003-L08|TS1B11	1	1	1
Bacteria|Marinisomatota|SORT01|SORT01|SORT01	1	1	1
Bacteria|Marinisomatota|UBA2242|UBA2242|B5-G15	1	1	1
Bacteria|Marinisomatota|UBA2242|UBA2242|JAFGTP01	1	1	1
Bacteria|Marinisomatota|UBA2242|UBA2242|UBA2242	1	1	1
Bacteria|Marinisomatota|UBA8477|UBA8477|UBA8477	1	1	1
Bacteria|Mcinerneyibacteriota|Mcinerneyibacteria|Mcinerneyibacteriales|DSCS01	1	1	1
Bacteria|Mcinerneyibacteriota|Mcinerneyibacteria|Mcinerneyibacteriales|Mcinerneyibacteriaceae	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|DTKO01|DTKO01	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|2-02-FULL-66-22	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|CSP1-5	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|JACPAU01	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|JACQHM01	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|JACRGL01	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Methylomirabilales|Methylomirabilaceae	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Rokubacteriales|CSP1-6	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Rokubacteriales|JACOUJ01	1	1	1
Bacteria|Methylomirabilota|Methylomirabilia|Rokubacteriales|JACPHL01	1	1	1
Bacteria|Moduliflexota|Moduliflexia|Moduliflexales|DSSU01	1	1	1
Bacteria|Moduliflexota|Moduliflexia|Moduliflexales|Moduliflexaceae	1	1	1
Bacteria|Muirbacteria|Muirbacteriia|Muirbacteriales|Muirbacteriaceae	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|CAJQPC01	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|GCA-2683315	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|GCA-2862545	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|JAFGLY01	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|SXON01	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|UBA2385	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA796|UBA796	1	1	1
Bacteria|Myxococcota_A|UBA796|UBA9615|UBA9615	1	1	1
Bacteria|Myxococcota_A|UBA9160|SZUA-336|SZUA-336	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|GLO-12	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|JADFDR01	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|PR03	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|SMWR01	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|UBA4427	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|UBA6930	1	1	1
Bacteria|Myxococcota_A|UBA9160|UBA9160|UBA9160	1	1	1
Bacteria|Myxococcota|B64-G9|B64-G9|B64-G9	1	1	1
Bacteria|Myxococcota|Bradymonadia|Bradymonadales|Bradymonadaceae	1	1	1
Bacteria|Myxococcota|Bradymonadia|Bradymonadales|GCA-2716585	1	1	1
Bacteria|Myxococcota|Bradymonadia|JAFGEP01|JAFGEP01	1	1	1
Bacteria|Myxococcota|Bradymonadia|REDH01|REDH01	1	1	1
Bacteria|Myxococcota|Bradymonadia|UBA4248|UBA4248	1	1	1
Bacteria|Myxococcota|Bradymonadia|UBA7976|UBA1532	1	1	1
Bacteria|Myxococcota|JAADFL01|JAADFL01|JAADFL01	1	1	1
Bacteria|Myxococcota|JACPTQ01|JACPTQ01|JACPTQ01	1	1	1
Bacteria|Myxococcota|JACRCW01|JACRCW01|JACRCW01	1	1	1
Bacteria|Myxococcota|JAFGSX01|JAFGSX01|JAFGSX01	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|40CM-4-68-19	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|Anaeromyxobacteraceae	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|Myxococcaceae	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|SZAS-1	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|UBA5297	1	1	1
Bacteria|Myxococcota|Myxococcia|Myxococcales|Vulgatibacteraceae	1	1	1
Bacteria|Myxococcota|Myxococcia|SLRQ01|SLRQ01	1	1	1
Bacteria|Myxococcota|Polyangia|DRWM01|DRWM01	1	1	1
Bacteria|Myxococcota|Polyangia|DRWM01|JAAZOP01	1	1	1
Bacteria|Myxococcota|Polyangia|GCA-2747355|GCA-2747355	1	1	1
Bacteria|Myxococcota|Polyangia|Haliangiales|Haliangiaceae	1	1	1
Bacteria|Myxococcota|Polyangia|Haliangiales|J016	1	1	1
Bacteria|Myxococcota|Polyangia|Haliangiales|SHYZ01	1	1	1
Bacteria|Myxococcota|Polyangia|HGW-17|HGW-17	1	1	1
Bacteria|Myxococcota|Polyangia|HGW-17|SLPX01	1	1	1
Bacteria|Myxococcota|Polyangia|JAAYKL01|JAAYKL01	1	1	1
Bacteria|Myxococcota|Polyangia|JACPQR01|JACPQR01	1	1	1
Bacteria|Myxococcota|Polyangia|JACRCY01|JACRCY01	1	1	1
Bacteria|Myxococcota|Polyangia|Nannocystales|Nannocystaceae	1	1	1
Bacteria|Myxococcota|Polyangia|Palsa-1104_A|Fen-1088	1	1	1
Bacteria|Myxococcota|Polyangia|Palsa-1104|JAEUJZ01	1	1	1
Bacteria|Myxococcota|Polyangia|Palsa-1104|Palsa-1104	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|Ga0077539	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|GCA-016699535	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|JADJMO01	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|JADJQN01	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|JAFGIB01	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|Polyangiaceae	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|Sandaracinaceae	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|SG8-38	1	1	1
Bacteria|Myxococcota|Polyangia|Polyangiales|SLQV01	1	1	1
Bacteria|Myxococcota|SpSt-1050|SpSt-1050|JACRCP01	1	1	1
Bacteria|Myxococcota|SpSt-1050|SpSt-1050|SpSt-1050	1	1	1
Bacteria|Myxococcota|SURF-8|SURF-8|SURF-8	1	1	1
Bacteria|Myxococcota|UBA4151|UBA4151|UBA4151	1	1	1
Bacteria|Myxococcota|UBA6777|UBA6777|UBA6777	1	1	1
Bacteria|Myxococcota|UBA727|UBA727|GCA-2721815	1	1	1
Bacteria|Myxococcota|UBA727|UBA727|JABDBI01	1	1	1
Bacteria|Myxococcota|UBA727|UBA727|VGSZ01	1	1	1
Bacteria|Myxococcota|UBA9042|CAIXZC01|CAITUV01	1	1	1
Bacteria|Myxococcota|UBA9042|CAIXZC01|CAIXZC01	1	1	1
Bacteria|Myxococcota|UBA9042|DTJE01|DTJE01	1	1	1
Bacteria|Myxococcota|UBA9042|DTJE01|S145-11	1	1	1
Bacteria|Myxococcota|UBA9042|GCA-2863065|GCA-2863065	1	1	1
Bacteria|Myxococcota|UBA9042|JABWCM01|JABWCM01	1	1	1
Bacteria|Myxococcota|UBA9042|PHBI01|PHBI01	1	1	1
Bacteria|Myxococcota|UBA9042|PWKZ01|PWKZ01	1	1	1
Bacteria|Myxococcota|UBA9042|UBA3505|UBA3505	1	1	1
Bacteria|Myxococcota|UBA9042|UBA9042|UBA9042	1	1	1
Bacteria|Myxococcota|WYAZ01|WYAZ01|WYAZ01	1	1	1
Bacteria|Myxococcota|XYA12-FULL-58-9|JAEEML01|JAEEML01	1	1	1
Bacteria|Myxococcota|XYA12-FULL-58-9|XYA12-FULL-58-9|JABJBS01	1	1	1
Bacteria|Myxococcota|XYA12-FULL-58-9|XYA12-FULL-58-9|JAFGEK01	1	1	1
