ID	Marine	Freshwater	Terrestrialr
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|JAABRE01	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|JAAUTE01	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|JAAUUE01	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Microcoleaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Microcystaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Microcystaceae_A	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Nostocaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Oscillatoriaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Oscillatoriaceae_A	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Phormidiaceae_A	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Prochloraceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Rubidibacteraceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|SIO1D9	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Spirulinaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Cyanobacteriales|Xenococcaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Elainellales|Elainellaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|FACHB-261|FACHB-261	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|FACHB-46|FACHB-46	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|GCF-001939115|GCF-001939115	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Gloeobacterales|Gloeobacteraceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Gloeobacterales|LV9	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Gloeomargaritales|Gloeomargaritaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Leptolyngbyales|Leptolyngbyaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Neosynechococcales|Neosynechococcaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|PCC-6307|Cyanobiaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|PCC-7336|JA-3-3Ab	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|PCC-7336|PCC-7336	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|PCC-7407|PCC-7407	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|PCC-9006|Prochlorotrichaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Phormidesmiales|Phormidesmiaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Pseudanabaenales|Pseudanabaenaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Synechococcales|Synechococcaceae	1	1	1
Bacteria|Cyanobacteria|Cyanobacteriia|Thermosynechococcales|Thermosynechococcaceae	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|JACMPN01|JACMPN01	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|S15B-MN24|UBA4093	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|S15B-MN24|UBA8530	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|S15B-MN24|VGJW01	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|UBA7694|JACMQJ01	1	1	1
Bacteria|Cyanobacteria|Sericytochromatia|UBA7694|UBA7694	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|2-02-FULL-35-15|2-02-FULL-35-15	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Caenarcaniphilales|Caenarcanaceae	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Caenarcaniphilales|LMEP-6097	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Gastranaerophilales|CAJFVJ01	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Gastranaerophilales|Gastranaerophilaceae	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Gastranaerophilales|RUG14156	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Gastranaerophilales|UBA9579	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Obscuribacterales|Obscuribacteraceae	1	1	1
Bacteria|Cyanobacteria|Vampirovibrionia|Vampirovibrionales|Vampirovibrionaceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Calditerrivibrionaceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Deferribacteraceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Denitrovibrionaceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Flexistipitaceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Mucispirillaceae	1	1	1
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|UBA228	1	1	1
Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae	1	1	1
Bacteria|Deinococcota|Deinococci|Deinococcales|JAAFIG01	1	1	1
Bacteria|Deinococcota|Deinococci|Deinococcales|Marinithermaceae	1	1	1
Bacteria|Deinococcota|Deinococci|Deinococcales|Thermaceae	1	1	1
Bacteria|Deinococcota|Deinococci|Deinococcales|Trueperaceae	1	1	1
Bacteria|Deinococcota|Deinococci|JACQHA01|JACQHA01	1	1	1
Bacteria|Delongbacteria|UBA4055|CAIWAD01|BS150m-G50	1	1	1
Bacteria|Delongbacteria|UBA4055|CAIWAD01|CAIWAD01	1	1	1
Bacteria|Delongbacteria|UBA4055|UBA4055|UBA4055	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|Babeliaceae	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|CAIQNR01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|Chromulinavoraceae	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|GCA-2401785	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|GWF2-32-72	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JABCYS01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JABDEC01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JABGSX01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JABJEI01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JACPOV01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|JAHIUU01	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|RVW-14	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|UASB340	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|UBA12409	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|UBA12411	1	1	1
Bacteria|Dependentiae|Babeliae|Babeliales|Vermiphilaceae	1	1	1
Bacteria|Desantisbacteria|UBA1551|UBA1551|UBA1551	1	1	1
Bacteria|Desantisbacteria|UBA1551|UBA1551|UBA1559	1	1	1
Bacteria|Desulfobacterota_B|Binatia|Bin18|Bin18	1	1	1
Bacteria|Desulfobacterota_B|Binatia|Binatales|Binataceae	1	1	1
Bacteria|Desulfobacterota_B|Binatia|HRBIN30|CADEER01	1	1	1
Bacteria|Desulfobacterota_B|Binatia|HRBIN30|HRBIN30	1	1	1
Bacteria|Desulfobacterota_B|Binatia|HRBIN30|JACQEN01	1	1	1
Bacteria|Desulfobacterota_B|Binatia|HRBIN30|JACQVA1	1	1	1
Bacteria|Desulfobacterota_B|Binatia|HRBIN30|JAGDMS01	1	1	1
Bacteria|Desulfobacterota_B|Binatia|JACPRU01|JACPRU01	1	1	1
Bacteria|Desulfobacterota_B|Binatia|UBA1149|UBA1149	1	1	1
Bacteria|Desulfobacterota_B|Binatia|UBA12015|UBA12015	1	1	1
Bacteria|Desulfobacterota_B|Binatia|UBA9968|UBA9968	1	1	1
Bacteria|Desulfobacterota_B|Binatia|UTPRO1|DP-6	1	1	1
Bacteria|Desulfobacterota_B|Binatia|UTPRO1|UTPRO1	1	1	1
Bacteria|Desulfobacterota|BSN033|B13-G15|B13-G15	1	1	1
Bacteria|Desulfobacterota|BSN033|B13-G15|RBG-16-54-18	1	1	1
Bacteria|Desulfobacterota|BSN033|BSN033|DTGN01	1	1	1
Bacteria|Desulfobacterota|BSN033|BSN033|UBA1163	1	1	1
Bacteria|Desulfobacterota|BSN033|WVXP01|WVXP01	1	1	1
Bacteria|Desulfobacterota_C|Anaeroferrophillalia|Anaeroferrophillales|Anaeroferrophillaceae	1	1	1
Bacteria|Desulfobacterota_C|Anaeroferrophillalia|Anaeroferrophillales|JAADEO01	1	1	1
Bacteria|Desulfobacterota_C|Deferrisomatia|Deferrisomatales|BM512	1	1	1
Bacteria|Desulfobacterota_C|Deferrisomatia|Deferrisomatales|Deferrisomataceae	1	1	1
Bacteria|Desulfobacterota_C|Deferrisomatia|Deferrisomatales|JACRMM01	1	1	1
Bacteria|Desulfobacterota_C|S145-22|S145-22|S145-22	1	1	1
Bacteria|Desulfobacterota|Desulfarculia|Adiutricales|Adiutricaceae	1	1	1
Bacteria|Desulfobacterota|Desulfarculia|Adiutricales|JAHJTB01	1	1	1
Bacteria|Desulfobacterota|Desulfarculia|Desulfarculales|Desulfarculaceae	1	1	1
Bacteria|Desulfobacterota|Desulfarculia|Desulfarculales|JAHJDS01	1	1	1
Bacteria|Desulfobacterota|Desulfobaccia|Desulfobaccales|0-14-0-80-60-11	1	1	1
Bacteria|Desulfobacterota|Desulfobaccia|Desulfobaccales|Desulfobaccaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|C00003060|C00003060	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|C00003060|C00003106	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|C00003060|DTYH01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|4572-123	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|4be13	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|B30-G6	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|BuS5	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|CAFBRK01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|CAJINA01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|CR-1	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfatibacillaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfatirhabdiaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfobacteraceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfobacteraceae_A	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfococcaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfolunaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulforegulaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfosarcinaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Desulfosudaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|ETH-SRB1	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|GCA-2748835	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|JAABPS01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|JAABRJ01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|JAABTS01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|JAEINQ01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|JAHDSC01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|Magnetomoraceae	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|QNYZ01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|RPRI01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|SG8-13	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|SKZT01	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|SURF-15	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|SURF-3	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|SURF-7	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA11574	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA2156	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA2174	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA2174_A	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA2245	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA5616	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|UBA5852	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|YD0425bin50	1	1	1
Bacteria|Desulfobacterota|Desulfobacteria|Desulfobacterales|YD0425bin51	1	1	1
Bacteria|Desulfobacterota|Desulfobulbia|Desulfobulbales|BM004	1	1	1
Bacteria|Desulfobacterota|Desulfobulbia|Desulfobulbales|Desulfobulbaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobulbia|Desulfobulbales|Desulfocapsaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobulbia|Desulfobulbales|Desulfurivibrionaceae	1	1	1
Bacteria|Desulfobacterota|Desulfobulbia|Desulfobulbales|S012-135	1	1	1
Bacteria|Desulfobacterota|Desulfofervidia|Desulfofervidales|Desulfofervidaceae	1	1	1
Bacteria|Desulfobacterota|Desulfofervidia|Desulfofervidales|DG-60	1	1	1
Bacteria|Desulfobacterota|Desulfomonilia|Desulfomonilales|Desulfomonilaceae	1	1	1
Bacteria|Desulfobacterota|Desulfomonilia|UBA1062|UBA1062	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|ATBO01	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|BM103	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|BM501	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|BM515	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|DDH964	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Desulfuromonadaceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Geoalkalibacteraceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Geopsychrobacteraceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Geothermobacteraceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|JAAXQG01	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|JAAYDE01	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|JACZKF01	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Syntrophotaleaceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|SZUA-401	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|SZUA-540	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|Trichloromonadaceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|UBA2197	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|UBA2294	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Desulfuromonadales|WTL	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Geobacterales|CAIOGM01	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Geobacterales|Geobacteraceae	1	1	1
Bacteria|Desulfobacterota|Desulfuromonadia|Geobacterales|Pseudopelobacteraceae	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|Dissulfuribacteraceae	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|Dissulfurirhabdaceae	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|QOAL01	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|S140-46	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|UBA3076	1	1	1
Bacteria|Desulfobacterota|Dissulfuribacteria|Dissulfuribacterales|UBA5754	1	1	1
Bacteria|Desulfobacterota|DSM-4660|Desulfatiglandales|B25-G16	1	1	1
Bacteria|Desulfobacterota|DSM-4660|Desulfatiglandales|Desulfatiglandaceae	1	1	1
Bacteria|Desulfobacterota|DSM-4660|Desulfatiglandales|DTHC01	1	1	1
Bacteria|Desulfobacterota|DSM-4660|Desulfatiglandales|HGW-15	1	1	1
Bacteria|Desulfobacterota|DSWW01|DSWW01|DSWW01	1	1	1
Bacteria|Desulfobacterota|DTXE01|DTXE01|DTXE01	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|RKRQ01|GCA-014075295	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|RKRQ01|RKRQ01	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|UBA1144|UBA1144	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|UBA2774|CSP1-2	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|UBA2774|N074bin48	1	1	1
Bacteria|Desulfobacterota_D|UBA1144|UBA2774|UBA2774	1	1	1
Bacteria|Desulfobacterota_E|MBNT15|J040|J040	1	1	1
Bacteria|Desulfobacterota_E|MBNT15|MBNT15|MBNT15	1	1	1
Bacteria|Desulfobacterota_G|Syntrophorhabdia|Syntrophorhabdales|Syntrophorhabdaceae	1	1	1
Bacteria|Desulfobacterota_G|Syntrophorhabdia|Syntrophorhabdales|WCHB1-27	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|DRME01	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|DRQE01	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|GWC2-55-46	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|JADFVP01	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|S146-73	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|GWC2-55-46|SCQA01	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|S146-70|S146-70	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|S146-80|S146-80	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|UBA9637|GWC2-42-11	1	1	1
Bacteria|Desulfobacterota|GWC2-55-46|UBA9637|UBA9637	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfohalobiaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfohalobiaceae_A	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfomicrobiaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfonatronaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfonatronovibrionaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfonauticaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfoplanaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae	1	1	1
Bacteria|Desulfobacterota_I|Desulfovibrionia|Desulfovibrionales|RZZR01	1	1	1
Bacteria|Desulfobacterota|JACPFL01|JACPFL01|JACPFL01	1	1	1
Bacteria|Desulfobacterota|JACQYL01|JACQYL01|JACQYL01	1	1	1
Bacteria|Desulfobacterota|JADFVX01|JADFVX01|JADFVX01	1	1	1
Bacteria|Desulfobacterota|JADFXK01|JADFXK01|JADFXK01	1	1	1
Bacteria|Desulfobacterota|JAENJC01|JAENJC01|JAENJC01	1	1	1
Bacteria|Desulfobacterota|JdFR-97|JdFR-97|JdFR-97	1	1	1
Bacteria|Desulfobacterota|QYQD01|QYQD01|QYQD01	1	1	1
Bacteria|Desulfobacterota|RBG-13-43-22|RBG-13-43-22|RBG-13-43-22	1	1	1
Bacteria|Desulfobacterota|SM23-61|SM23-61|SM23-61	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|CG2-30-49-12	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|DTLJ01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|DTLK01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|Fen-1087	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|JAAYKM01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|JACQWR01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|JADFWA01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|JAFGHS01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|JAFGIO01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|PHBD01	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|Smithellaceae	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|Syntrophaceae	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA2185	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA2210	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA2251	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA4767	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA4778	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA5619	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA6109	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA6807	1	1	1
Bacteria|Desulfobacterota|Syntrophia|Syntrophales|UBA8958	1	1	1
Bacteria|Desulfobacterota|Syntrophobacteria|B119-G9|B119-G9	1	1	1
Bacteria|Desulfobacterota|Syntrophobacteria|BM002|BM002	1	1	1
Bacteria|Desulfobacterota|Syntrophobacteria|Syntrophobacterales|DSM-9756	1	1	1
Bacteria|Desulfobacterota|Syntrophobacteria|Syntrophobacterales|Syntrophobacteraceae	1	1	1
Bacteria|Desulfobacterota|Syntrophobacteria|Syntrophobacterales|Thermodesulforhabdaceae	1	1	1
Bacteria|Desulfobacterota|Thermodesulfobacteria|Thermodesulfobacteriales|ST65	1	1	1
Bacteria|Desulfobacterota|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfatatoraceae	1	1	1
Bacteria|Desulfobacterota|Thermodesulfobacteria|Thermodesulfobacteriales|Thermodesulfobacteriaceae	1	1	1
Bacteria|Desulfobacterota|UBA8473|UBA8473|UBA8473	1	1	1
Bacteria|Desulfobacterota|WTBG01|CAIYCZ01|CAIRTM01	1	1	1
Bacteria|Desulfobacterota|WTBG01|CAIYCZ01|CAIYCZ01	1	1	1
Bacteria|Desulfobacterota|WTBG01|JAGOGO01|JAGOGO01	1	1	1
Bacteria|Desulfobacterota|WTBG01|WTBG01|WTBG01	1	1	1
Bacteria|Desulfobacterota|Zymogenia|Zymogeniales|JAFGAS01	1	1	1
Bacteria|Desulfobacterota|Zymogenia|Zymogeniales|JAFGFE01	1	1	1
Bacteria|Desulfobacterota|Zymogenia|Zymogeniales|Zymogeniaceae	1	1	1
Bacteria|Dictyoglomota|Dictyoglomia|Dictyoglomales|Dictyoglomaceae	1	1	1
Bacteria|Dormibacterota|Dormibacteria|CF-121|CF-121	1	1	1
Bacteria|Dormibacterota|Dormibacteria|Dormibacterales|Dormibacteraceae	1	1	1
Bacteria|Dormibacterota|Dormibacteria|UBA8260|Bog-877	1	1	1
Bacteria|Dormibacterota|Dormibacteria|UBA8260|UBA8260	1	1	1
Bacteria|DRYD01|DRYD01|DRYD01|DRYD01	1	1	1
Bacteria|DTU030|DTU030|DTU030|DTU030	1	1	1
Bacteria|DTU030|DTU030|DUMP01|DUMP01	1	1	1
Bacteria|DUMJ01|DUMJ01|DUMJ01|DUMJ01	1	1	1
Bacteria|Edwardsbacteria|AC1|AC1|EtOH8	1	1	1
Bacteria|Edwardsbacteria|AC1|AC1|UBA2255	1	1	1
Bacteria|Edwardsbacteria|AC1|AC1|UBA8901	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|CAIMUX01|CAIMUX01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|CAIMUX01|JAHJDP01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|CAIMUX01|VGJL01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|CAIMUX01|WJJG01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|JABDJR01|JABDJR01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|JAFGJU01|JAFGJU01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|RBG-16-71-46|JACRLI01	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|RBG-16-71-46|RBG-16-71-46	1	1	1
Bacteria|Eisenbacteria|RBG-16-71-46|SZUA-252|SZUA-252	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|02-12-FULL-59-9|O2-12-FULL-59-9	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|2-01-FULL-59-12|2-01-FULL-59-12	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|2-01-FULL-59-12|JACPXA01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|2-02-FULL-39-32|2-02-FULL-39-32	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|Elusimicrobiales|Elusimicrobiaceae	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|Elusimicrobiales|JAAYTX01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|Elusimicrobiales|UBA9959	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|F11|F11	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|F11|FEN-1173	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|JACQJN01|JACQJN01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|JACQJP01|JACQJP01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|JACQPE01|JACQPE01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|UBA1565|JACRDR01	1	1	1
Bacteria|Elusimicrobiota|Elusimicrobia|UBA1565|UBA1565	1	1	1
