	parent	node	label	nodeClass	nodeDepth	numGroup
1615	2823	1615	f__SPJN01	OTU	5	NoUse
1616	2824	1616	f__Thalassobaculaceae	OTU	5	<10
1617	2825	1617	f__Tistrellaceae	OTU	5	10-100
1618	2826	1618	f__TMED109	OTU	5	NoUse
1619	2826	1619	f__TMED131	OTU	5	<10
1620	2827	1620	f__TMED127	OTU	5	10-100
1621	2828	1621	f__TMED2	OTU	5	<10
1622	2829	1622	f__UBA11073	OTU	5	NoUse
1623	2830	1623	f__UBA11136	OTU	5	10-100
1624	2831	1624	f__UBA11222	OTU	5	<10
1625	2832	1625	f__UBA1247	OTU	5	NoUse
1626	2833	1626	f__JAAZVW01	OTU	5	NoUse
1627	2833	1627	f__RI-95	OTU	5	NoUse
1628	2833	1628	f__UBA12223	OTU	5	NoUse
1629	2833	1629	f__UBA2136	OTU	5	<10
1630	2833	1630	f__UBA6156	OTU	5	NoUse
1631	2833	1631	f__UBA6503	OTU	5	<10
1632	2834	1632	f__UBA2400	OTU	5	<10
1633	2835	1633	f__UBA2562	OTU	5	NoUse
1634	2836	1634	f__UBA2966	OTU	5	<10
1635	2837	1635	f__UBA3830	OTU	5	NoUse
1636	2838	1636	f__CAIYWZ01	OTU	5	NoUse
1637	2838	1637	f__UBA6184	OTU	5	<10
1638	2839	1638	f__UBA6615	OTU	5	10-100
1639	2840	1639	f__UBA5542	OTU	5	NoUse
1640	2840	1640	f__UBA7879	OTU	5	NoUse
1641	2840	1641	f__VGCX01	OTU	5	NoUse
1642	2841	1642	f__UBA7887	OTU	5	NoUse
1643	2842	1643	f__UBA7985	OTU	5	NoUse
1644	2843	1644	f__UBA828	OTU	5	10-100
1645	2844	1645	f__UBA8317	OTU	5	NoUse
1646	2845	1646	f__GCA-2696645	OTU	5	10-100
1647	2845	1647	f__GCA-2717185	OTU	5	NoUse
1648	2845	1648	f__JADFVY01	OTU	5	NoUse
1649	2845	1649	f__UBA8366	OTU	5	<10
1650	2846	1650	f__UBA8558	OTU	5	<10
1651	2847	1651	f__RFNS01	OTU	5	NoUse
1652	2847	1652	f__RGZA01	OTU	5	NoUse
1653	2847	1653	f__UBA9219	OTU	5	<10
1654	2848	1654	f__CAJQNC01	OTU	5	NoUse
1655	2848	1655	f__UBA9655	OTU	5	NoUse
1656	2849	1656	f__VGDZ01	OTU	5	NoUse
1657	2850	1657	f__VXPW01	OTU	5	NoUse
1658	2851	1658	f__WRAU01	OTU	5	NoUse
1659	2852	1659	f__Zavarziniaceae	OTU	5	NoUse
1660	2853	1660	f__21-64-14	OTU	5	NoUse
1661	2854	1661	f__Acidiferrobacteraceae	OTU	5	NoUse
1662	2854	1662	f__SPGG2	OTU	5	<10
1663	2854	1663	f__Sulfurifustaceae	OTU	5	NoUse
1664	2854	1664	f__SZUA-150	OTU	5	NoUse
1665	2854	1665	f__UBA6901	OTU	5	NoUse
1666	2855	1666	f__Acidithiobacillaceae	OTU	5	<10
1667	2855	1667	f__Thermithiobacillaceae	OTU	5	NoUse
1668	2856	1668	f__AKS1	OTU	5	NoUse
1669	2857	1669	f__AqS2	OTU	5	NoUse
1670	2858	1670	f__AqS3	OTU	5	NoUse
1671	2859	1671	f__Arenicellaceae	OTU	5	<10
1672	2859	1672	f__BMS3Bbin11	OTU	5	NoUse
1673	2859	1673	f__CAJQKF01	OTU	5	NoUse
1674	2859	1674	f__HyVt-429	OTU	5	NoUse
1675	2859	1675	f__JAANXG01	OTU	5	NoUse
1676	2859	1676	f__LS-SOB	OTU	5	NoUse
1677	2859	1677	f__QOAV01	OTU	5	NoUse
1678	2859	1678	f__RKSH01	OTU	5	NoUse
1679	2859	1679	f__UBA5680	OTU	5	10-100
1680	2859	1680	f__UBA868	OTU	5	10-100
1681	2860	1681	f__Beggiatoaceae	OTU	5	<10
1682	2861	1682	f__Berkiellaceae	OTU	5	<10
1683	2862	1683	f__BM003	OTU	5	NoUse
1684	2863	1684	f__2013Ark19i	OTU	5	NoUse
1685	2863	1685	f__Aquaspirillaceae	OTU	5	NoUse
1686	2863	1686	f__Burkholderiaceae	OTU	5	500-1000
1687	2863	1687	f__Burkholderiaceae_A	OTU	5	<10
1688	2863	1688	f__CADEHE01	OTU	5	NoUse
1689	2863	1689	f__CAIKXV01	OTU	5	NoUse
1690	2863	1690	f__Casimicrobiaceae	OTU	5	NoUse
1691	2863	1691	f__Chitinibacteraceae	OTU	5	NoUse
1692	2863	1692	f__Chitinimonadaceae	OTU	5	NoUse
1693	2863	1693	f__Chromobacteriaceae	OTU	5	NoUse
1694	2863	1694	f__Ferrovaceae	OTU	5	NoUse
1695	2863	1695	f__Ga0077523	OTU	5	<10
1696	2863	1696	f__Gallionellaceae	OTU	5	10-100
1697	2863	1697	f__JABEVD01	OTU	5	NoUse
1698	2863	1698	f__JACMKV01	OTU	5	NoUse
1699	2863	1699	f__JAEUMW01	OTU	5	NoUse
1700	2863	1700	f__JAEUOS01	OTU	5	NoUse
1701	2863	1701	f__Leeiaceae	OTU	5	NoUse
1702	2863	1702	f__Methylophilaceae	OTU	5	100-500
1703	2863	1703	f__Neisseriaceae	OTU	5	NoUse
1704	2863	1704	f__Nitrosomonadaceae	OTU	5	10-100
1705	2863	1705	f__Q3-R57-64	OTU	5	NoUse
1706	2863	1706	f__RBG-16-58-11	OTU	5	NoUse
1707	2863	1707	f__REEB80	OTU	5	NoUse
1708	2863	1708	f__Rhodocyclaceae	OTU	5	10-100
1709	2863	1709	f__SCOH01	OTU	5	NoUse
1710	2863	1710	f__SG8-39	OTU	5	<10
1711	2863	1711	f__SG8-40	OTU	5	NoUse
1712	2863	1712	f__SG8-41	OTU	5	10-100
1713	2863	1713	f__SHXO01	OTU	5	NoUse
1714	2863	1714	f__Sulfuricellaceae	OTU	5	<10
1715	2863	1715	f__Sulfuricellaceae_A	OTU	5	NoUse
1716	2863	1716	f__Sulfuriferulaceae	OTU	5	NoUse
1717	2863	1717	f__Thiobacillaceae	OTU	5	10-100
1718	2863	1718	f__UBA11063	OTU	5	<10
1719	2863	1719	f__UBA3031	OTU	5	<10
1720	2863	1720	f__UBA3065	OTU	5	<10
1721	2863	1721	f__UBA6910	OTU	5	NoUse
1722	2863	1722	f__UBA9220	OTU	5	NoUse
1723	2863	1723	f__Usitatibacteraceae	OTU	5	NoUse
1724	2863	1724	f__WYBJ01	OTU	5	NoUse
1725	2864	1725	f__CACEW01	OTU	5	<10
1726	2865	1726	f__CACJXQ01	OTU	5	<10
1727	2866	1727	f__CAIQBE01	OTU	5	<10
1728	2867	1728	f__CAIRSR01	OTU	5	NoUse
1729	2868	1729	f__CAISUE01	OTU	5	<10
1730	2869	1730	f__CAJQNE01	OTU	5	NoUse
1731	2870	1731	f__Cardiobacteriaceae	OTU	5	NoUse
1732	2870	1732	f__Ostreibacteriaceae	OTU	5	NoUse
1733	2870	1733	f__Wohlfahrtiimonadaceae	OTU	5	<10
1734	2871	1734	f__Chromatiaceae	OTU	5	<10
1735	2871	1735	f__Sedimenticolaceae	OTU	5	<10
1736	2872	1736	f__Competibacteraceae	OTU	5	NoUse
1737	2873	1737	f__Coxiellaceae	OTU	5	10-100
1738	2874	1738	f__Diplorickettsiaceae	OTU	5	<10
1739	2875	1739	f__DRJJ01	OTU	5	NoUse
1740	2876	1740	f__DRLM01	OTU	5	NoUse
1741	2877	1741	f__DRMK01	OTU	5	NoUse
1742	2878	1742	f__DSM-100275	OTU	5	NoUse
1743	2879	1743	f__DSM-16500	OTU	5	10-100
1744	2880	1744	f__DSM-19610	OTU	5	NoUse
1745	2881	1745	f__DSM-26407	OTU	5	NoUse
1746	2882	1746	f__DTRM01	OTU	5	NoUse
1747	2883	1747	f__Acidihalobacteraceae	OTU	5	NoUse
1748	2883	1748	f__Ectothiorhodospiraceae	OTU	5	NoUse
1749	2883	1749	f__Thioalkalivibrionaceae	OTU	5	NoUse
1750	2884	1750	f__Enterobacteriaceae_A	OTU	5	NoUse
1751	2885	1751	f__Aeromonadaceae	OTU	5	<10
1752	2885	1752	f__Alteromonadaceae	OTU	5	100-500
1753	2885	1753	f__Celerinatantimonadaceae	OTU	5	NoUse
1754	2885	1754	f__DSM-103792	OTU	5	NoUse
1755	2885	1755	f__Enterobacteriaceae	OTU	5	500-1000
1756	2885	1756	f__Gallaecimonadaceae	OTU	5	NoUse
1757	2885	1757	f__GCA-002770795	OTU	5	NoUse
1758	2885	1758	f__Kangiellaceae	OTU	5	<10
1759	2885	1759	f__Moritellaceae	OTU	5	NoUse
1760	2885	1760	f__Neiellaceae	OTU	5	NoUse
1761	2885	1761	f__Pasteurellaceae	OTU	5	NoUse
1762	2885	1762	f__Psittacicellaceae	OTU	5	NoUse
1763	2885	1763	f__Psychrobiaceae	OTU	5	NoUse
1764	2885	1764	f__Psychromonadaceae	OTU	5	<10
1765	2885	1765	f__Shewanellaceae	OTU	5	10-100
1766	2885	1766	f__Succinivibrionaceae	OTU	5	NoUse
1767	2885	1767	f__UBA3532	OTU	5	<10
1768	2885	1768	f__Vibrionaceae	OTU	5	>1000
1769	2886	1769	f__Evansiaceae	OTU	5	NoUse
1770	2887	1770	f__Francisellaceae	OTU	5	<10
1771	2888	1771	f__Ga0077536_A	OTU	5	<10
1772	2889	1772	f__Ga0077536	OTU	5	10-100
1773	2890	1773	f__Ga007554	OTU	5	NoUse
1774	2891	1774	f__GCA-001735895	OTU	5	10-100
1775	2892	1775	f__GCA-002705445	OTU	5	<10
1776	2892	1776	f__GCA-002716945	OTU	5	<10
1777	2893	1777	f__GCA-013348725	OTU	5	NoUse
1778	2894	1778	f__GCA-2400775	OTU	5	NoUse
1779	2895	1779	f__GCA-2729495	OTU	5	10-100
1780	2896	1780	f__GCF-002020875	OTU	5	10-100
1781	2896	1781	f__GRL18	OTU	5	<10
1782	2897	1782	f__GCF-013343005	OTU	5	NoUse
1783	2898	1783	f__Granulosicoccaceae	OTU	5	<10
1784	2899	1784	f__Halothiobacillaceae	OTU	5	NoUse
1785	2899	1785	f__JAAZVP01	OTU	5	NoUse
1786	2900	1786	f__HK1	OTU	5	NoUse
1787	2900	1787	f__JABDQX01	OTU	5	NoUse
1788	2901	1788	f__HP12	OTU	5	NoUse
1789	2902	1789	f__HTCC5015	OTU	5	<10
1790	2903	1790	f__Immundisolibacteraceae	OTU	5	<10
1791	2904	1791	f__J025	OTU	5	NoUse
1792	2905	1792	f__J044	OTU	5	NoUse
1793	2906	1793	f__J048	OTU	5	NoUse
1794	2907	1794	f__J113	OTU	5	NoUse
1795	2908	1795	f__JAABTG01	OTU	5	NoUse
1796	2909	1796	f__JAADGQ01	OTU	5	NoUse
1797	2910	1797	f__JAADHQ01	OTU	5	NoUse
1798	2911	1798	f__JAADHS01	OTU	5	NoUse
1799	2912	1799	f__JAADJB01	OTU	5	NoUse
1800	2913	1800	f__JAAOII01	OTU	5	NoUse
1801	2914	1801	f__JABABF01	OTU	5	NoUse
1802	2915	1802	f__JABCZS01	OTU	5	NoUse
1803	2916	1803	f__JABDGN01	OTU	5	<10
1804	2917	1804	f__JABDLF01	OTU	5	NoUse
1805	2918	1805	f__JABDMI01	OTU	5	NoUse
1806	2919	1806	f__JABHGC01	OTU	5	NoUse
1807	2920	1807	f__JABURT01	OTU	5	NoUse
1808	2921	1808	f__JABXHR01	OTU	5	NoUse
1809	2922	1809	f__JACCXJ01	OTU	5	10-100
1810	2923	1810	f__JACCYU01	OTU	5	NoUse
1811	2924	1811	f__JACDCP01	OTU	5	NoUse
1812	2925	1812	f__JACQPQ01	OTU	5	NoUse
1813	2926	1813	f__JACREF01	OTU	5	NoUse
1814	2927	1814	f__JADJWH01	OTU	5	NoUse
1815	2928	1815	f__JAFEDO01	OTU	5	NoUse
1816	2929	1816	f__JAGOUN01	OTU	5	NoUse
1817	2930	1817	f__JAGOUU01	OTU	5	NoUse
1818	2931	1818	f__JAHJQQ01	OTU	5	NoUse
1819	2932	1819	f__Legionellaceae_A	OTU	5	NoUse
1820	2933	1820	f__Legionellaceae	OTU	5	10-100
1821	2934	1821	f__LLD-282	OTU	5	NoUse
1822	2935	1822	f__M30B25	OTU	5	NoUse
1823	2936	1823	f__Cycloclasticaceae	OTU	5	10-100
1824	2936	1824	f__DRLZ01	OTU	5	NoUse
1825	2936	1825	f__Methylococcaceae	OTU	5	10-100
1826	2936	1826	f__Methylomonadaceae	OTU	5	100-500
1827	2936	1827	f__Methylothermaceae	OTU	5	NoUse
1828	2936	1828	f__UBA2778	OTU	5	10-100
1829	2936	1829	f__UBA2780	OTU	5	<10
1830	2937	1830	f__MnTg04	OTU	5	NoUse
1831	2938	1831	f__Algiphilaceae	OTU	5	<10
1832	2938	1832	f__Nevskiaceae	OTU	5	10-100
1833	2938	1833	f__Oceanococcaceae	OTU	5	10-100
1834	2938	1834	f__OUC007	OTU	5	NoUse
1835	2938	1835	f__Salinisphaeraceae	OTU	5	10-100
1836	2939	1836	f__AK92	OTU	5	NoUse
1837	2939	1837	f__Aquisalimonadaceae	OTU	5	NoUse
1838	2939	1838	f__Halorhodospiraceae	OTU	5	<10
1839	2939	1839	f__Nitrococcaceae	OTU	5	NoUse
1840	2940	1840	f__Methylophagaceae	OTU	5	100-500
1841	2940	1841	f__Nitrosococcaceae	OTU	5	NoUse
1842	2941	1842	f__Piscirickettsiaceae	OTU	5	NoUse
1843	2942	1843	f__PIVX01	OTU	5	NoUse
1844	2943	1844	f__PIWD01	OTU	5	NoUse
1845	2944	1845	f__Porisulfidaceae	OTU	5	NoUse
1846	2944	1846	f__SP5GCR1	OTU	5	NoUse
1847	2945	1847	f__Thioglobaceae	OTU	5	<10
1848	2946	1848	f__Aestuariirhabdaceae	OTU	5	NoUse
1849	2946	1849	f__Alcanivoracaceae	OTU	5	100-500
1850	2946	1850	f__Cellvibrionaceae	OTU	5	10-100
1851	2946	1851	f__DC-out160	OTU	5	NoUse
1852	2946	1852	f__DSM-100316	OTU	5	<10
1853	2946	1853	f__DSM-21967	OTU	5	NoUse
1854	2946	1854	f__DSM-25080	OTU	5	NoUse
1855	2946	1855	f__DSM-6294	OTU	5	NoUse
1856	2946	1856	f__DT-91	OTU	5	NoUse
1857	2946	1857	f__Endozoicomonadaceae	OTU	5	NoUse
1858	2946	1858	f__GM7GCV1	OTU	5	<10
1859	2946	1859	f__Halieaceae	OTU	5	100-500
1860	2946	1860	f__Halomonadaceae	OTU	5	100-500
1861	2946	1861	f__HTCC2089	OTU	5	10-100
1862	2946	1862	f__IMCC2047	OTU	5	<10
1863	2946	1863	f__JAAOIJ01	OTU	5	NoUse
1864	2946	1864	f__JADFAD01	OTU	5	NoUse
1865	2946	1865	f__JADFDG01	OTU	5	NoUse
1866	2946	1866	f__JAHRWD01	OTU	5	NoUse
1867	2946	1867	f__Ketobacteraceae	OTU	5	10-100
1868	2946	1868	f__Litoricolaceae	OTU	5	<10
1869	2946	1869	f__M0112	OTU	5	NoUse
1870	2946	1870	f__Marinomonadaceae	OTU	5	10-100
1871	2946	1871	f__Moraxellaceae	OTU	5	500-1000
1872	2946	1872	f__Natronospirillaceae	OTU	5	NoUse
1873	2946	1873	f__Nitrincolaceae	OTU	5	100-500
1874	2946	1874	f__Oleiphilaceae	OTU	5	100-500
1875	2946	1875	f__Porticoccaceae	OTU	5	100-500
1876	2946	1876	f__Pseudohongiellaceae	OTU	5	10-100
1877	2946	1877	f__Pseudomonadaceae	OTU	5	>1000
1878	2946	1878	f__Spongiibacteraceae	OTU	5	10-100
1879	2946	1879	f__UBA3067	OTU	5	NoUse
1880	2946	1880	f__UBA5518	OTU	5	NoUse
1881	2946	1881	f__UBA5862	OTU	5	NoUse
1882	2946	1882	f__UBA6940	OTU	5	10-100
1883	2946	1883	f__UBA7239	OTU	5	NoUse
1884	2946	1884	f__UBA7434	OTU	5	10-100
1885	2946	1885	f__Zooshikellaceae	OTU	5	NoUse
1886	2947	1886	f__PWYM01	OTU	5	NoUse
1887	2948	1887	f__QNFE01	OTU	5	<10
1888	2949	1888	f__QNFN01	OTU	5	NoUse
1889	2950	1889	f__QQUJ01	OTU	5	NoUse
1890	2951	1890	f__QZLD01	OTU	5	NoUse
1891	2952	1891	f__RBG-16-57-12	OTU	5	<10
1892	2953	1892	f__REEB76	OTU	5	NoUse
1893	2954	1893	f__RI-283	OTU	5	NoUse
1894	2955	1894	f__RKRP01	OTU	5	NoUse
1895	2956	1895	f__S140-43	OTU	5	NoUse
1896	2957	1896	f__S141-70	OTU	5	NoUse
1897	2958	1897	f__S144-34	OTU	5	NoUse
1898	2959	1898	f__AG-339-G14	OTU	5	NoUse
1899	2959	1899	f__D2472	OTU	5	10-100
1900	2959	1900	f__SAR86	OTU	5	<10
1901	2959	1901	f__TMED112	OTU	5	<10
1902	2960	1902	f__SG8-11	OTU	5	NoUse
1903	2961	1903	f__SKWO01	OTU	5	NoUse
1904	2962	1904	f__SLND01	OTU	5	<10
1905	2963	1905	f__SMWH01	OTU	5	NoUse
1906	2964	1906	f__SpSt-1174	OTU	5	NoUse
1907	2965	1907	f__Steroidobacteraceae	OTU	5	10-100
1908	2966	1908	f__SURF-13	OTU	5	NoUse
1909	2967	1909	f__SZUA-140	OTU	5	<10
1910	2968	1910	f__SZUA-146	OTU	5	NoUse
1911	2969	1911	f__SZUA-152	OTU	5	NoUse
1912	2970	1912	f__SZUA-21	OTU	5	NoUse
1913	2971	1913	f__SZUA-229	OTU	5	NoUse
1914	2972	1914	f__SZUA-76	OTU	5	NoUse
1915	2973	1915	f__Tenderiaceae	OTU	5	NoUse
1916	2974	1916	f__Thiohalobacteraceae	OTU	5	NoUse
1917	2975	1917	f__Thiohalomonadaceae	OTU	5	<10
1918	2976	1918	f__Thiohalorhabdaceae	OTU	5	NoUse
1919	2977	1919	f__Thiohalospiraceae	OTU	5	NoUse
1920	2978	1920	f__JAAZVR01	OTU	5	NoUse
1921	2978	1921	f__Thiomicrospiraceae	OTU	5	<10
1922	2979	1922	f__Thiotrichaceae	OTU	5	NoUse
1923	2980	1923	f__UBA1113	OTU	5	10-100
1924	2981	1924	f__UBA11654	OTU	5	10-100
1925	2982	1925	f__UBA12402	OTU	5	<10
1926	2983	1926	f__UBA2770	OTU	5	<10
1927	2983	1927	f__WOZS01	OTU	5	NoUse
1928	2984	1928	f__UBA4486	OTU	5	10-100
1929	2985	1929	f__UBA4575	OTU	5	<10
1930	2986	1930	f__UBA5335	OTU	5	<10
1931	2987	1931	f__UBA5859	OTU	5	NoUse
1932	2988	1932	f__UBA6002	OTU	5	NoUse
1933	2989	1933	f__UBA6186	OTU	5	<10
1934	2990	1934	f__UBA6429	OTU	5	NoUse
1935	2991	1935	f__UBA6522	OTU	5	10-100
1936	2992	1936	f__UBA6729	OTU	5	NoUse
1937	2993	1937	f__UBA6915	OTU	5	NoUse
1938	2994	1938	f__UBA7366	OTU	5	<10
1939	2995	1939	f__GCA-002691585	OTU	5	NoUse
1940	2995	1940	f__JABJPE01	OTU	5	NoUse
1941	2995	1941	f__UBA1515	OTU	5	NoUse
1942	2995	1942	f__UBA6594	OTU	5	NoUse
1943	2995	1943	f__UBA729	OTU	5	NoUse
1944	2995	1944	f__UBA7916	OTU	5	<10
1945	2996	1945	f__UBA7966	OTU	5	NoUse
1946	2997	1946	f__UBA9214	OTU	5	<10
1947	2998	1947	f__UBA9339	OTU	5	<10
1948	2999	1948	f__UWMA-0217	OTU	5	NoUse
1949	3000	1949	f__VBWC01	OTU	5	NoUse
1950	3001	1950	f__WFUO01	OTU	5	NoUse
1951	3002	1951	f__WLWR01	OTU	5	NoUse
1952	3003	1952	f__Woeseiaceae	OTU	5	10-100
1953	3004	1953	f__Ahniellaceae	OTU	5	NoUse
1954	3004	1954	f__Marinicellaceae	OTU	5	<10
1955	3004	1955	f__Rhodanobacteraceae	OTU	5	10-100
1956	3004	1956	f__S139-57	OTU	5	NoUse
1957	3004	1957	f__SZUA-36	OTU	5	NoUse
1958	3004	1958	f__SZUA-38	OTU	5	NoUse
1959	3004	1959	f__SZUA-5	OTU	5	<10
1960	3004	1960	f__UBA2363	OTU	5	NoUse
1961	3004	1961	f__Wenzhouxiangellaceae	OTU	5	<10
1962	3004	1962	f__Xanthomonadaceae	OTU	5	100-500
1963	3005	1963	f__Halofilaceae	OTU	5	<10
1964	3006	1964	f__XN24	OTU	5	NoUse
1965	3007	1965	f__DC0425bin3	OTU	5	NoUse
1966	3007	1966	f__JADFWT01	OTU	5	NoUse
1967	3007	1967	f__JADFWU01	OTU	5	NoUse
1968	3007	1968	f__JADFXB01	OTU	5	NoUse
1969	3007	1969	f__JADFZT01	OTU	5	NoUse
1970	3007	1970	f__JADGAP01	OTU	5	NoUse
1971	3007	1971	f__JADGAQ01	OTU	5	NoUse
1972	3007	1972	f__JADGBX01	OTU	5	NoUse
1973	3007	1973	f__JADGCH01	OTU	5	NoUse
1974	3007	1974	f__JADGCL01	OTU	5	NoUse
1975	3007	1975	f__Magnetaquicoccaceae	OTU	5	NoUse
1976	3007	1976	f__Magnetococcaceae	OTU	5	NoUse
1977	3007	1977	f__UBA8363	OTU	5	NoUse
1978	3008	1978	f__CG1-02-64-396	OTU	5	<10
1979	3009	1979	f__J009	OTU	5	NoUse
1980	3009	1980	f__Mariprofundaceae	OTU	5	<10
1981	3009	1981	f__S012-25	OTU	5	NoUse
1982	3010	1982	f__B70-G9	OTU	5	NoUse
1983	3011	1983	f__CAIJXV01	OTU	5	NoUse
1984	3011	1984	f__CAIKKV01	OTU	5	NoUse
1985	3011	1985	f__CAITUY01	OTU	5	NoUse
1986	3011	1986	f__CAIYGI01	OTU	5	NoUse
1987	3012	1987	f__JAAZAB01	OTU	5	NoUse
1988	3012	1988	f__JACQHI01	OTU	5	NoUse
1989	3012	1989	f__M55B126	OTU	5	NoUse
1990	3012	1990	f__VSJD01	OTU	5	<10
1991	3013	1991	f__JAFGHX01	OTU	5	NoUse
1992	3014	1992	f__Kiritimatiellaceae	OTU	5	NoUse
1993	3014	1993	f__Pontiellaceae	OTU	5	10-100
1994	3015	1994	f__CAACVY01	OTU	5	NoUse
1995	3015	1995	f__PWTM01	OTU	5	NoUse
1996	3016	1996	f__PXCX01	OTU	5	NoUse
1997	3017	1997	f__JAAYLN01	OTU	5	NoUse
1998	3017	1998	f__JAAYNR01	OTU	5	NoUse
1999	3017	1999	f__UBA1067	OTU	5	<10
2000	3017	2000	f__UBA3636	OTU	5	NoUse
2001	3018	2001	f__RZYC01	OTU	5	NoUse
2002	3018	2002	f__RZZM01	OTU	5	NoUse
2003	3019	2003	f__JAHIZV01	OTU	5	NoUse
2004	3019	2004	f__SLAD01	OTU	5	NoUse
2005	3019	2005	f__WLWN01	OTU	5	NoUse
2006	3020	2006	f__SLOV01	OTU	5	NoUse
2007	3021	2007	f__SPBP01	OTU	5	NoUse
2008	3022	2008	f__PXDE01	OTU	5	NoUse
2009	3022	2009	f__UBA6053	OTU	5	<10
2010	3023	2010	f__JABSQK01	OTU	5	NoUse
2011	3024	2011	f__Lentisphaeraceae	OTU	5	NoUse
2012	3025	2012	f__UBA12247	OTU	5	<10
2013	3026	2013	f__UBA2565	OTU	5	NoUse
2014	3027	2014	f__GWF2-38-69	OTU	5	NoUse
2015	3027	2015	f__GWF2-45-14	OTU	5	NoUse
2016	3027	2016	f__GWF2-50-93	OTU	5	NoUse
2017	3027	2017	f__JAADHT01	OTU	5	NoUse
2018	3027	2018	f__SZUA-371	OTU	5	<10
2019	3027	2019	f__UBA1829	OTU	5	<10
2020	3027	2020	f__Victivallaceae	OTU	5	<10
2021	3028	2021	f__Chthoniobacteraceae	OTU	5	<10
2022	3028	2022	f__JAATET01	OTU	5	NoUse
2023	3028	2023	f__JACTMZ01	OTU	5	<10
2024	3028	2024	f__JAFAMB01	OTU	5	NoUse
2025	3028	2025	f__Terrimicrobiaceae	OTU	5	<10
2026	3028	2026	f__UBA10450	OTU	5	10-100
2027	3028	2027	f__UBA6821	OTU	5	10-100
2028	3028	2028	f__Xiphinematobacteraceae	OTU	5	10-100
2029	3029	2029	f__JABWAM01	OTU	5	NoUse
2030	3030	2030	f__GAS474	OTU	5	NoUse
2031	3030	2031	f__JAAUTS01	OTU	5	<10
2032	3030	2032	f__Methylacidiphilaceae	OTU	5	NoUse
2033	3030	2033	f__UBA1321	OTU	5	NoUse
2034	3030	2034	f__UBA3015	OTU	5	NoUse
2035	3031	2035	f__CAG-312	OTU	5	<10
2036	3031	2036	f__CG1-02-43-26	OTU	5	NoUse
2037	3031	2037	f__DSM-45221	OTU	5	10-100
2038	3031	2038	f__GWC2-42-7-A	OTU	5	NoUse
2039	3031	2039	f__JABDGR01	OTU	5	<10
2040	3031	2040	f__JABJCN01	OTU	5	NoUse
2041	3031	2041	f__JABSRG01	OTU	5	NoUse
2042	3031	2042	f__JAFGAQ01	OTU	5	NoUse
2043	3031	2043	f__KCTC-12870	OTU	5	NoUse
2044	3031	2044	f__MB11C04	OTU	5	10-100
2045	3031	2045	f__Opitutaceae	OTU	5	10-100
2046	3031	2046	f__Puniceicoccaceae	OTU	5	<10
2047	3031	2047	f__T3Sed10-336	OTU	5	NoUse
2048	3031	2048	f__UBA12508	OTU	5	NoUse
2049	3031	2049	f__UBA1977	OTU	5	NoUse
2050	3031	2050	f__UBA2987	OTU	5	<10
2051	3031	2051	f__UBA2995	OTU	5	<10
2052	3031	2052	f__UBA3534	OTU	5	NoUse
2053	3031	2053	f__UBA953	OTU	5	<10
2054	3031	2054	f__UBA9783	OTU	5	NoUse
2055	3031	2055	f__Verruco-01	OTU	5	10-100
2056	3032	2056	f__CAIQCK01	OTU	5	NoUse
2057	3032	2057	f__Palsa-1439	OTU	5	<10
2058	3033	2058	f__AAA164-E04	OTU	5	10-100
2059	3033	2059	f__AV2	OTU	5	NoUse
2060	3033	2060	f__BJHT01	OTU	5	NoUse
2061	3033	2061	f__CAIMTB01	OTU	5	<10
2062	3033	2062	f__CAIQOK01	OTU	5	<10
2063	3033	2063	f__CAIYYI01	OTU	5	NoUse
2064	3033	2064	f__DSYF01	OTU	5	NoUse
2065	3033	2065	f__DTKC01	OTU	5	NoUse
2066	3033	2066	f__DTLC01	OTU	5	NoUse
2067	3033	2067	f__DTNQ01	OTU	5	NoUse
2068	3033	2068	f__F1-12-MAGs170	OTU	5	NoUse
2069	3033	2069	f__F1-80-MAGS106	OTU	5	NoUse
2070	3033	2070	f__GCA-2715965	OTU	5	<10
2071	3033	2071	f__J093	OTU	5	NoUse
2072	3033	2072	f__JACDHS01	OTU	5	NoUse
2073	3033	2073	f__JACPZS01	OTU	5	NoUse
2074	3033	2074	f__JACQFS01	OTU	5	NoUse
2075	3033	2075	f__JACRJY01	OTU	5	NoUse
2076	3033	2076	f__JACRJZ01	OTU	5	NoUse
2077	3033	2077	f__JADGRT01	OTU	5	NoUse
2078	3033	2078	f__JADJPG01	OTU	5	NoUse
2079	3033	2079	f__JAFGQR01	OTU	5	NoUse
2080	3033	2080	f__JAFMIX01	OTU	5	NoUse
2081	3033	2081	f__JAHEOI01	OTU	5	NoUse
2082	3033	2082	f__NGM72-4	OTU	5	NoUse
2083	3033	2083	f__PALSA-1396	OTU	5	NoUse
2084	3033	2084	f__Palsa-1400	OTU	5	NoUse
2085	3033	2085	f__Pedosphaeraceae	OTU	5	10-100
2086	3033	2086	f__RI-55	OTU	5	NoUse
2087	3033	2087	f__SIAT01	OTU	5	NoUse
2088	3033	2088	f__SIBE01	OTU	5	NoUse
2089	3033	2089	f__SIBH01	OTU	5	<10
2090	3033	2090	f__SXQI01	OTU	5	NoUse
2091	3033	2091	f__SXTU01	OTU	5	<10
2092	3033	2092	f__UBA1096	OTU	5	10-100
2093	3033	2093	f__UBA1100	OTU	5	<10
2094	3033	2094	f__UBA11320	OTU	5	NoUse
