	parent	node	label	nodeClass	nodeDepth	numGroup
2596	2210	2596	o__UMGS1810	Order	4	NoUse
2597	2210	2597	o__UMGS1840	Order	4	NoUse
2598	2210	2598	o__UMGS1883	Order	4	NoUse
2599	2210	2599	o__WRCU01	Order	4	NoUse
2600	2210	2600	o__WRLR01	Order	4	NoUse
2601	2211	2601	o__Tb-RUG-66	Order	4	NoUse
2602	2212	2602	o__Caldicellulosiruptorales	Order	4	NoUse
2603	2212	2603	o__Thermoanaerobacterales	Order	4	NoUse
2604	2213	2604	o__Koleobacterales	Order	4	NoUse
2605	2213	2605	o__Thermosediminibacterales	Order	4	NoUse
2606	2214	2606	o__Acholeplasmatales	Order	4	<10
2607	2214	2607	o__Alicyclobacillales	Order	4	NoUse
2608	2214	2608	o__Aneurinibacillales	Order	4	<10
2609	2214	2609	o__Bacillales	Order	4	10-100
2610	2214	2610	o__Bacillales_A	Order	4	100-500
2611	2214	2611	o__Bacillales_B	Order	4	10-100
2612	2214	2612	o__Bacillales_C	Order	4	NoUse
2613	2214	2613	o__Bacillales_D	Order	4	10-100
2614	2214	2614	o__Bacillales_E	Order	4	NoUse
2615	2214	2615	o__Bacillales_F	Order	4	NoUse
2616	2214	2616	o__Brevibacillales	Order	4	10-100
2617	2214	2617	o__CAJFEE01	Order	4	NoUse
2618	2214	2618	o__Caldalkalibacillales	Order	4	<10
2619	2214	2619	o__Calditerricolales	Order	4	NoUse
2620	2214	2620	o__Culicoidibacterales	Order	4	NoUse
2621	2214	2621	o__Desulfuribacillales	Order	4	NoUse
2622	2214	2622	o__DSM-16016	Order	4	NoUse
2623	2214	2623	o__DSM-22653	Order	4	NoUse
2624	2214	2624	o__Erysipelotrichales	Order	4	NoUse
2625	2214	2625	o__Exiguobacterales	Order	4	10-100
2626	2214	2626	o__Haloplasmatales_A	Order	4	NoUse
2627	2214	2627	o__Haloplasmatales	Order	4	NoUse
2628	2214	2628	o__Izemoplasmatales	Order	4	<10
2629	2214	2629	o__JACDOE01	Order	4	NoUse
2630	2214	2630	o__JC228	Order	4	NoUse
2631	2214	2631	o__Kyrpidiales	Order	4	NoUse
2632	2214	2632	o__Lactobacillales	Order	4	100-500
2633	2214	2633	o__MAG-NZ	Order	4	NoUse
2634	2214	2634	o__ML615J-28	Order	4	NoUse
2635	2214	2635	o__Paenibacillales	Order	4	10-100
2636	2214	2636	o__RES148	Order	4	NoUse
2637	2214	2637	o__RF39	Order	4	NoUse
2638	2214	2638	o__RFN20	Order	4	<10
2639	2214	2639	o__Rubeoparvulales	Order	4	NoUse
2640	2214	2640	o__Staphylococcales	Order	4	10-100
2641	2214	2641	o__Tepidibacillales	Order	4	NoUse
2642	2214	2642	o__Thermicanales	Order	4	NoUse
2643	2214	2643	o__Tumebacillales	Order	4	NoUse
2644	2215	2644	o__Bu12	Order	4	NoUse
2645	2216	2645	o__AB16	Order	4	NoUse
2646	2217	2646	o__BS150m-G59	Order	4	NoUse
2647	2218	2647	o__JAANXI01	Order	4	NoUse
2648	2219	2648	o__Marinisomatales	Order	4	10-100
2649	2219	2649	o__SCGC-AAA003-L08	Order	4	10-100
2650	2220	2650	o__SORT01	Order	4	NoUse
2651	2221	2651	o__UBA2242	Order	4	NoUse
2652	2222	2652	o__UBA8477	Order	4	10-100
2653	2223	2653	o__B64-G9	Order	4	NoUse
2654	2224	2654	o__Bradymonadales	Order	4	10-100
2655	2224	2655	o__JAFGEP01	Order	4	NoUse
2656	2224	2656	o__REDH01	Order	4	NoUse
2657	2224	2657	o__UBA4248	Order	4	NoUse
2658	2224	2658	o__UBA7976	Order	4	<10
2659	2225	2659	o__JAADFL01	Order	4	NoUse
2660	2226	2660	o__JACPTQ01	Order	4	NoUse
2661	2227	2661	o__JACRCW01	Order	4	NoUse
2662	2228	2662	o__JAFGSX01	Order	4	NoUse
2663	2229	2663	o__Myxococcales	Order	4	10-100
2664	2229	2664	o__SLRQ01	Order	4	NoUse
2665	2230	2665	o__DRWM01	Order	4	NoUse
2666	2230	2666	o__GCA-2747355	Order	4	NoUse
2667	2230	2667	o__Haliangiales	Order	4	10-100
2668	2230	2668	o__HGW-17	Order	4	NoUse
2669	2230	2669	o__JAAYKL01	Order	4	NoUse
2670	2230	2670	o__JACPQR01	Order	4	NoUse
2671	2230	2671	o__JACRCY01	Order	4	NoUse
2672	2230	2672	o__Nannocystales	Order	4	<10
2673	2230	2673	o__Palsa-1104_A	Order	4	NoUse
2674	2230	2674	o__Palsa-1104	Order	4	10-100
2675	2230	2675	o__Polyangiales	Order	4	100-500
2676	2231	2676	o__SpSt-1050	Order	4	NoUse
2677	2232	2677	o__SURF-8	Order	4	<10
2678	2233	2678	o__UBA4151	Order	4	<10
2679	2234	2679	o__UBA6777	Order	4	NoUse
2680	2235	2680	o__UBA727	Order	4	<10
2681	2236	2681	o__CAIXZC01	Order	4	NoUse
2682	2236	2682	o__DTJE01	Order	4	NoUse
2683	2236	2683	o__GCA-2863065	Order	4	NoUse
2684	2236	2684	o__JABWCM01	Order	4	NoUse
2685	2236	2685	o__PHBI01	Order	4	<10
2686	2236	2686	o__PWKZ01	Order	4	NoUse
2687	2236	2687	o__UBA3505	Order	4	NoUse
2688	2236	2688	o__UBA9042	Order	4	<10
2689	2237	2689	o__WYAZ01	Order	4	<10
2690	2238	2690	o__JAEEML01	Order	4	NoUse
2691	2238	2691	o__XYA12-FULL-58-9	Order	4	NoUse
2692	2239	2692	o__B129-G9	Order	4	NoUse
2693	2240	2693	o__B143-G9	Order	4	NoUse
2694	2241	2694	o__B15-G4	Order	4	<10
2695	2242	2695	o__Brocadiales	Order	4	<10
2696	2242	2696	o__CAIUPP01	Order	4	<10
2697	2242	2697	o__JAADGH01	Order	4	NoUse
2698	2242	2698	o__SM23-32	Order	4	NoUse
2699	2243	2699	o__DG-23	Order	4	NoUse
2700	2243	2700	o__SLPQ01	Order	4	NoUse
2701	2244	2701	o__DTLF01	Order	4	NoUse
2702	2245	2702	o__E44-bin39	Order	4	NoUse
2703	2246	2703	o__GCA-002687715	Order	4	<10
2704	2247	2704	o__J058	Order	4	NoUse
2705	2247	2705	o__J103	Order	4	NoUse
2706	2248	2706	o__J132	Order	4	NoUse
2707	2248	2707	o__SRT547	Order	4	NoUse
2708	2249	2708	o__JACOTG01	Order	4	NoUse
2709	2250	2709	o__JACQVV01	Order	4	NoUse
2710	2251	2710	o__JACQVX01	Order	4	NoUse
2711	2252	2711	o__JAFGQW01	Order	4	NoUse
2712	2253	2712	o__DSWA01	Order	4	NoUse
2713	2253	2713	o__JACQXL01	Order	4	NoUse
2714	2253	2714	o__MHYJ01	Order	4	NoUse
2715	2253	2715	o__WSZJ01	Order	4	<10
2716	2254	2716	o__FEN-1346	Order	4	NoUse
2717	2254	2717	o__JAACET01	Order	4	NoUse
2718	2254	2718	o__JAAYCJ01	Order	4	NoUse
2719	2254	2719	o__Phycisphaerales	Order	4	100-500
2720	2254	2720	o__Sedimentisphaerales	Order	4	10-100
2721	2254	2721	o__SM23-33	Order	4	<10
2722	2254	2722	o__Tepidisphaerales	Order	4	NoUse
2723	2254	2723	o__UBA1845	Order	4	10-100
2724	2254	2724	o__WQYP01	Order	4	NoUse
2725	2255	2725	o__PLA2	Order	4	<10
2726	2256	2726	o__Gemmatales	Order	4	100-500
2727	2256	2727	o__Isosphaerales	Order	4	10-100
2728	2256	2728	o__Pan216	Order	4	NoUse
2729	2256	2729	o__Pirellulales	Order	4	100-500
2730	2256	2730	o__Planctomycetales	Order	4	100-500
2731	2257	2731	o__DSUN01	Order	4	NoUse
2732	2257	2732	o__JABMSA01	Order	4	<10
2733	2257	2733	o__JACPCR01	Order	4	NoUse
2734	2257	2734	o__PUPC01	Order	4	NoUse
2735	2258	2735	o__SBBH01	Order	4	NoUse
2736	2259	2736	o__H5-PLA8	Order	4	NoUse
2737	2259	2737	o__JAFGGJ01	Order	4	NoUse
2738	2259	2738	o__SZUA-567	Order	4	NoUse
2739	2260	2739	o__GCA-2746535	Order	4	NoUse
2740	2260	2740	o__JADGBV01	Order	4	NoUse
2741	2260	2741	o__UBA11346	Order	4	NoUse
2742	2261	2742	o__UBA1135	Order	4	10-100
2743	2261	2743	o__UBA2386	Order	4	10-100
2744	2262	2744	o__UBA1146	Order	4	<10
2745	2262	2745	o__UBA8108	Order	4	10-100
2746	2262	2746	o__UBA8890	Order	4	NoUse
2747	2263	2747	o__JACQVU01	Order	4	NoUse
2748	2263	2748	o__SKZP01	Order	4	NoUse
2749	2263	2749	o__UBA2392	Order	4	<10
2750	2264	2750	o__16-39-46	Order	4	<10
2751	2264	2751	o__43-37	Order	4	NoUse
2752	2264	2752	o__Acetobacterales	Order	4	10-100
2753	2264	2753	o__ATCC43930	Order	4	10-100
2754	2264	2754	o__Azospirillales	Order	4	10-100
2755	2264	2755	o__Bin65	Order	4	NoUse
2756	2264	2756	o__Bin95	Order	4	<10
2757	2264	2757	o__Bin98	Order	4	NoUse
2758	2264	2758	o__BOG-932	Order	4	NoUse
2759	2264	2759	o__CACIAM-22H2	Order	4	<10
2760	2264	2760	o__CADEGL01	Order	4	NoUse
2761	2264	2761	o__Caedimonadales	Order	4	<10
2762	2264	2762	o__CAISDR01	Order	4	NoUse
2763	2264	2763	o__CAISOG01	Order	4	NoUse
2764	2264	2764	o__CAIVPW01	Order	4	NoUse
2765	2264	2765	o__Caulobacterales	Order	4	100-500
2766	2264	2766	o__Dongiales	Order	4	NoUse
2767	2264	2767	o__DSM-16000	Order	4	NoUse
2768	2264	2768	o__Elsterales	Order	4	NoUse
2769	2264	2769	o__Ferrovibrionales	Order	4	<10
2770	2264	2770	o__GCA-002720895	Order	4	10-100
2771	2264	2771	o__GCA-016699305	Order	4	NoUse
2772	2264	2772	o__GCA-2701885	Order	4	<10
2773	2264	2773	o__GCA-2721365	Order	4	NoUse
2774	2264	2774	o__GCA-2731375	Order	4	10-100
2775	2264	2775	o__GCA-2746255	Order	4	<10
2776	2264	2776	o__Geminicoccales	Order	4	NoUse
2777	2264	2777	o__GM7ARS4	Order	4	NoUse
2778	2264	2778	o__HIMB59	Order	4	100-500
2779	2264	2779	o__Holosporales	Order	4	NoUse
2780	2264	2780	o__JAAXGF01	Order	4	NoUse
2781	2264	2781	o__JABSOH01	Order	4	NoUse
2782	2264	2782	o__JACAEB01	Order	4	NoUse
2783	2264	2783	o__JACQOE01	Order	4	NoUse
2784	2264	2784	o__JAEUKQ01	Order	4	NoUse
2785	2264	2785	o__JAEULC01	Order	4	NoUse
2786	2264	2786	o__JAEULF01	Order	4	NoUse
2787	2264	2787	o__JAGPBS01	Order	4	NoUse
2788	2264	2788	o__Kiloniellales	Order	4	10-100
2789	2264	2789	o__MC1	Order	4	NoUse
2790	2264	2790	o__Micavibrionales	Order	4	100-500
2791	2264	2791	o__Micropepsales	Order	4	10-100
2792	2264	2792	o__Minwuiales	Order	4	10-100
2793	2264	2793	o__MPNO01	Order	4	10-100
2794	2264	2794	o__Oceanibaculales	Order	4	NoUse
2795	2264	2795	o__Paracaedibacterales	Order	4	<10
2796	2264	2796	o__Parvibaculales	Order	4	10-100
2797	2264	2797	o__Pelagibacterales	Order	4	500-1000
2798	2264	2798	o__Puniceispirillales	Order	4	10-100
2799	2264	2799	o__Reyranellales	Order	4	10-100
2800	2264	2800	o__RF32	Order	4	NoUse
2801	2264	2801	o__Rhizobiales	Order	4	100-500
2802	2264	2802	o__Rhizobiales_A	Order	4	10-100
2803	2264	2803	o__Rhizobiales_B	Order	4	10-100
2804	2264	2804	o__Rhodobacterales	Order	4	>1000
2805	2264	2805	o__Rhodospirillales	Order	4	100-500
2806	2264	2806	o__Rickettsiales	Order	4	10-100
2807	2264	2807	o__Rs-D84	Order	4	<10
2808	2264	2808	o__RUG11792	Order	4	NoUse
2809	2264	2809	o__SHNJ01	Order	4	NoUse
2810	2264	2810	o__SHVP01	Order	4	NoUse
2811	2264	2811	o__SHVR01	Order	4	NoUse
2812	2264	2812	o__SHVT01	Order	4	NoUse
2813	2264	2813	o__SHVV01	Order	4	NoUse
2814	2264	2814	o__SHVW01	Order	4	NoUse
2815	2264	2815	o__SHVZ01	Order	4	NoUse
2816	2264	2816	o__SHWA01	Order	4	NoUse
2817	2264	2817	o__SMXP01	Order	4	<10
2818	2264	2818	o__SMXQ01	Order	4	<10
2819	2264	2819	o__SMXS01	Order	4	10-100
2820	2264	2820	o__Sneathiellales	Order	4	10-100
2821	2264	2821	o__SP197	Order	4	<10
2822	2264	2822	o__Sphingomonadales	Order	4	100-500
2823	2264	2823	o__SPJN01	Order	4	NoUse
2824	2264	2824	o__Thalassobaculales	Order	4	10-100
2825	2264	2825	o__Tistrellales	Order	4	10-100
2826	2264	2826	o__TMED109	Order	4	<10
2827	2264	2827	o__TMED127	Order	4	10-100
2828	2264	2828	o__TMED2	Order	4	NoUse
2829	2264	2829	o__UBA11073	Order	4	NoUse
2830	2264	2830	o__UBA11136	Order	4	10-100
2831	2264	2831	o__UBA11222	Order	4	<10
2832	2264	2832	o__UBA1247	Order	4	NoUse
2833	2264	2833	o__UBA1280	Order	4	<10
2834	2264	2834	o__UBA2400	Order	4	<10
2835	2264	2835	o__UBA2562	Order	4	NoUse
2836	2264	2836	o__UBA2966	Order	4	<10
2837	2264	2837	o__UBA3830	Order	4	NoUse
2838	2264	2838	o__UBA6184	Order	4	<10
2839	2264	2839	o__UBA6615	Order	4	10-100
2840	2264	2840	o__UBA7879	Order	4	<10
2841	2264	2841	o__UBA7887	Order	4	<10
2842	2264	2842	o__UBA7985	Order	4	NoUse
2843	2264	2843	o__UBA828	Order	4	10-100
2844	2264	2844	o__UBA8317	Order	4	NoUse
2845	2264	2845	o__UBA8366	Order	4	10-100
2846	2264	2846	o__UBA8558	Order	4	<10
2847	2264	2847	o__UBA9219	Order	4	NoUse
2848	2264	2848	o__UBA9655	Order	4	NoUse
2849	2264	2849	o__VGDZ01	Order	4	NoUse
2850	2264	2850	o__VXPW01	Order	4	NoUse
2851	2264	2851	o__WRAU01	Order	4	NoUse
2852	2264	2852	o__Zavarziniales	Order	4	NoUse
2853	2265	2853	o__21-64-14	Order	4	NoUse
2854	2265	2854	o__Acidiferrobacterales	Order	4	<10
2855	2265	2855	o__Acidithiobacillales	Order	4	<10
2856	2265	2856	o__AKS1	Order	4	NoUse
2857	2265	2857	o__AqS2	Order	4	NoUse
2858	2265	2858	o__AqS3	Order	4	NoUse
2859	2265	2859	o__Arenicellales	Order	4	100-500
2860	2265	2860	o__Beggiatoales	Order	4	<10
2861	2265	2861	o__Berkiellales	Order	4	<10
2862	2265	2862	o__BM003	Order	4	NoUse
2863	2265	2863	o__Burkholderiales	Order	4	>1000
2864	2265	2864	o__CACEW01	Order	4	<10
2865	2265	2865	o__CACJXQ01	Order	4	<10
2866	2265	2866	o__CAIQBE01	Order	4	<10
2867	2265	2867	o__CAIRSR01	Order	4	NoUse
2868	2265	2868	o__CAISUE01	Order	4	<10
2869	2265	2869	o__CAJQNE01	Order	4	NoUse
2870	2265	2870	o__Cardiobacteriales	Order	4	<10
2871	2265	2871	o__Chromatiales	Order	4	<10
2872	2265	2872	o__Competibacterales	Order	4	NoUse
2873	2265	2873	o__Coxiellales	Order	4	10-100
2874	2265	2874	o__Diplorickettsiales	Order	4	<10
2875	2265	2875	o__DRJJ01	Order	4	NoUse
2876	2265	2876	o__DRLM01	Order	4	NoUse
2877	2265	2877	o__DRMK01	Order	4	NoUse
2878	2265	2878	o__DSM-100275	Order	4	NoUse
2879	2265	2879	o__DSM-16500	Order	4	10-100
2880	2265	2880	o__DSM-19610	Order	4	NoUse
2881	2265	2881	o__DSM-26407	Order	4	NoUse
2882	2265	2882	o__DTRM01	Order	4	NoUse
2883	2265	2883	o__Ectothiorhodospirales	Order	4	NoUse
2884	2265	2884	o__Enterobacterales_A	Order	4	NoUse
2885	2265	2885	o__Enterobacterales	Order	4	>1000
2886	2265	2886	o__Evansiales	Order	4	NoUse
2887	2265	2887	o__Francisellales	Order	4	<10
2888	2265	2888	o__Ga0077536_A	Order	4	<10
2889	2265	2889	o__Ga0077536	Order	4	10-100
2890	2265	2890	o__Ga0077554	Order	4	NoUse
2891	2265	2891	o__GCA-001735895	Order	4	10-100
2892	2265	2892	o__GCA-002705445	Order	4	<10
2893	2265	2893	o__GCA-013348725	Order	4	NoUse
2894	2265	2894	o__GCA-2400775	Order	4	NoUse
2895	2265	2895	o__GCA-2729495	Order	4	10-100
2896	2265	2896	o__GCF-002020875	Order	4	10-100
2897	2265	2897	o__GCF-013343005	Order	4	NoUse
2898	2265	2898	o__Granulosicoccales	Order	4	<10
2899	2265	2899	o__Halothiobacillales	Order	4	NoUse
2900	2265	2900	o__HK1	Order	4	NoUse
2901	2265	2901	o__HP12	Order	4	NoUse
2902	2265	2902	o__HTCC5015	Order	4	<10
2903	2265	2903	o__Immundisolibacterales	Order	4	<10
2904	2265	2904	o__J025	Order	4	NoUse
2905	2265	2905	o__J044	Order	4	NoUse
2906	2265	2906	o__J048	Order	4	NoUse
2907	2265	2907	o__J113	Order	4	NoUse
2908	2265	2908	o__JAABTG01	Order	4	NoUse
2909	2265	2909	o__JAADGQ01	Order	4	NoUse
2910	2265	2910	o__JAADHQ01	Order	4	NoUse
2911	2265	2911	o__JAADHS01	Order	4	NoUse
2912	2265	2912	o__JAADJB01	Order	4	NoUse
2913	2265	2913	o__JAAOII01	Order	4	NoUse
2914	2265	2914	o__JABABF01	Order	4	NoUse
2915	2265	2915	o__JABCZS01	Order	4	NoUse
2916	2265	2916	o__JABDGN01	Order	4	<10
2917	2265	2917	o__JABDLF01	Order	4	NoUse
2918	2265	2918	o__JABDMI01	Order	4	NoUse
2919	2265	2919	o__JABHGC01	Order	4	NoUse
2920	2265	2920	o__JABURT01	Order	4	NoUse
2921	2265	2921	o__JABXHR01	Order	4	NoUse
2922	2265	2922	o__JACCXJ01	Order	4	10-100
2923	2265	2923	o__JACCYU01	Order	4	NoUse
2924	2265	2924	o__JACDCP01	Order	4	NoUse
2925	2265	2925	o__JACQPQ01	Order	4	NoUse
2926	2265	2926	o__JACREF01	Order	4	NoUse
2927	2265	2927	o__JADJWH01	Order	4	NoUse
2928	2265	2928	o__JAFEDO01	Order	4	NoUse
2929	2265	2929	o__JAGOUN01	Order	4	NoUse
2930	2265	2930	o__JAGOUU01	Order	4	NoUse
2931	2265	2931	o__JAHJQQ01	Order	4	NoUse
2932	2265	2932	o__Legionellales_A	Order	4	NoUse
2933	2265	2933	o__Legionellales	Order	4	10-100
2934	2265	2934	o__LLD-282	Order	4	10-100
2935	2265	2935	o__M30B25	Order	4	NoUse
2936	2265	2936	o__Methylococcales	Order	4	100-500
2937	2265	2937	o__MnTg04	Order	4	NoUse
2938	2265	2938	o__Nevskiales	Order	4	100-500
2939	2265	2939	o__Nitrococcales	Order	4	<10
2940	2265	2940	o__Nitrosococcales	Order	4	100-500
2941	2265	2941	o__Piscirickettsiales	Order	4	NoUse
2942	2265	2942	o__PIVX01	Order	4	NoUse
2943	2265	2943	o__PIWD01	Order	4	NoUse
2944	2265	2944	o__Porisulfidales	Order	4	NoUse
2945	2265	2945	o__PS1	Order	4	<10
2946	2265	2946	o__Pseudomonadales	Order	4	>1000
2947	2265	2947	o__PWYM01	Order	4	NoUse
2948	2265	2948	o__QNFE01	Order	4	<10
2949	2265	2949	o__QNFN01	Order	4	NoUse
2950	2265	2950	o__QQUJ01	Order	4	NoUse
2951	2265	2951	o__QZLD01	Order	4	NoUse
2952	2265	2952	o__RBG-16-57-12	Order	4	NoUse
2953	2265	2953	o__REEB76	Order	4	NoUse
2954	2265	2954	o__RI-283	Order	4	NoUse
2955	2265	2955	o__RKRP01	Order	4	NoUse
2956	2265	2956	o__S140-43	Order	4	NoUse
2957	2265	2957	o__S141-70	Order	4	NoUse
2958	2265	2958	o__S144-34	Order	4	NoUse
2959	2265	2959	o__SAR86	Order	4	10-100
2960	2265	2960	o__SG8-11	Order	4	NoUse
2961	2265	2961	o__SKWO01	Order	4	NoUse
2962	2265	2962	o__SLND01	Order	4	<10
2963	2265	2963	o__SMWH01	Order	4	NoUse
2964	2265	2964	o__SpSt-1174	Order	4	NoUse
2965	2265	2965	o__Steroidobacterales	Order	4	10-100
2966	2265	2966	o__SURF-13	Order	4	NoUse
2967	2265	2967	o__SZUA-140	Order	4	<10
2968	2265	2968	o__SZUA-146	Order	4	NoUse
2969	2265	2969	o__SZUA-152	Order	4	NoUse
2970	2265	2970	o__SZUA-21	Order	4	NoUse
2971	2265	2971	o__SZUA-229	Order	4	NoUse
2972	2265	2972	o__SZUA-76	Order	4	NoUse
2973	2265	2973	o__Tenderiales	Order	4	NoUse
2974	2265	2974	o__Thiohalobacterales	Order	4	<10
2975	2265	2975	o__Thiohalomonadales	Order	4	<10
2976	2265	2976	o__Thiohalorhabdales	Order	4	NoUse
2977	2265	2977	o__Thiohalospirales	Order	4	NoUse
2978	2265	2978	o__Thiomicrospirales	Order	4	<10
2979	2265	2979	o__Thiotrichales	Order	4	NoUse
2980	2265	2980	o__UBA1113	Order	4	10-100
2981	2265	2981	o__UBA11654	Order	4	10-100
2982	2265	2982	o__UBA12402	Order	4	<10
2983	2265	2983	o__UBA2770	Order	4	<10
2984	2265	2984	o__UBA4486	Order	4	10-100
2985	2265	2985	o__UBA4575	Order	4	<10
2986	2265	2986	o__UBA5335	Order	4	<10
2987	2265	2987	o__UBA5859	Order	4	NoUse
2988	2265	2988	o__UBA6002	Order	4	NoUse
2989	2265	2989	o__UBA6186	Order	4	<10
2990	2265	2990	o__UBA6429	Order	4	NoUse
2991	2265	2991	o__UBA6522	Order	4	10-100
2992	2265	2992	o__UBA6729	Order	4	NoUse
2993	2265	2993	o__UBA6915	Order	4	NoUse
2994	2265	2994	o__UBA7366	Order	4	<10
2995	2265	2995	o__UBA7916	Order	4	<10
2996	2265	2996	o__UBA7966	Order	4	NoUse
2997	2265	2997	o__UBA9214	Order	4	NoUse
2998	2265	2998	o__UBA9339	Order	4	10-100
2999	2265	2999	o__UWMA-0217	Order	4	NoUse
3000	2265	3000	o__VBWC01	Order	4	NoUse
3001	2265	3001	o__WFUO01	Order	4	NoUse
3002	2265	3002	o__WLWR01	Order	4	NoUse
3003	2265	3003	o__Woeseiales	Order	4	10-100
3004	2265	3004	o__Xanthomonadales	Order	4	100-500
3005	2265	3005	o__XJ16	Order	4	<10
3006	2265	3006	o__XN24	Order	4	NoUse
3007	2266	3007	o__Magnetococcales	Order	4	NoUse
3008	2267	3008	o__CG1-02-64-396	Order	4	<10
3009	2267	3009	o__Mariprofundales	Order	4	<10
3010	2268	3010	o__B70-G9	Order	4	NoUse
3011	2268	3011	o__CAIKKV01	Order	4	NoUse
3012	2268	3012	o__JAAZAB01	Order	4	<10
3013	2268	3013	o__JAFGHX01	Order	4	NoUse
3014	2268	3014	o__Kiritimatiellales	Order	4	10-100
3015	2268	3015	o__PWTM01	Order	4	NoUse
3016	2268	3016	o__PXCX01	Order	4	NoUse
3017	2268	3017	o__RFP12	Order	4	<10
3018	2268	3018	o__RZYC01	Order	4	NoUse
3019	2268	3019	o__SLAD01	Order	4	NoUse
3020	2268	3020	o__SLOV01	Order	4	NoUse
3021	2268	3021	o__SPBP01	Order	4	NoUse
3022	2268	3022	o__SS1-B-03-39	Order	4	<10
3023	2269	3023	o__JABSQK01	Order	4	10-100
3024	2269	3024	o__Lentisphaerales	Order	4	<10
3025	2269	3025	o__UBA12247	Order	4	NoUse
3026	2269	3026	o__UBA2565	Order	4	NoUse
3027	2269	3027	o__Victivallales	Order	4	10-100
3028	2270	3028	o__Chthoniobacterales	Order	4	10-100
3029	2270	3029	o__JABWAM01	Order	4	NoUse
3030	2270	3030	o__Methylacidiphilales	Order	4	<10
3031	2270	3031	o__Opitutales	Order	4	100-500
3032	2270	3032	o__Palsa-1439	Order	4	<10
3033	2270	3033	o__Pedosphaerales	Order	4	100-500
3034	2270	3034	o__Verrucomicrobiales	Order	4	100-500
