ID	GID	level	Counts	Total	Prevalence	Group
0	gcc_3	Marine:p__Cyanobacteria	462	4214	0.10963455149501661	Marine
1	gcc_3	Marine:p__Proteobacteria	1687	4214	0.4003322259136213	Marine
2	gcc_3	Marine:p__Bacteroidota	68	4214	0.01613668723303275	Marine
3	gcc_3	Marine:Others	130	4214	0.030849549121974372	Marine
4	gcc_3	Marine:p__Planctomycetota	69	4214	0.016373991457047935	Marine
5	gcc_3	Marine:p__Verrucomicrobiota	24	4214	0.005695301376364499	Marine
6	gcc_3	Marine:p__Chloroflexota	10	4214	0.0023730422401518746	Marine
7	gcc_3	Marine:p__Actinobacteriota	20	4214	0.004746084480303749	Marine
8	gcc_3	Marine:p__Marinisomatota	1	4214	0.00023730422401518748	Marine
9	gcc_3	Freshwater:p__Proteobacteria	244	4214	0.05790223065970574	Freshwater
10	gcc_3	Freshwater:p__Bacteroidota	168	4214	0.03986710963455149	Freshwater
11	gcc_3	Freshwater:p__Verrucomicrobiota	19	4214	0.004508780256288562	Freshwater
12	gcc_3	Freshwater:Others	220	4214	0.052206929283341245	Freshwater
13	gcc_3	Freshwater:p__Actinobacteriota	10	4214	0.0023730422401518746	Freshwater
14	gcc_3	Freshwater:p__Planctomycetota	19	4214	0.004508780256288562	Freshwater
15	gcc_3	Freshwater:p__Chloroflexota	6	4214	0.0014238253440911248	Freshwater
16	gcc_3	Terrestrial:p__Proteobacteria	514	4214	0.12197437114380635	Terrestrial
17	gcc_3	Terrestrial:p__Firmicutes	124	4214	0.029425723777883245	Terrestrial
18	gcc_3	Terrestrial:p__Bacteroidota	123	4214	0.02918841955386806	Terrestrial
19	gcc_3	Terrestrial:Others	234	4214	0.05552918841955387	Terrestrial
20	gcc_3	Terrestrial:p__Actinobacteriota	38	4214	0.009017560512577124	Terrestrial
21	gcc_3	Terrestrial:p__Firmicutes_A	24	4214	0.005695301376364499	Terrestrial
22	gcc_29	Marine:p__Cyanobacteria	771	9732	0.07922318125770654	Marine
23	gcc_29	Marine:Others	228	9732	0.02342786683107275	Marine
24	gcc_29	Marine:p__Proteobacteria	2425	9732	0.24917796958487465	Marine
25	gcc_29	Marine:p__Planctomycetota	331	9732	0.03401150842581176	Marine
26	gcc_29	Marine:p__Chloroflexota	488	9732	0.05014385532264694	Marine
27	gcc_29	Marine:p__Actinobacteriota	169	9732	0.017365392519523223	Marine
28	gcc_29	Marine:p__Bacteroidota	1744	9732	0.1792026304973284	Marine
29	gcc_29	Marine:p__Verrucomicrobiota	266	9732	0.027332511302918208	Marine
30	gcc_29	Marine:p__Marinisomatota	113	9732	0.011611179613645705	Marine
31	gcc_29	Freshwater:p__Proteobacteria	300	9732	0.030826140567200986	Freshwater
