ID	GID	level	Counts	Total	Prevalence	Group
324	gcf_122	Terrestrial	1	1	1.0	Terrestrial
325	gcf_96	Terrestrial	1	2	0.5	Terrestrial
326	gcf_96	Marine	1	2	0.5	Marine
327	gcf_111	Terrestrial	1	1	1.0	Terrestrial
328	gcf_148	Terrestrial	1	1	1.0	Terrestrial
329	gcf_108	Terrestrial	1	1	1.0	Terrestrial
330	gcf_52	Marine	2	2	1.0	Marine
331	gcf_38	Marine	2	2	1.0	Marine
332	gcf_126	Marine	4	4	1.0	Marine
333	gcf_56	Marine	2	2	1.0	Marine
334	gcf_176	Marine	4	4	1.0	Marine
335	gcf_50	Marine	2	2	1.0	Marine
336	gcf_105	Marine	1	1	1.0	Marine
337	gcf_27	Marine	2	2	1.0	Marine
338	gcf_93	Marine	4	4	1.0	Marine
339	gcf_113	Marine	3	3	1.0	Marine
340	gcf_51	Marine	7	7	1.0	Marine
341	gcf_130	Marine	2	2	1.0	Marine
342	gcf_120	Marine	1	1	1.0	Marine
343	gcf_72	Marine	1	1	1.0	Marine
344	gcf_84	Marine	4	4	1.0	Marine
345	gcf_107	Marine	1	1	1.0	Marine
346	gcf_90	Marine	1	1	1.0	Marine
347	gcf_100	Marine	1	1	1.0	Marine
348	gcf_23	Marine	2	2	1.0	Marine
349	gcf_134	Marine	1	1	1.0	Marine
350	gcf_166	Marine	1	1	1.0	Marine
351	gcf_95	Marine	1	1	1.0	Marine
