OTUcluster	Others	RiPPs	Terpene	PKS	NRPS
GC_380	4.0	1.0	1.0	1.0	0.0
GC_381	1.0	1.0	1.0	0.0	0.0
GC_382	3.0	0.0	0.0	3.0	1.0
GC_383	3.7857142857142856	0.0	0.5714285714285714	0.21428571428571427	0.07142857142857142
GC_384	2.0	0.0	1.0	0.0	0.0
GC_385	5.0	2.0	0.0	5.0	2.0
GC_386	3.0	1.0	0.0	0.0	0.5
GC_387	2.0	0.0	0.0	0.0	0.0
GC_388	0.0	1.0	0.0	0.0	0.0
GC_389	0.0	1.0	0.0	1.0	1.0
GC_39	1.4	0.0	1.0	0.4	2.4
GC_390	3.5	0.0	1.0	0.0	0.0
GC_391	1.0	1.0	0.0	2.0	0.0
GC_392	0.9642857142857144	0.0	0.0	0.0	0.0
GC_393	3.0	1.0	1.0	1.0	0.0
GC_394	0.0	1.0	0.0	0.0	0.0
GC_395	1.0	0.0	0.0	0.0	1.0
GC_396	3.0	1.0	1.0	1.0	1.0
GC_397	3.5	1.0	0.0	0.0	0.0
GC_398	1.5	1.0	0.5	0.5	0.0
GC_399	0.625	2.5	0.8333333333333333	1.958333333333333	0.5416666666666666
GC_4	1.2222222222222223	0.9444444444444444	0.1111111111111111	0.0	0.0
GC_40	1.2	0.2	1.4	2.4000000000000004	1.4
GC_400	0.0	5.0	1.0	4.0	1.3333333333333333
GC_401	0.2962962962962963	2.3888888888888893	0.1111111111111111	0.16666666666666666	1.3888888888888893
GC_402	4.0	0.0	1.0	0.0	1.0
GC_403	2.2333333333333334	1.4416666666666669	0.0	0.0	1.2
GC_404	2.5	0.0	0.0	0.0	1.0
GC_405	0.0	1.8571428571428572	1.0	0.0	0.0
GC_406	2.7555555555555555	0.0	0.0	0.7055555555555556	0.0
GC_407	6.0	2.0	0.0	0.0	1.0
GC_408	0.0	3.0	0.0	0.0	0.0
GC_409	2.0	0.0	0.0	0.0	0.0
GC_41	1.6666666666666665	0.0	0.5	0.0	1.1666666666666667
GC_410	3.0	0.0	1.0	1.0	0.0
GC_411	5.0	1.0	0.0	0.0	0.0
GC_412	1.0	1.0	0.0	1.0	0.0
GC_413	0.15873015873015872	0.5714285714285714	1.5634920634920633	0.24603174603174605	1.6706349206349205
GC_414	0.3333333333333333	0.0	1.0	3.0	0.3333333333333333
GC_415	2.0	2.0	0.0	1.0	0.0
GC_416	3.5	1.0	0.0	1.0	3.5
GC_417	2.0	1.0	0.0	0.0	0.0
GC_418	4.0	0.0	1.0	0.0	1.0
GC_419	1.6823529411764702	1.0647058823529412	1.7647058823529411	0.1176470588235294	0.1411764705882353
GC_42	2.10625	1.15625	1.975	1.40625	0.40625
GC_420	2.222222222222222	1.642857142857143	0.5	0.0	0.08333333333333333
GC_421	3.0	0.0	0.0	1.0	2.0
GC_422	1.0	0.0	0.0	1.25	0.0
GC_423	3.0	1.0	1.0	1.0	0.0
GC_424	1.0	1.0	0.0	0.5	1.0
GC_425	1.0	0.0	1.0	2.0	1.0
GC_426	1.0	0.0	0.0	1.0	1.0
GC_427	3.0	0.0	0.0	0.0	2.0
GC_428	2.5	1.5	1.0	1.5	1.0
GC_429	2.0	0.0	0.0	1.0	0.0
GC_43	3.0	1.2	1.015384615384615	0.05	1.0
GC_430	5.0	3.5	1.0	2.0	0.0
GC_431	3.0	0.0	0.0	0.0	1.0
GC_432	2.0	0.5	0.0	2.0	1.0
GC_433	3.0	0.0	0.5	0.0	2.5
GC_434	1.5	0.0	1.5	1.0	0.0
GC_435	2.0	2.0	0.0	1.0	1.0
GC_436	0.2777777777777778	1.4047619047619049	0.047619047619047616	0.047619047619047616	1.2671957671957672
GC_437	1.0	0.0	0.0	1.5	1.5
GC_438	0.5	2.0	1.5	0.0	0.0
GC_439	5.0	0.0	0.0	0.0	0.0
GC_44	1.4358974358974357	1.3076923076923077	1.1538461538461535	0.15384615384615385	0.07692307692307693
GC_440	3.5	0.0	1.0	0.0	0.5
GC_441	2.1666666666666665	0.25	0.0	0.08333333333333333	0.08333333333333333
GC_442	4.342105263157895	0.5526315789473684	0.0	0.0	2.31578947368421
GC_443	3.0	2.0	0.0	2.0	1.0
GC_444	5.0	2.0	0.0	0.0	1.0
GC_445	1.0	2.0	0.0	3.0	2.0
GC_446	2.0	1.0	0.0	1.0	0.0
GC_447	1.0	2.0	1.0	1.0	1.0
GC_448	1.0	2.875	0.1875	0.4375	2.5625
GC_449	3.666666666666666	0.3333333333333333	0.0	0.6666666666666666	2.0
GC_45	2.3636363636363638	0.31818181818181823	0.5454545454545454	0.0	1.0909090909090908
GC_450	0.3333333333333333	1.6666666666666667	0.3333333333333333	0.0	1.6666666666666667
GC_451	1.0	0.0	0.0	0.0	1.0
GC_452	1.6666666666666665	0.0	1.0	2.5	1.6666666666666665
GC_453	2.0	0.0	0.0	0.0	1.0
GC_454	1.0	1.0	1.0	0.0	0.0
GC_455	1.0	1.0	0.0	1.0	0.0
GC_456	2.1111111111111107	0.0	0.0	1.0	0.2222222222222222
GC_457	4.0	2.0	1.0	1.0	0.0
GC_458	4.0	1.0	0.0	0.0	1.0
GC_459	3.0	1.0	1.0	1.0	0.0
GC_46	1.0	1.0	0.5	0.0	0.0
GC_460	1.0	2.0	1.0	0.0	0.0
GC_461	1.0	0.0	0.0	1.0	1.0
GC_462	1.5	2.25	1.2767857142857144	1.25	1.8125
GC_463	4.0	1.0	1.0	0.0	0.0
GC_464	2.0	1.0	1.0	0.0	1.0
GC_465	0.0	2.0	0.0	0.5	1.0
GC_466	4.277777777777779	1.1666666666666667	0.0	0.0	0.3333333333333333
GC_467	2.0	3.0	1.0	1.0	0.0
GC_468	2.333333333333333	3.4166666666666665	1.0	2.5	2.166666666666666
GC_469	3.0	1.0	0.0	3.0	2.0
GC_47	1.5	1.0	0.0	0.0	0.0
GC_470	1.0	0.0	1.0	0.0	0.0
GC_471	4.0	0.0	1.0	1.0	2.5
GC_472	2.181818181818182	1.3636363636363638	0.0	0.0	0.0
GC_473	6.0	1.0	0.0	0.0	0.0
GC_474	2.833333333333333	1.1666666666666663	0.0	0.0	0.0
GC_475	1.5	0.5	0.8333333333333333	1.0	1.5
GC_476	3.0	3.0	1.0	0.0	0.0
GC_477	1.9375	1.0	0.0	0.25	1.4375
GC_478	1.1666666666666667	0.0	1.3333333333333333	1.0	0.0
GC_479	2.0	3.0	1.0	0.0	0.0
GC_48	3.333333333333333	1.3333333333333335	0.0	1.0	1.0
GC_480	1.0	1.0	0.0	1.0	0.0
GC_481	3.333333333333333	0.0	1.0	0.3333333333333333	0.3333333333333333
GC_482	0.5	0.5	0.0	0.0	0.0
GC_483	2.0	1.0	0.0	1.0	0.0
GC_484	2.0	3.0	2.0	2.0	3.0
GC_485	1.1666666666666667	1.095238095238095	0.0	0.0	0.9761904761904763
GC_486	0.5	2.0	0.0	1.3	1.0
GC_487	1.0	1.0	0.0	1.0	1.0
GC_488	5.636363636363637	0.13636363636363638	0.0	0.0	1.0909090909090908
GC_489	5.0	0.0	0.0	0.0	0.0
GC_49	3.75	1.25	1.25	0.25	0.25
GC_490	4.0	0.0	1.0	0.0	0.0
GC_491	3.0	5.0	0.0	0.0	1.0
GC_492	6.5	0.5	0.0	0.5	0.0
GC_493	0.0	2.0	0.0	0.0	0.0
GC_494	1.0	3.0	0.0	1.0	1.0
GC_495	3.0	3.0	1.0	1.0	1.0
GC_496	2.0	0.0	0.0	0.0	1.3333333333333333
GC_497	1.7384615384615385	0.0	0.0	0.8923076923076922	0.06666666666666668
GC_498	1.0	2.0	0.0	0.0	1.0
GC_499	2.0	1.0	0.0	0.0	0.0
GC_5	3.4460784313725488	1.081699346405229	0.19117647058823528	1.031045751633987	1.2009803921568627
GC_50	1.0	1.0	0.5	0.0	0.0
GC_500	2.0	1.0	0.0	0.0	1.0
GC_501	1.0	1.0	1.0	0.0	0.0
GC_502	1.5	1.0	0.0	1.5	0.0
GC_503	1.0	1.0	0.0	0.0	0.0
GC_504	4.0	0.0	0.0	0.0	1.0
GC_505	1.0	2.0	0.0	0.0	0.0
GC_506	1.0	1.0	0.0	0.0	1.0
GC_507	5.0	0.0	1.0	0.0	0.0
GC_508	1.0	0.0	0.0	1.0	1.0
GC_509	6.0	0.0	2.0	2.0	1.0
GC_51	1.4107142857142858	1.3363095238095235	1.511904761904762	0.07142857142857142	0.5476190476190476
