ID	OTUcluster
Freshwater_OTU_1463	GC_77
Freshwater_OTU_1464	GC_208
Freshwater_OTU_1467	GC_69
Freshwater_OTU_1469	GC_170
Freshwater_OTU_1501	GC_69
Freshwater_OTU_1502	GC_413
Freshwater_OTU_1503	GC_170
Freshwater_OTU_1504	GC_170
Freshwater_OTU_1505	GC_233
Freshwater_OTU_1506	GC_204
Freshwater_OTU_1507	GC_170
Freshwater_OTU_1509	GC_170
Freshwater_OTU_1511	GC_127
Freshwater_OTU_1513	GC_207
Freshwater_OTU_1515	GC_171
Freshwater_OTU_1516	GC_69
Freshwater_OTU_1517	GC_12
Freshwater_OTU_1519	GC_413
Freshwater_OTU_1520	GC_322
Freshwater_OTU_1521	GC_225
Freshwater_OTU_1524	GC_299
Freshwater_OTU_1525	GC_170
Freshwater_OTU_1526	GC_170
Freshwater_OTU_1527	GC_170
Freshwater_OTU_1528	GC_170
Freshwater_OTU_1530	GC_194
Freshwater_OTU_1531	GC_170
Freshwater_OTU_1533	GC_248
Freshwater_OTU_1535	GC_170
Freshwater_OTU_1536	GC_170
Freshwater_OTU_1537	GC_170
Freshwater_OTU_1538	GC_170
Freshwater_OTU_1539	GC_194
Freshwater_OTU_1541	GC_159
Freshwater_OTU_1542	GC_170
Freshwater_OTU_1545	GC_203
Freshwater_OTU_1547	GC_61
Freshwater_OTU_1548	GC_170
Freshwater_OTU_1549	GC_170
Freshwater_OTU_1550	GC_117
Freshwater_OTU_1551	GC_117
Freshwater_OTU_1552	GC_194
Freshwater_OTU_1553	GC_197
Freshwater_OTU_1554	GC_202
Freshwater_OTU_1555	GC_69
Freshwater_OTU_1556	GC_486
Freshwater_OTU_1557	GC_170
Freshwater_OTU_1558	GC_170
Freshwater_OTU_1559	GC_170
Freshwater_OTU_1561	GC_111
Freshwater_OTU_1562	GC_170
Freshwater_OTU_1585	GC_201
Freshwater_OTU_1588	GC_82
Freshwater_OTU_1601	GC_248
Freshwater_OTU_1602	GC_58
Freshwater_OTU_1606	GC_170
Freshwater_OTU_1609	GC_170
Freshwater_OTU_1612	GC_17
Freshwater_OTU_1613	GC_199
Freshwater_OTU_1614	GC_45
Freshwater_OTU_1616	GC_51
Freshwater_OTU_1617	GC_117
Freshwater_OTU_1618	GC_41
Freshwater_OTU_1619	GC_170
Freshwater_OTU_1620	GC_125
Freshwater_OTU_1621	GC_134
Freshwater_OTU_1624	GC_55
Freshwater_OTU_1625	GC_58
Freshwater_OTU_1626	GC_153
Freshwater_OTU_1627	GC_453
Freshwater_OTU_1628	GC_153
Freshwater_OTU_1629	GC_129
Freshwater_OTU_1630	GC_54
Freshwater_OTU_1631	GC_170
Freshwater_OTU_1632	GC_238
Freshwater_OTU_1633	GC_170
Freshwater_OTU_1634	GC_61
Freshwater_OTU_1635	GC_285
Freshwater_OTU_1636	GC_38
Freshwater_OTU_1637	GC_109
Freshwater_OTU_1638	GC_242
Freshwater_OTU_1639	GC_117
Freshwater_OTU_1640	GC_436
Freshwater_OTU_1642	GC_238
Freshwater_OTU_1643	GC_238
Freshwater_OTU_1644	GC_232
Freshwater_OTU_1646	GC_170
Freshwater_OTU_1647	GC_83
Freshwater_OTU_1648	GC_199
Freshwater_OTU_1649	GC_213
Freshwater_OTU_1650	GC_7
Freshwater_OTU_1653	GC_102
Freshwater_OTU_1654	GC_170
Freshwater_OTU_1655	GC_392
Freshwater_OTU_1656	GC_248
Freshwater_OTU_1658	GC_11
Freshwater_OTU_1659	GC_170
Freshwater_OTU_1660	GC_69
Freshwater_OTU_1662	GC_170
Freshwater_OTU_1663	GC_447
Freshwater_OTU_1664	GC_21
Freshwater_OTU_1665	GC_301
Freshwater_OTU_1666	GC_420
Freshwater_OTU_1667	GC_127
Freshwater_OTU_1675	GC_170
Freshwater_OTU_1702	GC_170
Freshwater_OTU_1703	GC_199
Freshwater_OTU_1706	GC_248
Freshwater_OTU_1707	GC_170
Freshwater_OTU_1708	GC_364
Freshwater_OTU_1709	GC_170
Freshwater_OTU_1710	GC_61
Freshwater_OTU_1711	GC_42
Freshwater_OTU_1712	GC_202
Freshwater_OTU_1713	GC_9
Freshwater_OTU_1714	GC_170
Freshwater_OTU_1715	GC_170
Freshwater_OTU_1718	GC_233
Freshwater_OTU_1719	GC_51
Freshwater_OTU_1720	GC_170
Freshwater_OTU_1721	GC_119
Freshwater_OTU_1722	GC_116
Freshwater_OTU_1724	GC_18
Freshwater_OTU_1726	GC_170
Marine_OTU_0002	GC_117
Marine_OTU_0004	GC_316
Marine_OTU_0005	GC_264
Marine_OTU_0007	GC_170
Marine_OTU_0008	GC_502
Marine_OTU_0009	GC_170
Marine_OTU_0010	GC_220
Marine_OTU_0011	GC_119
Marine_OTU_0012	GC_170
Marine_OTU_0014	GC_233
Marine_OTU_0015	GC_348
Marine_OTU_0016	GC_299
Marine_OTU_0017	GC_248
Marine_OTU_0018	GC_372
Marine_OTU_0019	GC_170
Marine_OTU_0020	GC_487
Marine_OTU_0022	GC_70
Marine_OTU_0023	GC_216
Marine_OTU_0025	GC_230
Marine_OTU_0026	GC_77
Marine_OTU_0027	GC_32
Marine_OTU_0029	GC_170
Marine_OTU_0030	GC_61
Marine_OTU_0031	GC_170
Marine_OTU_0032	GC_170
Marine_OTU_0033	GC_233
Marine_OTU_0034	GC_170
Marine_OTU_0035	GC_233
Marine_OTU_0036	GC_170
Marine_OTU_0037	GC_170
Marine_OTU_0039	GC_170
Marine_OTU_0040	GC_170
Marine_OTU_0041	GC_419
Marine_OTU_0042	GC_68
Marine_OTU_0043	GC_337
Marine_OTU_0045	GC_37
Marine_OTU_0046	GC_170
Marine_OTU_0047	GC_77
Marine_OTU_0048	GC_117
Marine_OTU_0049	GC_19
Marine_OTU_0050	GC_128
Marine_OTU_0051	GC_173
Marine_OTU_0052	GC_108
Marine_OTU_0053	GC_5
Marine_OTU_0054	GC_233
Marine_OTU_0055	GC_423
Marine_OTU_0056	GC_19
Marine_OTU_0057	GC_188
Marine_OTU_0058	GC_170
Marine_OTU_0059	GC_170
Marine_OTU_0060	GC_170
Marine_OTU_0061	GC_24
Marine_OTU_0062	GC_403
Marine_OTU_0063	GC_105
Marine_OTU_0064	GC_45
Marine_OTU_0065	GC_170
Marine_OTU_0066	GC_69
Marine_OTU_0068	GC_170
Marine_OTU_0069	GC_170
Marine_OTU_0070	GC_170
Marine_OTU_0071	GC_497
Marine_OTU_0073	GC_170
Marine_OTU_0074	GC_170
Marine_OTU_0076	GC_225
Marine_OTU_0078	GC_61
Marine_OTU_0079	GC_170
Marine_OTU_0083	GC_127
Marine_OTU_0084	GC_170
Marine_OTU_0085	GC_170
Marine_OTU_0086	GC_24
Marine_OTU_0087	GC_170
Marine_OTU_0088	GC_170
Marine_OTU_0089	GC_84
Marine_OTU_0090	GC_167
Marine_OTU_0091	GC_170
Marine_OTU_0093	GC_240
Marine_OTU_0094	GC_119
Marine_OTU_0095	GC_37
Marine_OTU_0096	GC_170
Marine_OTU_0097	GC_233
Marine_OTU_0098	GC_170
Marine_OTU_0099	GC_170
Marine_OTU_0101	GC_24
Marine_OTU_0102	GC_248
Marine_OTU_0103	GC_125
Marine_OTU_0104	GC_19
Marine_OTU_0105	GC_117
Marine_OTU_0107	GC_117
Marine_OTU_0108	GC_97
Marine_OTU_0110	GC_117
Marine_OTU_0111	GC_159
Marine_OTU_0112	GC_95
Marine_OTU_0113	GC_232
Marine_OTU_0114	GC_170
Marine_OTU_0115	GC_170
Marine_OTU_0116	GC_248
Marine_OTU_0117	GC_12
Marine_OTU_0119	GC_140
Marine_OTU_0120	GC_188
Marine_OTU_0121	GC_283
Marine_OTU_0122	GC_170
Marine_OTU_0124	GC_233
Marine_OTU_0125	GC_153
Marine_OTU_0126	GC_18
Marine_OTU_0127	GC_233
Marine_OTU_0128	GC_170
Marine_OTU_0130	GC_170
Marine_OTU_0131	GC_170
Marine_OTU_0132	GC_170
Marine_OTU_0133	GC_170
Marine_OTU_0134	GC_233
Marine_OTU_0135	GC_170
Marine_OTU_0136	GC_170
Marine_OTU_0138	GC_170
Marine_OTU_0139	GC_37
Marine_OTU_0142	GC_499
Marine_OTU_0143	GC_309
Marine_OTU_0144	GC_170
Marine_OTU_0145	GC_58
Marine_OTU_0146	GC_334
Marine_OTU_0148	GC_101
Marine_OTU_0149	GC_258
Marine_OTU_0150	GC_170
Marine_OTU_0151	GC_159
Marine_OTU_0152	GC_159
Marine_OTU_0153	GC_97
Marine_OTU_0154	GC_233
Marine_OTU_0155	GC_143
Marine_OTU_0156	GC_159
Marine_OTU_0157	GC_225
Marine_OTU_0158	GC_9
Marine_OTU_0160	GC_32
Marine_OTU_0161	GC_170
Marine_OTU_0162	GC_170
Marine_OTU_0163	GC_83
Marine_OTU_0164	GC_170
Marine_OTU_0165	GC_28
Marine_OTU_0166	GC_170
Marine_OTU_0167	GC_170
Marine_OTU_0168	GC_170
Marine_OTU_0169	GC_170
Marine_OTU_0170	GC_79
Marine_OTU_0171	GC_117
Marine_OTU_0172	GC_170
Marine_OTU_0173	GC_24
Marine_OTU_0174	GC_61
Marine_OTU_0175	GC_170
Marine_OTU_0176	GC_170
Marine_OTU_0178	GC_170
Marine_OTU_0179	GC_170
Marine_OTU_0180	GC_24
Marine_OTU_0184	GC_233
Marine_OTU_0186	GC_111
Marine_OTU_0187	GC_516
Marine_OTU_0188	GC_108
Marine_OTU_0189	GC_37
Marine_OTU_0190	GC_170
Marine_OTU_0192	GC_170
Marine_OTU_0193	GC_233
Marine_OTU_0194	GC_170
Marine_OTU_0195	GC_48
Marine_OTU_0196	GC_170
Marine_OTU_0197	GC_69
Marine_OTU_0198	GC_117
Marine_OTU_0199	GC_166
Marine_OTU_0200	GC_170
Marine_OTU_0201	GC_170
Marine_OTU_0203	GC_450
Marine_OTU_0204	GC_170
Marine_OTU_0206	GC_170
Marine_OTU_0208	GC_32
Marine_OTU_0209	GC_32
Marine_OTU_0211	GC_233
Marine_OTU_0213	GC_77
Marine_OTU_0214	GC_440
Marine_OTU_0215	GC_157
Marine_OTU_0217	GC_91
Marine_OTU_0219	GC_32
Marine_OTU_0220	GC_117
Marine_OTU_0222	GC_170
Marine_OTU_0223	GC_170
Marine_OTU_0225	GC_170
Marine_OTU_0226	GC_233
Marine_OTU_0227	GC_170
Marine_OTU_0228	GC_170
Marine_OTU_0229	GC_170
Marine_OTU_0230	GC_170
Marine_OTU_0231	GC_170
Marine_OTU_0232	GC_170
Marine_OTU_0233	GC_170
Marine_OTU_0235	GC_170
Marine_OTU_0236	GC_170
Marine_OTU_0237	GC_170
Marine_OTU_0238	GC_170
Marine_OTU_0239	GC_170
Marine_OTU_0240	GC_74
Marine_OTU_0241	GC_128
Marine_OTU_0242	GC_348
Marine_OTU_0243	GC_124
Marine_OTU_0244	GC_233
Marine_OTU_0245	GC_85
Marine_OTU_0246	GC_5
Marine_OTU_0247	GC_159
Marine_OTU_0248	GC_26
Marine_OTU_0249	GC_170
Marine_OTU_0250	GC_159
Marine_OTU_0251	GC_9
Marine_OTU_0252	GC_119
Marine_OTU_0253	GC_233
Marine_OTU_0254	GC_37
Marine_OTU_0255	GC_6
Marine_OTU_0256	GC_170
Marine_OTU_0257	GC_170
Marine_OTU_0258	GC_32
Marine_OTU_0259	GC_170
Marine_OTU_0262	GC_32
Marine_OTU_0263	GC_230
Marine_OTU_0264	GC_69
Marine_OTU_0265	GC_170
Marine_OTU_0266	GC_170
Marine_OTU_0267	GC_170
Marine_OTU_0268	GC_170
Marine_OTU_0270	GC_170
Marine_OTU_0271	GC_32
Marine_OTU_0272	GC_170
Marine_OTU_0275	GC_170
Marine_OTU_0276	GC_170
Marine_OTU_0277	GC_170
Marine_OTU_0278	GC_170
Marine_OTU_0280	GC_64
Marine_OTU_0282	GC_19
Marine_OTU_0283	GC_77
Marine_OTU_0284	GC_49
Marine_OTU_0286	GC_9
Marine_OTU_0287	GC_143
Marine_OTU_0288	GC_181
Marine_OTU_0289	GC_159
Marine_OTU_0290	GC_261
Marine_OTU_0291	GC_118
Marine_OTU_0292	GC_363
Marine_OTU_0293	GC_170
Marine_OTU_0295	GC_170
Marine_OTU_0297	GC_14
Marine_OTU_0298	GC_170
Marine_OTU_0299	GC_170
Marine_OTU_0300	GC_170
Marine_OTU_0301	GC_170
Marine_OTU_0302	GC_145
Marine_OTU_0303	GC_463
Marine_OTU_0304	GC_21
Marine_OTU_0305	GC_117
Marine_OTU_0306	GC_151
Marine_OTU_0307	GC_170
Marine_OTU_0308	GC_170
Marine_OTU_0309	GC_170
Marine_OTU_0312	GC_233
Marine_OTU_0313	GC_32
Marine_OTU_0314	GC_170
Marine_OTU_0316	GC_170
Marine_OTU_0317	GC_170
Marine_OTU_0318	GC_118
Marine_OTU_0320	GC_248
Marine_OTU_0322	GC_170
Marine_OTU_0323	GC_233
Marine_OTU_0325	GC_170
Marine_OTU_0326	GC_170
Marine_OTU_0327	GC_170
Marine_OTU_0328	GC_170
Marine_OTU_0329	GC_170
Marine_OTU_0330	GC_170
Marine_OTU_0331	GC_170
Marine_OTU_0332	GC_170
Marine_OTU_0333	GC_170
Marine_OTU_0334	GC_170
Marine_OTU_0335	GC_170
Marine_OTU_0336	GC_170
Marine_OTU_0337	GC_233
Marine_OTU_0338	GC_142
Marine_OTU_0339	GC_119
Marine_OTU_0341	GC_119
Marine_OTU_0342	GC_448
Marine_OTU_0343	GC_93
Marine_OTU_0344	GC_143
Marine_OTU_0345	GC_143
Marine_OTU_0346	GC_38
Marine_OTU_0347	GC_29
Marine_OTU_0348	GC_138
Marine_OTU_0349	GC_233
Marine_OTU_0350	GC_233
Marine_OTU_0351	GC_272
Marine_OTU_0352	GC_121
Marine_OTU_0353	GC_170
Marine_OTU_0354	GC_32
Marine_OTU_0355	GC_19
Marine_OTU_0356	GC_61
Marine_OTU_0357	GC_161
Marine_OTU_0359	GC_32
Marine_OTU_0360	GC_51
Marine_OTU_0361	GC_234
Marine_OTU_0362	GC_170
Marine_OTU_0364	GC_233
Marine_OTU_0365	GC_233
Marine_OTU_0366	GC_170
Marine_OTU_0367	GC_170
Marine_OTU_0368	GC_207
Marine_OTU_0369	GC_422
Marine_OTU_0370	GC_24
Marine_OTU_0371	GC_170
Marine_OTU_0373	GC_170
Marine_OTU_0375	GC_170
Marine_OTU_0376	GC_170
Marine_OTU_0377	GC_69
Marine_OTU_0378	GC_170
Marine_OTU_0379	GC_22
Marine_OTU_0383	GC_23
Marine_OTU_0384	GC_170
Marine_OTU_0385	GC_19
Marine_OTU_0386	GC_170
Marine_OTU_0387	GC_419
Marine_OTU_0388	GC_413
Marine_OTU_0389	GC_88
Marine_OTU_0390	GC_466
Marine_OTU_0391	GC_170
Marine_OTU_0392	GC_170
Marine_OTU_0393	GC_170
Marine_OTU_0394	GC_117
Marine_OTU_0396	GC_159
Marine_OTU_0399	GC_170
Marine_OTU_0400	GC_420
Marine_OTU_0401	GC_330
Marine_OTU_0402	GC_128
Marine_OTU_0403	GC_170
Marine_OTU_0404	GC_170
Marine_OTU_0405	GC_170
Marine_OTU_0406	GC_300
Marine_OTU_0407	GC_194
Marine_OTU_0408	GC_475
Marine_OTU_0409	GC_95
Marine_OTU_0410	GC_101
Marine_OTU_0411	GC_451
Marine_OTU_0412	GC_170
Marine_OTU_0413	GC_157
Marine_OTU_0415	GC_56
Marine_OTU_0416	GC_5
Marine_OTU_0417	GC_64
Marine_OTU_0419	GC_19
Marine_OTU_0420	GC_170
Marine_OTU_0422	GC_32
Marine_OTU_0423	GC_491
Marine_OTU_0424	GC_319
Marine_OTU_0425	GC_431
Marine_OTU_0426	GC_199
Marine_OTU_0427	GC_364
Marine_OTU_0428	GC_170
Marine_OTU_0429	GC_170
Marine_OTU_0430	GC_170
Marine_OTU_0431	GC_170
Marine_OTU_0432	GC_170
Marine_OTU_0433	GC_170
Marine_OTU_0434	GC_170
Marine_OTU_0437	GC_170
Marine_OTU_0438	GC_162
Marine_OTU_0439	GC_170
Marine_OTU_0440	GC_97
Marine_OTU_0441	GC_77
Marine_OTU_0442	GC_320
Marine_OTU_0443	GC_188
Marine_OTU_0444	GC_452
Marine_OTU_0445	GC_19
Marine_OTU_0446	GC_233
Marine_OTU_0447	GC_170
Marine_OTU_0448	GC_170
Marine_OTU_0449	GC_450
Marine_OTU_0450	GC_170
Marine_OTU_0451	GC_9
Marine_OTU_0453	GC_61
Marine_OTU_0455	GC_170
Marine_OTU_0456	GC_170
Marine_OTU_0457	GC_170
Marine_OTU_0458	GC_170
Marine_OTU_0459	GC_170
Marine_OTU_0460	GC_170
Marine_OTU_0461	GC_170
Marine_OTU_0462	GC_203
Marine_OTU_0463	GC_225
Marine_OTU_0464	GC_170
Marine_OTU_0465	GC_51
Marine_OTU_0467	GC_170
Marine_OTU_0468	GC_32
Marine_OTU_0469	GC_170
Marine_OTU_0470	GC_394
Marine_OTU_0471	GC_170
Marine_OTU_0472	GC_24
Marine_OTU_0473	GC_170
Marine_OTU_0475	GC_181
Marine_OTU_0477	GC_19
Marine_OTU_0478	GC_233
Marine_OTU_0479	GC_40
Marine_OTU_0480	GC_339
Marine_OTU_0481	GC_420
Marine_OTU_0482	GC_76
Marine_OTU_0483	GC_477
Marine_OTU_0484	GC_117
Marine_OTU_0485	GC_5
Marine_OTU_0486	GC_117
Marine_OTU_0487	GC_37
Marine_OTU_0488	GC_12
Marine_OTU_0489	GC_170
Marine_OTU_0490	GC_170
Marine_OTU_0491	GC_157
Marine_OTU_0492	GC_261
Marine_OTU_0494	GC_170
Marine_OTU_0496	GC_170
Marine_OTU_0497	GC_117
Marine_OTU_0498	GC_161
Marine_OTU_0499	GC_348
Marine_OTU_0500	GC_233
Marine_OTU_0501	GC_117
Marine_OTU_0502	GC_120
Marine_OTU_0503	GC_159
Marine_OTU_0504	GC_170
Marine_OTU_0508	GC_66
Marine_OTU_0510	GC_117
Marine_OTU_0513	GC_219
Marine_OTU_0515	GC_170
Marine_OTU_0516	GC_69
Marine_OTU_0518	GC_248
Marine_OTU_0519	GC_436
Marine_OTU_0520	GC_187
Marine_OTU_0522	GC_58
Marine_OTU_0523	GC_170
Marine_OTU_0524	GC_170
Marine_OTU_0525	GC_170
Marine_OTU_0526	GC_216
Marine_OTU_0527	GC_413
Marine_OTU_0528	GC_91
Marine_OTU_0529	GC_120
Marine_OTU_0530	GC_117
Marine_OTU_0531	GC_170
Marine_OTU_0533	GC_26
Marine_OTU_0534	GC_233
Marine_OTU_0535	GC_170
Marine_OTU_0536	GC_170
Marine_OTU_0539	GC_170
Marine_OTU_0540	GC_170
Marine_OTU_0542	GC_128
Marine_OTU_0543	GC_321
Marine_OTU_0544	GC_19
Marine_OTU_0545	GC_111
Marine_OTU_0546	GC_205
Marine_OTU_0547	GC_233
Marine_OTU_0548	GC_119
Marine_OTU_0549	GC_203
Marine_OTU_0550	GC_108
Marine_OTU_0551	GC_402
Marine_OTU_0552	GC_233
Marine_OTU_0553	GC_233
Marine_OTU_0554	GC_170
Marine_OTU_0555	GC_210
Marine_OTU_0556	GC_170
Marine_OTU_0557	GC_32
Marine_OTU_0558	GC_170
Marine_OTU_0559	GC_233
Marine_OTU_0560	GC_170
Marine_OTU_0561	GC_213
Marine_OTU_0562	GC_170
Marine_OTU_0563	GC_9
Marine_OTU_0564	GC_19
Marine_OTU_0566	GC_233
Marine_OTU_0567	GC_170
Marine_OTU_0568	GC_54
Marine_OTU_0569	GC_170
Marine_OTU_0570	GC_77
Marine_OTU_0571	GC_117
Marine_OTU_0572	GC_58
Marine_OTU_0573	GC_61
Marine_OTU_0574	GC_117
Marine_OTU_0577	GC_158
Marine_OTU_0578	GC_170
Marine_OTU_0579	GC_226
Marine_OTU_0580	GC_170
Marine_OTU_0581	GC_51
Marine_OTU_0582	GC_232
Marine_OTU_0583	GC_417
Marine_OTU_0585	GC_97
Marine_OTU_0586	GC_206
Marine_OTU_0588	GC_233
Marine_OTU_0589	GC_170
Marine_OTU_0590	GC_301
Marine_OTU_0591	GC_19
Marine_OTU_0592	GC_170
Marine_OTU_0593	GC_207
Marine_OTU_0594	GC_170
Marine_OTU_0596	GC_355
Marine_OTU_0597	GC_170
Marine_OTU_0598	GC_52
Marine_OTU_0600	GC_170
Marine_OTU_0602	GC_69
Marine_OTU_0604	GC_419
Marine_OTU_0605	GC_37
Marine_OTU_0606	GC_216
Marine_OTU_0609	GC_58
Marine_OTU_0611	GC_170
Marine_OTU_0612	GC_22
Marine_OTU_0613	GC_19
Marine_OTU_0614	GC_170
Marine_OTU_0615	GC_170
Marine_OTU_0616	GC_170
Marine_OTU_0618	GC_19
Marine_OTU_0619	GC_170
Marine_OTU_0620	GC_208
Marine_OTU_0622	GC_237
Marine_OTU_0623	GC_233
Marine_OTU_0624	GC_216
Marine_OTU_0626	GC_371
Marine_OTU_0627	GC_32
Marine_OTU_0628	GC_170
Marine_OTU_0629	GC_170
Marine_OTU_0630	GC_170
Marine_OTU_0632	GC_170
Marine_OTU_0633	GC_170
Marine_OTU_0634	GC_170
Marine_OTU_0639	GC_95
Marine_OTU_0640	GC_127
Marine_OTU_0641	GC_300
Marine_OTU_0642	GC_33
Marine_OTU_0643	GC_170
Marine_OTU_0644	GC_117
Marine_OTU_0645	GC_7
Marine_OTU_0646	GC_19
Marine_OTU_0647	GC_16
Marine_OTU_0648	GC_101
Marine_OTU_0649	GC_170
Marine_OTU_0650	GC_233
Marine_OTU_0651	GC_233
Marine_OTU_0652	GC_117
Marine_OTU_0653	GC_19
Marine_OTU_0654	GC_229
Marine_OTU_0656	GC_170
Marine_OTU_0657	GC_170
Marine_OTU_0658	GC_58
Marine_OTU_0659	GC_22
Marine_OTU_0660	GC_170
Marine_OTU_0661	GC_233
Marine_OTU_0662	GC_170
Marine_OTU_0665	GC_58
Marine_OTU_0666	GC_159
Marine_OTU_0667	GC_170
Marine_OTU_0668	GC_170
Marine_OTU_0669	GC_170
Marine_OTU_0672	GC_170
Marine_OTU_0673	GC_9
Marine_OTU_0675	GC_170
Marine_OTU_0676	GC_117
Marine_OTU_0677	GC_233
Marine_OTU_0678	GC_170
Marine_OTU_0679	GC_32
Marine_OTU_0680	GC_216
Marine_OTU_0681	GC_170
Marine_OTU_0682	GC_170
Marine_OTU_0683	GC_170
Marine_OTU_0685	GC_7
Marine_OTU_0686	GC_193
Marine_OTU_0687	GC_170
Marine_OTU_0688	GC_159
Marine_OTU_0689	GC_209
Marine_OTU_0690	GC_32
Marine_OTU_0692	GC_203
Marine_OTU_0693	GC_170
Marine_OTU_0694	GC_26
Marine_OTU_0695	GC_428
Marine_OTU_0696	GC_170
Marine_OTU_0697	GC_170
Marine_OTU_0698	GC_170
Marine_OTU_0699	GC_32
Marine_OTU_0701	GC_119
Marine_OTU_0704	GC_119
Marine_OTU_0705	GC_117
Marine_OTU_0706	GC_117
Marine_OTU_0707	GC_151
Marine_OTU_0708	GC_208
Marine_OTU_0709	GC_19
Marine_OTU_0710	GC_170
Marine_OTU_0715	GC_156
Marine_OTU_0717	GC_107
Marine_OTU_0718	GC_157
Marine_OTU_0719	GC_152
Marine_OTU_0720	GC_170
Marine_OTU_0724	GC_170
Marine_OTU_0725	GC_170
Marine_OTU_0726	GC_170
Marine_OTU_0727	GC_170
Marine_OTU_0728	GC_170
Marine_OTU_0730	GC_170
Marine_OTU_0733	GC_170
Marine_OTU_0734	GC_170
Marine_OTU_0735	GC_170
Marine_OTU_0737	GC_20
Marine_OTU_0739	GC_127
Marine_OTU_0741	GC_95
Marine_OTU_0742	GC_233
Marine_OTU_0743	GC_291
Marine_OTU_0744	GC_91
Marine_OTU_0745	GC_208
Marine_OTU_0746	GC_162
Marine_OTU_0747	GC_170
Marine_OTU_0748	GC_170
Marine_OTU_0749	GC_32
Marine_OTU_0750	GC_170
Marine_OTU_0751	GC_170
Marine_OTU_0752	GC_208
Marine_OTU_0753	GC_97
Marine_OTU_0754	GC_170
Marine_OTU_0755	GC_413
Marine_OTU_0756	GC_170
Marine_OTU_0757	GC_419
Marine_OTU_0758	GC_170
Marine_OTU_0759	GC_170
Marine_OTU_0760	GC_99
Marine_OTU_0761	GC_170
Marine_OTU_0762	GC_18
Marine_OTU_0763	GC_216
Marine_OTU_0764	GC_248
Marine_OTU_0766	GC_233
Marine_OTU_0767	GC_170
Marine_OTU_0768	GC_170
Marine_OTU_0769	GC_170
Marine_OTU_0771	GC_157
Marine_OTU_0772	GC_170
Marine_OTU_0773	GC_170
Marine_OTU_0775	GC_170
Marine_OTU_0776	GC_170
Marine_OTU_0777	GC_170
Marine_OTU_0778	GC_170
Marine_OTU_0779	GC_128
Marine_OTU_0782	GC_233
Marine_OTU_0783	GC_117
Marine_OTU_0784	GC_170
Marine_OTU_0785	GC_170
Marine_OTU_0786	GC_420
Marine_OTU_0787	GC_445
Marine_OTU_0788	GC_233
Marine_OTU_0789	GC_208
Marine_OTU_0790	GC_119
Marine_OTU_0791	GC_170
Marine_OTU_0792	GC_12
Marine_OTU_0794	GC_19
Marine_OTU_0795	GC_241
Marine_OTU_0796	GC_128
Marine_OTU_0797	GC_170
Marine_OTU_0798	GC_61
Marine_OTU_0799	GC_170
Marine_OTU_0801	GC_72
Marine_OTU_0803	GC_24
Marine_OTU_0804	GC_170
Marine_OTU_0805	GC_170
Marine_OTU_0806	GC_233
Marine_OTU_0807	GC_212
Marine_OTU_0808	GC_225
Marine_OTU_0809	GC_170
Marine_OTU_0810	GC_225
Marine_OTU_0811	GC_48
Marine_OTU_0813	GC_170
Marine_OTU_0814	GC_349
Marine_OTU_0815	GC_322
Marine_OTU_0816	GC_170
Marine_OTU_0817	GC_170
Marine_OTU_0818	GC_455
Marine_OTU_0819	GC_77
Marine_OTU_0821	GC_32
Marine_OTU_0822	GC_406
Marine_OTU_0824	GC_22
Marine_OTU_0825	GC_512
Marine_OTU_0826	GC_170
Marine_OTU_0827	GC_117
Marine_OTU_0828	GC_233
Marine_OTU_0829	GC_354
Marine_OTU_0830	GC_170
Marine_OTU_0831	GC_170
Marine_OTU_0832	GC_255
Marine_OTU_0833	GC_233
Marine_OTU_0834	GC_170
Marine_OTU_0835	GC_170
Marine_OTU_0837	GC_170
Marine_OTU_0838	GC_170
Marine_OTU_0839	GC_170
Marine_OTU_0841	GC_385
Marine_OTU_0842	GC_170
Marine_OTU_0843	GC_61
Marine_OTU_0844	GC_237
Marine_OTU_0845	GC_413
Marine_OTU_0846	GC_101
Marine_OTU_0847	GC_116
Marine_OTU_0848	GC_312
Marine_OTU_0849	GC_79
Marine_OTU_0850	GC_19
Marine_OTU_0851	GC_61
Marine_OTU_0852	GC_170
Marine_OTU_0853	GC_105
Marine_OTU_0854	GC_9
Marine_OTU_0855	GC_403
Marine_OTU_0856	GC_170
Marine_OTU_0857	GC_170
Marine_OTU_0858	GC_122
Marine_OTU_0859	GC_61
Marine_OTU_0861	GC_170
Marine_OTU_0862	GC_170
Marine_OTU_0863	GC_173
Marine_OTU_0864	GC_170
Marine_OTU_0866	GC_61
Marine_OTU_0867	GC_148
Marine_OTU_0868	GC_69
Marine_OTU_0869	GC_170
Marine_OTU_0870	GC_37
Marine_OTU_0871	GC_61
Marine_OTU_0872	GC_170
Marine_OTU_0875	GC_170
Marine_OTU_0876	GC_170
Marine_OTU_0879	GC_170
Marine_OTU_0880	GC_32
Marine_OTU_0881	GC_170
Marine_OTU_0882	GC_97
Marine_OTU_0883	GC_170
Marine_OTU_0885	GC_111
Marine_OTU_0886	GC_170
Marine_OTU_0888	GC_267
Marine_OTU_0889	GC_154
Marine_OTU_0890	GC_225
Marine_OTU_0891	GC_26
Marine_OTU_0892	GC_170
Marine_OTU_0893	GC_170
Marine_OTU_0894	GC_170
Marine_OTU_0895	GC_159
Marine_OTU_0896	GC_170
