ID	OTUcluster
Marine_OTU_0899	GC_170
Marine_OTU_0900	GC_24
Marine_OTU_0901	GC_457
Marine_OTU_0902	GC_123
Marine_OTU_0903	GC_117
Marine_OTU_0904	GC_93
Marine_OTU_0905	GC_370
Marine_OTU_0906	GC_27
Marine_OTU_0907	GC_79
Marine_OTU_0908	GC_58
Marine_OTU_0909	GC_170
Marine_OTU_0910	GC_58
Marine_OTU_0911	GC_170
Marine_OTU_0912	GC_233
Marine_OTU_0914	GC_194
Marine_OTU_0915	GC_168
Marine_OTU_0916	GC_168
Marine_OTU_0917	GC_117
Marine_OTU_0918	GC_22
Marine_OTU_0919	GC_36
Marine_OTU_0920	GC_170
Marine_OTU_0922	GC_170
Marine_OTU_0923	GC_170
Marine_OTU_0924	GC_19
Marine_OTU_0925	GC_233
Marine_OTU_0926	GC_436
Marine_OTU_0928	GC_170
Marine_OTU_0929	GC_170
Marine_OTU_0930	GC_170
Marine_OTU_0931	GC_170
Marine_OTU_0933	GC_248
Marine_OTU_0934	GC_170
Marine_OTU_0935	GC_170
Marine_OTU_0936	GC_170
Marine_OTU_0938	GC_61
Marine_OTU_0939	GC_170
Marine_OTU_0940	GC_91
Marine_OTU_0941	GC_170
Marine_OTU_0942	GC_225
Marine_OTU_0943	GC_151
Marine_OTU_0944	GC_170
Marine_OTU_0945	GC_199
Marine_OTU_0946	GC_170
Marine_OTU_0947	GC_5
Marine_OTU_0948	GC_427
Marine_OTU_0949	GC_159
Marine_OTU_0950	GC_34
Marine_OTU_0951	GC_375
Marine_OTU_0952	GC_7
Marine_OTU_0953	GC_413
Marine_OTU_0954	GC_170
Marine_OTU_0955	GC_117
Marine_OTU_0957	GC_406
Marine_OTU_0959	GC_170
Marine_OTU_0962	GC_119
Marine_OTU_0963	GC_69
Marine_OTU_0964	GC_170
Marine_OTU_0967	GC_216
Marine_OTU_0968	GC_69
Marine_OTU_0970	GC_61
Marine_OTU_0971	GC_53
Marine_OTU_0972	GC_170
Marine_OTU_0973	GC_170
Marine_OTU_0976	GC_233
Marine_OTU_0977	GC_61
Marine_OTU_0978	GC_170
Marine_OTU_0980	GC_170
Marine_OTU_0981	GC_5
Marine_OTU_0982	GC_170
Marine_OTU_0983	GC_159
Marine_OTU_0984	GC_233
Marine_OTU_0985	GC_170
Marine_OTU_0986	GC_193
Marine_OTU_0988	GC_24
Marine_OTU_0989	GC_170
Marine_OTU_0990	GC_26
Marine_OTU_0991	GC_170
Marine_OTU_0992	GC_170
Marine_OTU_0993	GC_225
Marine_OTU_0994	GC_203
Marine_OTU_0995	GC_111
Marine_OTU_0996	GC_26
Marine_OTU_0997	GC_61
Marine_OTU_0999	GC_170
Marine_OTU_1000	GC_206
Marine_OTU_1001	GC_129
Marine_OTU_1002	GC_127
Marine_OTU_1003	GC_158
Marine_OTU_1005	GC_225
Marine_OTU_1006	GC_58
Marine_OTU_1007	GC_336
Marine_OTU_1008	GC_170
Marine_OTU_1010	GC_516
Marine_OTU_1012	GC_58
Marine_OTU_1014	GC_203
Marine_OTU_1015	GC_170
Marine_OTU_1016	GC_32
Marine_OTU_1017	GC_111
Marine_OTU_1018	GC_153
Marine_OTU_1020	GC_170
Marine_OTU_1023	GC_194
Marine_OTU_1024	GC_61
Marine_OTU_1025	GC_170
Marine_OTU_1027	GC_99
Marine_OTU_1028	GC_58
Marine_OTU_1029	GC_170
Marine_OTU_1030	GC_170
Marine_OTU_1031	GC_170
Marine_OTU_1032	GC_170
Marine_OTU_1033	GC_170
Marine_OTU_1034	GC_170
Marine_OTU_1035	GC_170
Marine_OTU_1036	GC_170
Marine_OTU_1037	GC_170
Marine_OTU_1038	GC_170
Marine_OTU_1039	GC_170
Marine_OTU_1040	GC_127
Marine_OTU_1041	GC_170
Marine_OTU_1042	GC_170
Marine_OTU_1043	GC_233
Marine_OTU_1044	GC_170
Marine_OTU_1045	GC_170
Marine_OTU_1046	GC_51
Marine_OTU_1048	GC_296
Marine_OTU_1049	GC_226
Marine_OTU_1050	GC_170
Marine_OTU_1051	GC_245
Marine_OTU_1052	GC_170
Marine_OTU_1053	GC_492
Marine_OTU_1054	GC_284
Marine_OTU_1055	GC_233
Marine_OTU_1056	GC_233
Marine_OTU_1057	GC_72
Marine_OTU_1058	GC_477
Marine_OTU_1059	GC_77
Marine_OTU_1061	GC_170
Marine_OTU_1062	GC_170
Marine_OTU_1063	GC_170
Marine_OTU_1064	GC_170
Marine_OTU_1065	GC_77
Marine_OTU_1066	GC_170
Marine_OTU_1067	GC_170
Marine_OTU_1071	GC_233
Marine_OTU_1072	GC_170
Marine_OTU_1073	GC_41
Marine_OTU_1075	GC_170
Marine_OTU_1078	GC_170
Marine_OTU_1079	GC_170
Marine_OTU_1080	GC_263
Marine_OTU_1081	GC_159
Marine_OTU_1082	GC_170
Marine_OTU_1083	GC_170
Marine_OTU_1084	GC_22
Marine_OTU_1085	GC_170
Marine_OTU_1086	GC_170
Marine_OTU_1087	GC_19
Marine_OTU_1088	GC_170
Marine_OTU_1089	GC_174
Marine_OTU_1090	GC_117
Marine_OTU_1091	GC_170
Marine_OTU_1092	GC_170
Marine_OTU_1093	GC_170
Marine_OTU_1094	GC_117
Marine_OTU_1095	GC_347
Marine_OTU_1096	GC_338
Marine_OTU_1097	GC_128
Marine_OTU_1098	GC_170
Marine_OTU_1099	GC_170
Marine_OTU_1102	GC_47
Marine_OTU_1107	GC_32
Marine_OTU_1108	GC_170
Marine_OTU_1109	GC_208
Marine_OTU_1111	GC_477
Marine_OTU_1113	GC_233
Marine_OTU_1114	GC_150
Marine_OTU_1117	GC_170
Marine_OTU_1118	GC_170
Marine_OTU_1119	GC_299
Marine_OTU_1120	GC_170
Marine_OTU_1122	GC_61
Marine_OTU_1124	GC_58
Marine_OTU_1125	GC_206
Marine_OTU_1126	GC_448
Marine_OTU_1128	GC_170
Marine_OTU_1129	GC_170
Marine_OTU_1131	GC_170
Marine_OTU_1132	GC_170
Marine_OTU_1133	GC_35
Marine_OTU_1134	GC_170
Marine_OTU_1135	GC_170
Marine_OTU_1140	GC_206
Marine_OTU_1141	GC_44
Marine_OTU_1142	GC_189
Marine_OTU_1143	GC_9
Marine_OTU_1144	GC_170
Marine_OTU_1146	GC_233
Marine_OTU_1147	GC_206
Marine_OTU_1148	GC_157
Marine_OTU_1149	GC_101
Marine_OTU_1150	GC_233
Marine_OTU_1151	GC_233
Marine_OTU_1152	GC_401
Marine_OTU_1153	GC_133
Marine_OTU_1154	GC_95
Marine_OTU_1155	GC_170
Marine_OTU_1156	GC_170
Marine_OTU_1157	GC_32
Marine_OTU_1158	GC_170
Marine_OTU_1159	GC_170
Marine_OTU_1164	GC_284
Marine_OTU_1166	GC_170
Marine_OTU_1167	GC_95
Marine_OTU_1168	GC_170
Marine_OTU_1169	GC_24
Marine_OTU_1171	GC_61
Marine_OTU_1172	GC_74
Marine_OTU_1175	GC_170
Marine_OTU_1177	GC_128
Marine_OTU_1178	GC_436
Marine_OTU_1179	GC_5
Marine_OTU_1180	GC_60
Marine_OTU_1181	GC_370
Marine_OTU_1182	GC_170
Marine_OTU_1183	GC_170
Marine_OTU_1184	GC_170
Marine_OTU_1185	GC_170
Marine_OTU_1186	GC_19
Marine_OTU_1187	GC_170
Marine_OTU_1188	GC_32
Marine_OTU_1189	GC_170
Marine_OTU_1190	GC_233
Marine_OTU_1191	GC_170
Marine_OTU_1193	GC_127
Marine_OTU_1194	GC_170
Marine_OTU_1195	GC_392
Marine_OTU_1196	GC_233
Marine_OTU_1197	GC_170
Marine_OTU_1198	GC_170
Marine_OTU_1199	GC_170
Marine_OTU_1200	GC_170
Marine_OTU_1201	GC_111
Marine_OTU_1202	GC_233
Marine_OTU_1203	GC_32
Marine_OTU_1204	GC_69
Marine_OTU_1205	GC_510
Marine_OTU_1206	GC_233
Marine_OTU_1209	GC_170
Marine_OTU_1210	GC_111
Marine_OTU_1211	GC_128
Marine_OTU_1213	GC_233
Marine_OTU_1214	GC_127
Marine_OTU_1216	GC_42
Marine_OTU_1217	GC_21
Marine_OTU_1218	GC_117
Marine_OTU_1219	GC_117
Marine_OTU_1220	GC_170
Marine_OTU_1221	GC_127
Marine_OTU_1222	GC_84
Marine_OTU_1223	GC_22
Marine_OTU_1224	GC_170
Marine_OTU_1225	GC_170
Marine_OTU_1227	GC_170
Marine_OTU_1228	GC_170
Marine_OTU_1229	GC_117
Marine_OTU_1230	GC_170
Marine_OTU_1231	GC_61
Marine_OTU_1232	GC_170
Marine_OTU_1233	GC_170
Marine_OTU_1234	GC_170
Marine_OTU_1235	GC_170
Marine_OTU_1236	GC_170
Marine_OTU_1237	GC_170
Marine_OTU_1238	GC_19
Marine_OTU_1239	GC_448
Marine_OTU_1240	GC_273
Marine_OTU_1242	GC_237
Marine_OTU_1243	GC_152
Marine_OTU_1244	GC_70
Marine_OTU_1246	GC_51
Marine_OTU_1247	GC_240
Marine_OTU_1248	GC_233
Marine_OTU_1249	GC_117
Marine_OTU_1250	GC_117
Marine_OTU_1251	GC_33
Marine_OTU_1252	GC_133
Marine_OTU_1253	GC_170
Marine_OTU_1254	GC_170
Marine_OTU_1255	GC_128
Marine_OTU_1256	GC_170
Marine_OTU_1257	GC_497
Marine_OTU_1258	GC_84
Marine_OTU_1259	GC_117
Marine_OTU_1260	GC_12
Marine_OTU_1261	GC_170
Marine_OTU_1263	GC_170
Marine_OTU_1264	GC_170
Marine_OTU_1267	GC_497
Marine_OTU_1269	GC_170
Marine_OTU_1270	GC_170
Marine_OTU_1271	GC_127
Marine_OTU_1272	GC_170
Marine_OTU_1274	GC_9
Marine_OTU_1275	GC_170
Marine_OTU_1277	GC_117
Marine_OTU_1278	GC_125
Marine_OTU_1279	GC_170
Marine_OTU_1281	GC_170
Marine_OTU_1282	GC_119
Marine_OTU_1283	GC_436
Marine_OTU_1284	GC_170
Marine_OTU_1285	GC_69
Marine_OTU_1286	GC_477
Marine_OTU_1287	GC_170
Marine_OTU_1288	GC_170
Marine_OTU_1289	GC_26
Marine_OTU_1290	GC_19
Marine_OTU_1292	GC_170
Marine_OTU_1293	GC_37
Marine_OTU_1294	GC_170
Marine_OTU_1295	GC_170
Marine_OTU_1296	GC_127
Marine_OTU_1297	GC_233
Marine_OTU_1298	GC_354
Marine_OTU_1300	GC_64
Marine_OTU_1301	GC_170
Marine_OTU_1302	GC_170
Marine_OTU_1303	GC_9
Marine_OTU_1304	GC_170
Marine_OTU_1307	GC_32
Marine_OTU_1309	GC_98
Marine_OTU_1310	GC_24
Marine_OTU_1311	GC_170
Marine_OTU_1312	GC_170
Marine_OTU_1313	GC_58
Marine_OTU_1314	GC_22
Marine_OTU_1316	GC_225
Marine_OTU_1317	GC_9
Marine_OTU_1318	GC_318
Marine_OTU_1319	GC_117
Marine_OTU_1320	GC_117
Marine_OTU_1323	GC_248
Marine_OTU_1324	GC_157
Marine_OTU_1325	GC_233
Marine_OTU_1326	GC_170
Marine_OTU_1327	GC_17
Marine_OTU_1328	GC_170
Marine_OTU_1329	GC_170
Marine_OTU_1330	GC_170
Marine_OTU_1331	GC_170
Marine_OTU_1332	GC_170
Marine_OTU_1333	GC_170
Marine_OTU_1334	GC_170
Marine_OTU_1335	GC_170
Marine_OTU_1336	GC_170
Marine_OTU_1337	GC_170
Marine_OTU_1338	GC_170
Marine_OTU_1339	GC_170
Marine_OTU_1342	GC_170
Marine_OTU_1343	GC_58
Marine_OTU_1344	GC_32
Marine_OTU_1345	GC_98
Marine_OTU_1346	GC_126
Marine_OTU_1347	GC_9
Marine_OTU_1348	GC_170
Marine_OTU_1349	GC_233
Marine_OTU_1350	GC_188
Marine_OTU_1353	GC_170
Marine_OTU_1354	GC_170
Marine_OTU_1355	GC_51
Marine_OTU_1356	GC_170
Marine_OTU_1358	GC_170
Marine_OTU_1359	GC_61
Marine_OTU_1360	GC_170
Marine_OTU_1361	GC_75
Marine_OTU_1362	GC_128
Marine_OTU_1363	GC_170
Marine_OTU_1364	GC_170
Marine_OTU_1365	GC_170
Marine_OTU_1366	GC_170
Marine_OTU_1367	GC_170
Marine_OTU_1369	GC_170
Marine_OTU_1370	GC_170
Marine_OTU_1371	GC_170
Marine_OTU_1372	GC_170
Marine_OTU_1373	GC_170
Marine_OTU_1374	GC_170
Marine_OTU_1375	GC_203
Marine_OTU_1376	GC_170
Marine_OTU_1377	GC_9
Marine_OTU_1378	GC_79
Marine_OTU_1379	GC_170
Marine_OTU_1380	GC_32
Marine_OTU_1383	GC_58
Marine_OTU_1386	GC_233
Marine_OTU_1387	GC_119
Marine_OTU_1388	GC_170
Marine_OTU_1389	GC_170
Marine_OTU_1390	GC_264
Marine_OTU_1393	GC_69
Marine_OTU_1394	GC_117
Marine_OTU_1395	GC_170
Marine_OTU_1396	GC_170
Marine_OTU_1397	GC_157
Marine_OTU_1398	GC_9
Marine_OTU_1399	GC_77
Marine_OTU_1400	GC_117
Marine_OTU_1401	GC_207
Marine_OTU_1402	GC_256
Marine_OTU_1403	GC_170
Marine_OTU_1406	GC_105
Marine_OTU_1407	GC_37
Marine_OTU_1408	GC_198
Marine_OTU_1409	GC_157
Marine_OTU_1410	GC_217
Marine_OTU_1412	GC_126
Marine_OTU_1413	GC_209
Marine_OTU_1414	GC_232
Marine_OTU_1415	GC_233
Marine_OTU_1416	GC_436
Marine_OTU_1417	GC_233
Marine_OTU_1418	GC_178
Marine_OTU_1419	GC_194
Marine_OTU_1420	GC_42
Marine_OTU_1421	GC_61
Marine_OTU_1422	GC_72
Marine_OTU_1423	GC_170
Marine_OTU_1424	GC_32
Marine_OTU_1426	GC_170
Marine_OTU_1429	GC_236
Marine_OTU_1430	GC_360
Marine_OTU_1431	GC_170
Marine_OTU_1433	GC_170
Marine_OTU_1434	GC_170
Marine_OTU_1435	GC_170
Marine_OTU_1436	GC_170
Marine_OTU_1437	GC_170
Marine_OTU_1438	GC_174
Marine_OTU_1439	GC_170
Marine_OTU_1440	GC_170
Marine_OTU_1442	GC_170
Marine_OTU_1443	GC_392
Marine_OTU_1445	GC_170
Marine_OTU_1446	GC_170
Marine_OTU_1447	GC_170
Marine_OTU_1448	GC_170
Marine_OTU_1449	GC_299
Marine_OTU_1450	GC_170
Marine_OTU_1451	GC_471
Marine_OTU_1452	GC_170
Marine_OTU_1453	GC_90
Marine_OTU_1454	GC_143
Marine_OTU_1455	GC_159
Marine_OTU_1456	GC_119
Marine_OTU_1457	GC_288
Marine_OTU_1458	GC_399
Marine_OTU_1459	GC_117
Marine_OTU_1460	GC_233
Marine_OTU_1461	GC_267
Marine_OTU_1462	GC_170
Marine_OTU_1463	GC_19
Marine_OTU_1464	GC_170
Marine_OTU_1465	GC_170
Marine_OTU_1466	GC_170
Marine_OTU_1467	GC_170
Marine_OTU_1468	GC_170
Marine_OTU_1469	GC_233
Marine_OTU_1470	GC_170
Marine_OTU_1471	GC_170
Marine_OTU_1473	GC_170
Marine_OTU_1474	GC_108
Marine_OTU_1475	GC_170
Marine_OTU_1477	GC_170
Marine_OTU_1478	GC_479
Marine_OTU_1479	GC_117
Marine_OTU_1480	GC_145
Marine_OTU_1481	GC_79
Marine_OTU_1482	GC_170
Marine_OTU_1483	GC_61
Marine_OTU_1485	GC_32
Marine_OTU_1486	GC_170
Marine_OTU_1487	GC_32
Marine_OTU_1488	GC_233
Marine_OTU_1489	GC_203
Marine_OTU_1490	GC_157
Marine_OTU_1491	GC_51
Marine_OTU_1492	GC_478
Marine_OTU_1493	GC_170
Marine_OTU_1494	GC_80
Marine_OTU_1495	GC_233
Marine_OTU_1496	GC_433
Marine_OTU_1497	GC_234
Marine_OTU_1498	GC_58
Marine_OTU_1499	GC_170
Marine_OTU_1500	GC_170
Marine_OTU_1502	GC_91
Marine_OTU_1503	GC_170
Marine_OTU_1504	GC_436
Marine_OTU_1505	GC_55
Marine_OTU_1506	GC_117
Marine_OTU_1507	GC_12
Marine_OTU_1508	GC_170
Marine_OTU_1509	GC_69
Marine_OTU_1511	GC_54
Marine_OTU_1513	GC_110
Marine_OTU_1514	GC_117
Marine_OTU_1516	GC_128
Marine_OTU_1517	GC_245
Marine_OTU_1521	GC_159
Marine_OTU_1522	GC_170
Marine_OTU_1523	GC_170
Marine_OTU_1524	GC_384
Marine_OTU_1525	GC_58
Marine_OTU_1526	GC_170
Marine_OTU_1527	GC_170
Marine_OTU_1528	GC_170
Marine_OTU_1529	GC_170
Marine_OTU_1530	GC_170
Marine_OTU_1532	GC_170
Marine_OTU_1533	GC_170
Marine_OTU_1534	GC_170
Marine_OTU_1535	GC_170
Marine_OTU_1536	GC_170
Marine_OTU_1537	GC_170
Marine_OTU_1539	GC_170
Marine_OTU_1541	GC_54
Marine_OTU_1542	GC_279
Marine_OTU_1543	GC_112
Marine_OTU_1544	GC_89
Marine_OTU_1545	GC_117
Marine_OTU_1546	GC_515
Marine_OTU_1547	GC_19
Marine_OTU_1548	GC_125
Marine_OTU_1549	GC_515
Marine_OTU_1550	GC_435
Marine_OTU_1551	GC_233
Marine_OTU_1552	GC_233
Marine_OTU_1553	GC_113
Marine_OTU_1554	GC_288
Marine_OTU_1555	GC_61
Marine_OTU_1557	GC_170
Marine_OTU_1558	GC_119
Marine_OTU_1559	GC_170
Marine_OTU_1560	GC_233
Marine_OTU_1561	GC_61
Marine_OTU_1562	GC_170
Marine_OTU_1564	GC_382
Marine_OTU_1565	GC_176
Marine_OTU_1567	GC_248
Marine_OTU_1568	GC_37
Marine_OTU_1569	GC_24
Marine_OTU_1570	GC_64
Marine_OTU_1571	GC_17
Marine_OTU_1572	GC_61
Marine_OTU_1573	GC_32
Marine_OTU_1575	GC_32
Marine_OTU_1576	GC_170
Marine_OTU_1578	GC_170
Marine_OTU_1579	GC_170
Marine_OTU_1581	GC_24
Marine_OTU_1582	GC_77
Marine_OTU_1583	GC_248
Marine_OTU_1584	GC_170
Marine_OTU_1585	GC_203
Marine_OTU_1586	GC_170
Marine_OTU_1587	GC_202
Marine_OTU_1588	GC_225
Marine_OTU_1589	GC_170
Marine_OTU_1590	GC_170
Marine_OTU_1591	GC_72
Marine_OTU_1592	GC_159
Marine_OTU_1593	GC_237
Marine_OTU_1594	GC_170
Marine_OTU_1595	GC_170
Marine_OTU_1597	GC_170
Marine_OTU_1598	GC_419
Marine_OTU_1599	GC_170
Marine_OTU_1600	GC_170
Marine_OTU_1601	GC_69
Marine_OTU_1602	GC_44
Marine_OTU_1603	GC_170
Marine_OTU_1604	GC_232
Marine_OTU_1605	GC_436
Marine_OTU_1606	GC_117
Marine_OTU_1609	GC_170
Marine_OTU_1610	GC_128
Marine_OTU_1611	GC_233
Marine_OTU_1612	GC_235
Marine_OTU_1614	GC_230
Marine_OTU_1615	GC_117
Marine_OTU_1616	GC_165
Marine_OTU_1617	GC_45
Marine_OTU_1618	GC_12
Marine_OTU_1619	GC_170
Marine_OTU_1620	GC_286
Marine_OTU_1622	GC_69
Marine_OTU_1623	GC_170
Marine_OTU_1624	GC_233
Marine_OTU_1626	GC_248
Marine_OTU_1628	GC_170
Marine_OTU_1629	GC_170
Marine_OTU_1630	GC_170
Marine_OTU_1631	GC_170
Marine_OTU_1632	GC_170
Marine_OTU_1633	GC_170
Marine_OTU_1634	GC_170
Marine_OTU_1636	GC_170
Marine_OTU_1637	GC_170
Marine_OTU_1638	GC_170
Marine_OTU_1639	GC_170
Marine_OTU_1640	GC_170
Marine_OTU_1642	GC_170
Marine_OTU_1643	GC_170
Marine_OTU_1644	GC_170
Marine_OTU_1645	GC_170
Marine_OTU_1646	GC_6
Marine_OTU_1647	GC_237
Marine_OTU_1648	GC_126
Marine_OTU_1649	GC_61
Marine_OTU_1650	GC_170
Marine_OTU_1651	GC_466
Marine_OTU_1652	GC_19
Marine_OTU_1653	GC_170
Marine_OTU_1654	GC_170
Marine_OTU_1655	GC_170
Marine_OTU_1656	GC_32
Marine_OTU_1657	GC_170
Marine_OTU_1658	GC_156
Marine_OTU_1659	GC_170
Marine_OTU_1660	GC_170
Marine_OTU_1664	GC_216
Marine_OTU_1665	GC_95
Marine_OTU_1666	GC_208
Marine_OTU_1667	GC_170
Marine_OTU_1668	GC_251
Marine_OTU_1669	GC_117
Marine_OTU_1670	GC_167
Marine_OTU_1671	GC_208
Marine_OTU_1673	GC_170
Marine_OTU_1676	GC_170
Marine_OTU_1681	GC_69
Marine_OTU_1682	GC_170
Marine_OTU_1684	GC_32
Marine_OTU_1685	GC_75
Marine_OTU_1687	GC_170
Marine_OTU_1688	GC_170
Marine_OTU_1689	GC_257
Marine_OTU_1690	GC_436
Marine_OTU_1691	GC_170
Marine_OTU_1692	GC_233
Marine_OTU_1693	GC_19
Marine_OTU_1694	GC_436
Marine_OTU_1695	GC_170
Marine_OTU_1696	GC_79
Marine_OTU_1697	GC_77
Marine_OTU_1698	GC_108
Marine_OTU_1699	GC_233
Marine_OTU_1700	GC_170
Marine_OTU_1701	GC_20
Marine_OTU_1703	GC_69
Marine_OTU_1704	GC_170
Marine_OTU_1705	GC_149
Marine_OTU_1706	GC_170
Marine_OTU_1707	GC_79
Marine_OTU_1708	GC_117
Marine_OTU_1709	GC_58
Marine_OTU_1712	GC_166
Marine_OTU_1713	GC_170
Marine_OTU_1714	GC_117
Marine_OTU_1715	GC_439
Marine_OTU_1717	GC_170
Marine_OTU_1719	GC_74
Marine_OTU_1720	GC_170
Marine_OTU_1721	GC_233
Marine_OTU_1722	GC_117
Marine_OTU_1723	GC_170
Marine_OTU_1724	GC_32
Marine_OTU_1726	GC_203
Marine_OTU_1728	GC_189
Marine_OTU_1729	GC_32
Marine_OTU_1731	GC_170
Marine_OTU_1733	GC_117
Marine_OTU_1734	GC_170
Marine_OTU_1735	GC_170
Marine_OTU_1736	GC_32
Marine_OTU_1737	GC_170
Marine_OTU_1738	GC_170
Marine_OTU_1739	GC_170
Marine_OTU_1741	GC_170
Marine_OTU_1742	GC_170
Marine_OTU_1743	GC_170
Marine_OTU_1744	GC_170
Marine_OTU_1745	GC_174
Marine_OTU_1746	GC_128
Marine_OTU_1747	GC_238
Marine_OTU_1748	GC_149
Marine_OTU_1749	GC_170
Marine_OTU_1750	GC_95
Marine_OTU_1751	GC_5
Marine_OTU_1752	GC_284
Marine_OTU_1753	GC_407
Marine_OTU_1754	GC_203
Marine_OTU_1755	GC_30
Marine_OTU_1756	GC_119
Marine_OTU_1757	GC_67
Marine_OTU_1758	GC_233
Marine_OTU_1759	GC_77
Marine_OTU_1760	GC_170
Marine_OTU_1761	GC_170
Marine_OTU_1762	GC_170
Marine_OTU_1763	GC_452
Marine_OTU_1764	GC_19
Marine_OTU_1765	GC_128
Marine_OTU_1766	GC_170
Marine_OTU_1768	GC_127
Marine_OTU_1769	GC_170
Marine_OTU_1770	GC_32
Marine_OTU_1771	GC_199
Marine_OTU_1772	GC_72
Marine_OTU_1773	GC_170
Marine_OTU_1775	GC_459
Marine_OTU_1776	GC_170
Marine_OTU_1778	GC_170
Marine_OTU_1779	GC_170
Marine_OTU_1780	GC_170
Marine_OTU_1782	GC_170
Marine_OTU_1783	GC_170
Marine_OTU_1784	GC_95
Marine_OTU_1785	GC_206
Marine_OTU_1786	GC_170
Marine_OTU_1788	GC_69
Marine_OTU_1789	GC_170
Marine_OTU_1790	GC_170
Marine_OTU_1791	GC_233
Marine_OTU_1792	GC_225
Marine_OTU_1793	GC_203
Marine_OTU_1794	GC_170
Marine_OTU_1795	GC_233
Marine_OTU_1796	GC_170
Marine_OTU_1797	GC_44
Marine_OTU_1798	GC_79
Marine_OTU_1799	GC_170
Marine_OTU_1800	GC_448
Marine_OTU_1801	GC_197
Marine_OTU_1803	GC_233
Marine_OTU_1804	GC_225
Marine_OTU_1805	GC_74
Marine_OTU_1806	GC_233
Marine_OTU_1807	GC_170
Marine_OTU_1808	GC_286
Marine_OTU_1809	GC_72
Marine_OTU_1810	GC_40
Marine_OTU_1811	GC_230
Marine_OTU_1812	GC_387
Marine_OTU_1813	GC_163
Marine_OTU_1814	GC_24
Marine_OTU_1815	GC_90
Marine_OTU_1817	GC_378
Marine_OTU_1819	GC_170
Marine_OTU_1820	GC_170
Marine_OTU_1821	GC_170
Marine_OTU_1822	GC_170
Marine_OTU_1823	GC_24
Marine_OTU_1824	GC_170
Marine_OTU_1825	GC_170
Marine_OTU_1826	GC_170
Marine_OTU_1827	GC_170
Marine_OTU_1828	GC_170
Marine_OTU_1829	GC_392
Marine_OTU_1830	GC_9
Marine_OTU_1831	GC_497
Marine_OTU_1833	GC_143
Marine_OTU_1834	GC_5
Marine_OTU_1836	GC_58
Marine_OTU_1837	GC_101
Marine_OTU_1838	GC_117
Marine_OTU_1839	GC_113
Marine_OTU_1840	GC_170
Marine_OTU_1841	GC_288
Marine_OTU_1842	GC_170
Marine_OTU_1843	GC_19
Marine_OTU_1844	GC_32
Marine_OTU_1846	GC_170
Marine_OTU_1848	GC_170
Marine_OTU_1849	GC_170
Marine_OTU_1850	GC_170
Marine_OTU_1851	GC_233
Marine_OTU_1852	GC_32
Marine_OTU_1853	GC_170
Marine_OTU_1854	GC_170
Marine_OTU_1855	GC_170
Marine_OTU_1856	GC_12
Marine_OTU_1857	GC_321
Marine_OTU_1858	GC_69
Marine_OTU_1859	GC_9
Marine_OTU_1862	GC_170
Marine_OTU_1866	GC_170
Marine_OTU_1868	GC_32
Marine_OTU_1869	GC_170
Marine_OTU_1870	GC_91
Marine_OTU_1871	GC_142
Marine_OTU_1873	GC_170
Marine_OTU_1876	GC_118
Marine_OTU_1878	GC_32
Marine_OTU_1879	GC_233
Marine_OTU_1880	GC_11
Marine_OTU_1881	GC_170
Marine_OTU_1882	GC_51
Marine_OTU_1883	GC_233
Marine_OTU_1884	GC_170
Marine_OTU_1885	GC_170
Marine_OTU_1886	GC_198
Marine_OTU_1887	GC_37
Marine_OTU_1888	GC_157
Marine_OTU_1889	GC_61
Marine_OTU_1890	GC_32
Marine_OTU_1891	GC_170
Marine_OTU_1892	GC_397
Marine_OTU_1893	GC_159
Marine_OTU_1895	GC_152
Marine_OTU_1896	GC_170
Marine_OTU_1897	GC_170
Marine_OTU_1898	GC_170
Marine_OTU_1899	GC_117
Marine_OTU_1900	GC_37
Marine_OTU_1902	GC_170
Marine_OTU_1905	GC_170
Marine_OTU_1906	GC_80
Marine_OTU_1907	GC_170
Marine_OTU_1908	GC_170
Marine_OTU_1910	GC_209
Marine_OTU_1911	GC_201
Marine_OTU_1912	GC_233
Marine_OTU_1913	GC_497
Marine_OTU_1914	GC_25
Marine_OTU_1915	GC_170
Marine_OTU_1916	GC_134
Marine_OTU_1917	GC_170
Marine_OTU_1918	GC_233
Marine_OTU_1919	GC_9
Marine_OTU_1920	GC_69
Marine_OTU_1923	GC_117
Marine_OTU_1925	GC_58
Marine_OTU_1926	GC_170
Marine_OTU_1927	GC_170
Marine_OTU_1928	GC_170
Marine_OTU_1929	GC_170
Marine_OTU_1930	GC_170
Marine_OTU_1931	GC_170
Marine_OTU_1932	GC_170
Marine_OTU_1933	GC_170
Marine_OTU_1934	GC_170
Marine_OTU_1935	GC_86
Marine_OTU_1936	GC_53
Marine_OTU_1937	GC_170
Marine_OTU_1938	GC_364
Marine_OTU_1939	GC_117
Marine_OTU_1940	GC_58
Marine_OTU_1941	GC_233
Marine_OTU_1942	GC_170
Marine_OTU_1943	GC_226
Marine_OTU_1944	GC_205
Marine_OTU_1945	GC_97
Marine_OTU_1946	GC_49
Marine_OTU_1947	GC_233
Marine_OTU_1948	GC_170
Marine_OTU_1949	GC_170
Marine_OTU_1950	GC_397
Marine_OTU_1951	GC_170
Marine_OTU_1952	GC_61
Marine_OTU_1953	GC_233
Marine_OTU_1955	GC_58
Marine_OTU_1956	GC_32
Marine_OTU_1957	GC_209
Marine_OTU_1958	GC_202
