ID	niches
TARA_SAMEA2623426_METAG_BLJPLECD	Marine
TARA_SAMEA2623446_METAG_DMIJBGCP	Marine
TARA_SAMEA2620828_METAG_MBKEEICB	Marine
TARA_SAMEA2622690_METAG_LOKDFPFO	Marine
TARA_SAMEA2622695_METAG_KJLDDKDE	Marine
TARA_SAMEA2622696_METAG_MEFLBDHG	Marine
TARA_SAMEA2622715_METAG_BBMMHACD	Marine
TARA_SAMEA2622800_METAG_LFJJAINF	Marine
TARA_SAMEA2623463_METAG_MALGGPEF	Marine
TARA_SAMEA2623488_METAG_GIHIDHOE	Marine
TARA_SAMEA2623826_METAG_CDHFDGAM	Marine
TARA_SAMN05326644_METAG_PON00009	Marine
BGEO_SAMN07136635_METAG_HNMKEJEK	Marine
TARA_SAMEA2619399_METAG_EMOJAKLB	Marine
TARA_SAMEA2619548_METAG_CIJMLAGG	Marine
TARA_SAMEA2619667_METAG_HKFELDGC	Marine
TARA_SAMEA2619678_METAG_HJDGIOGM	Marine
TARA_SAMEA2619782_METAG_AEJGIIHC	Marine
TARA_SAMEA2620929_METAG_DNNBHKJP	Marine
TARA_SAMEA2621044_METAG_KAGCABBA	Marine
3300012950_30	Marine
3300026257_15	Marine
3300026260_14	Marine
3300026269_22	Marine
3300026279_19	Marine
TARA_SAMEA2622219_METAG_FOKHOIFF	Marine
3300009702_31	Marine
3300027962_13	Marine
TARA_SAMEA2623116_METAG_MCLFJCFB	Marine
TARA_SAMN05326644_METAG_PON00011	Marine
3300020267_5	Marine
3300020377_8	Marine
3300020408_8	Marine
TARA_SAMEA2622173_METAG_LPFJLOON	Marine
TARA_SAMEA2622316_METAG_PCEAOEII	Marine
TARA_SAMEA2622336_METAG_ODHIMBAA	Marine
TARA_SAMEA2623756_METAG_DIFAIHGK	Marine
3300012936_16	Marine
3300020401_8	Marine
TARA_SAMEA2622173_METAG_PBPIIOKJ	Marine
TARA_SAMN05326648_METAG_IOS00005	Marine
3300026093_5	Marine
HOTS_SAMN07137059_METAG_PEHEJCOA	Marine
TARA_SAMEA2620734_METAG_JNCELEHI	Marine
3300026201_4	Marine
TARA_SAMEA2622733_METAG_IPBDJGLO	Marine
TARA_SAMEA2622837_METAG_KEABLLDN	Marine
3300012950_21	Marine
TARA_SAMEA2621551_METAG_GPGEBACL	Marine
TARA_SAMEA2623390_METAG_PJFILFEI	Marine
3300027839_93	Marine
TARA_SAMEA2619974_METAG_LELCCMEJ	Marine
3300022902_31	Marine
3300022912_39	Marine
3300024259_42	Marine
3300020418_4	Marine
3300020418_7	Marine
3300020262_15	Marine
TARA_SAMEA2620106_METAG_AFNJKAOM	Marine
3300020380_8	Marine
TARA_SAMEA2620672_METAG_CBEKHACD	Marine
3300020406_8	Marine
TARA_SAMEA2591057_METAG_LKPMBOAD	Marine
TARA_SAMEA2621859_METAG_GAEHGPFE	Marine
TARA_SAMEA2621990_METAG_KECGOEPK	Marine
TARA_SAMEA2622074_METAG_JNBJNFEA	Marine
TARA_SAMEA2623059_METAG_IHIENFNH	Marine
3300027839_66	Marine
TARA_SAMEA4397355_METAG_PKFDAOLJ	Marine
3300020408_11	Marine
TARA_SAMEA2620404_METAG_JFDHOAMA	Marine
TARA_SAMEA2620542_METAG_MHHMBIHC	Marine
TARA_SAMEA2622097_METAG_LGOAIEML	Marine
TARA_SAMEA2622316_METAG_BBFLJAMG	Marine
TARA_SAMEA2622658_METAG_PKCPHEPI	Marine
TARA_SAMEA2619531_METAG_LKKOAJNF	Marine
TARA_SAMEA2623116_METAG_GHLJONKC	Marine
TARA_SAMEA2622149_METAG_IFAHONIA	Marine
TARA_SAMEA2623295_METAG_AOMJOKME	Marine
TARA_SAMEA2623314_METAG_HLLPALBA	Marine
TARA_SAMEA2623390_METAG_NIHOFHPP	Marine
TARA_SAMEA2622801_METAG_LEMAIJLG	Marine
MALA_SAMN05421706_METAG_DCDGKLMK	Marine
MALA_SAMN05422140_METAG_BMFJJHMK	Marine
3300021338_15	Marine
MARD_SAMN09010082_REFG_MMP09010082	Marine
MARD_SAMN07961448_REFG_MMP07961448	Marine
TARA_SAMEA2623513_METAG_HGHFANIL	Marine
3300025052_4	Marine
MARD_SAMN07961447_REFG_MMP07961447	Marine
3300028399_36	Marine
TARA_SAMEA4396424_METAG_OFLAPIDO	Marine
TARA_SAMEA4396496_METAG_FCPGNBPN	Marine
3300013010_12	Marine
3300025894_40	Marine
3300025897_29	Marine
Genome_213	Marine
TARA_SAMEA4397930_METAG_NDLBHLEN	Marine
3300020400_9	Marine
TARA_SAMEA2622658_METAG_IEPAEJBE	Marine
TARA_SAMEA2622765_METAG_ICPMIAHH	Marine
TARA_SAMEA2622766_METAG_CGEHJPAL	Marine
TARA_SAMEA2621839_METAG_DPEBIMED	Marine
TARA_SAMEA2623135_METAG_ADKAGOMC	Marine
3300027323_26	Marine
3300027858_14	Marine
TARA_SAMEA4397756_METAG_JEGHJHDL	Marine
TARA_SAMEA4397798_METAG_MEOLNJOJ	Marine
TARA_SAMEA4397930_METAG_OEKPNDGN	Marine
TARA_SAMEA2623627_METAG_JDECMJBN	Marine
3300008012_10	Marine
3300022937_28	Marine
3300023172_24	Marine
3300029827_9	Marine
Genome_204	Marine
GORG_SAMEA6080251_SAGS_AG439D21	Marine
TARA_SAMN05326648_METAG_IOS00035	Marine
3300021508_10	Marine
3300021511_10	Marine
3300002242_3	Marine
TARA_SAMEA2623488_METAG_GEMNNJBJ	Marine
3300027801_13	Marine
Genome_209	Marine
TARA_SAMEA4398067_METAG_MBHHKPBM	Marine
TARA_SAMEA4398094_METAG_DAFGDDKE	Marine
TARA_SAMEA2623426_METAG_CDDIFCLD	Marine
TARA_SAMEA4397196_METAG_CNEGLGIP	Marine
TARA_SAMEA4398219_METAG_INKKHDCA	Marine
TARA_SAMEA4398341_METAG_HNICBGDE	Marine
TARA_SAMEA2619907_METAG_GBDGCHPF	Marine
TARA_SAMN05326644_METAG_PON00004	Marine
3300012950_7	Marine
3300020373_3	Marine
3300026193_2	Marine
TARA_SAMEA2622149_METAG_PPIPNOMF	Marine
TARA_SAMEA2623295_METAG_JONIEMEH	Marine
TARA_SAMN05326644_METAG_PON00056	Marine
TARA_SAMEA4397072_METAG_FNJOLAKH	Marine
HOTS_SAMN07137059_METAG_GCHHNHBI	Marine
3300020413_13	Marine
TARA_SAMEA2621839_METAG_BAMPLDFN	Marine
TARA_SAMEA2623116_METAG_GJPACEJC	Marine
3300020385_11	Marine
3300025705_9	Marine
3300028287_8	Marine
Genome_214	Marine
TARA_SAMEA2621779_METAG_DJKNFFGC	Marine
TARA_SAMEA2621812_METAG_AHHIABAF	Marine
TARA_SAMEA4396424_METAG_KJFNGIDN	Marine
3300027906_10	Marine
TARA_SAMEA2623135_METAG_ACOPPEKD	Marine
3300020408_6	Marine
TARA_SAMEA2621076_METAG_JJMNOABK	Marine
TARA_SAMEA2622316_METAG_AALDEDIL	Marine
TARA_SAMEA2622478_METAG_BMHLDOLD	Marine
TARA_SAMEA2623275_METAG_GEAFKOBE	Marine
TARA_SAMEA2622097_METAG_NFKPCCND	Marine
TARA_SAMEA4397295_METAG_PBBIIDLA	Marine
TARA_SAMEA4397586_METAG_OLNPJHKL	Marine
Genome_061	Marine
3300027838_5	Marine
3300020182_17	Marine
3300020187_18	Marine
TARA_SAMEA4397196_METAG_GOGNMPAD	Marine
TARA_SAMEA4398413_METAG_HGLNGBKC	Marine
3300027780_10	Marine
TARA_SAMEA4397930_METAG_POFKKLGC	Marine
TARA_SAMEA4398094_METAG_JKDFMADP	Marine
TARA_SAMEA4398150_METAG_NLDOOBLD	Marine
TARA_SAMEA2623116_METAG_OLLEDBHG	Marine
TARA_SAMEA4398067_METAG_AEFEMGOH	Marine
TARA_SAMEA4398150_METAG_BHFPEIBM	Marine
TARA_SAMEA4397756_METAG_LJOJEEDK	Marine
BGEO_SAMN07136520_METAG_KIHMBBII	Marine
TARA_SAMEA2619766_METAG_PGHMOJPG	Marine
TARA_SAMEA2621839_METAG_FOCILNML	Marine
MARD_SAMN06090799_REFG_MMP06090799	Marine
3300020428_11	Marine
TARA_SAMEA2619531_METAG_OJDIKCFD	Marine
TARA_SAMEA2619678_METAG_PCEKNLHD	Marine
3300022931_8	Marine
3300024261_11	Marine
3300025729_5	Marine
3300025770_2	Marine
3300027844_12	Marine
TARA_SAMEA4397255_METAG_FNFPNKCG	Marine
TARA_SAMEA4397295_METAG_HEGEJJIG	Marine
TARA_SAMEA4397489_METAG_EOFFHJND	Marine
3300028030_13	Marine
Genome_099	Marine
TARA_SAMEA4398413_METAG_AHGHCJIP	Marine
3300027828_48	Marine
3300025247_7	Marine
3300027834_36	Marine
3300009702_145	Marine
3300027893_138	Marine
TARA_SAMEA2622568_METAG_MGEPEKPB	Marine
TARA_SAMEA2622837_METAG_NAOINJEI	Marine
3300011013_31	Marine
3300027980_48	Marine
TARA_SAMEA2622690_METAG_CDOHBAKO	Marine
TARA_SAMEA2622695_METAG_AEILOFCI	Marine
TARA_SAMEA2622696_METAG_JMEFDEOH	Marine
TARA_SAMEA2622800_METAG_DMJBLPMO	Marine
TARA_SAMEA2621044_METAG_LGIKMKON	Marine
3300009790_41	Marine
3300027607_11	Marine
MARD_SAMEA3146263_REFG_MMP3146263	Marine
MARD_SAMN09381308_REFG_MMP09381308	Marine
TARA_SAMEA2622402_METAG_HIOLIFEP	Marine
TARA_SAMEA4397930_METAG_NILIJJOB	Marine
MARD_SAMN02436155_REFG_MMP02436155	Marine
TARA_SAMEA4398009_METAG_OOMAOPDA	Marine
TARA_SAMEA4398067_METAG_LLFIOAIO	Marine
TARA_SAMEA4398094_METAG_IPHNBGGN	Marine
3300020428_10	Marine
BGEO_SAMN07136937_METAG_OBIMIKAB	Marine
TARA_SAMEA2591074_METAG_NACKDJPK	Marine
TARA_SAMEA2591084_METAG_FMKGCENE	Marine
TARA_SAMEA2591098_METAG_PLHPJCGC	Marine
TARA_SAMEA2619548_METAG_JMBKEIOI	Marine
TARA_SAMEA2619782_METAG_JFMHGPNE	Marine
TARA_SAMEA2621076_METAG_NMEHEGLM	Marine
TARA_SAMEA2623808_METAG_BHIFPBNF	Marine
TARA_SAMEA2623826_METAG_GEPOICIM	Marine
BGEO_SAMN07136937_METAG_BMDGFMPD	Marine
Genome_203	Marine
TARA_SAMEA2622478_METAG_GGJODNPK	Marine
TARA_SAMEA2623079_METAG_DAGBKOGK	Marine
3300020448_3	Marine
TARA_SAMEA2622518_METAG_IPPBENAH	Marine
TARA_SAMEA2622710_METAG_KJEKKMEC	Marine
TARA_SAMEA2622765_METAG_CKKHFEEO	Marine
TARA_SAMN05326646_METAG_PSW00018	Marine
TARA_SAMEA4398176_METAG_MOBMCDLB	Marine
3300021508_9	Marine
MARD_SAMN09279555_REFG_MMP09279555	Marine
3300026531_12	Marine
3300026534_14	Marine
3300021500_5	Marine
3300021504_4	Marine
3300020262_3	Marine
3300020295_2	Marine
3300020423_24	Marine
TARA_SAMEA2619970_METAG_DEJEEEHK	Marine
TARA_SAMEA2620035_METAG_PBKGFJIL	Marine
TARA_SAMEA2620097_METAG_KFELPDMJ	Marine
TARA_SAMEA2622823_METAG_OKBBBHIE	Marine
3300021508_6	Marine
TARA_SAMEA2621216_METAG_DBODLHOP	Marine
TARA_SAMEA2621222_METAG_LHBCNJKN	Marine
TARA_SAMEA2623673_METAG_NNKKAOGP	Marine
TARA_SAMEA2622545_METAG_OECGPLDK	Marine
TARA_SAMEA2622690_METAG_LPHGFNJJ	Marine
TARA_SAMEA2622696_METAG_CNHJOMIH	Marine
TARA_SAMEA2622737_METAG_HPGMPLOF	Marine
TARA_SAMEA2622796_METAG_LOOMLCMJ	Marine
TARA_SAMEA2622801_METAG_OCGJHKDK	Marine
TARA_SAMN05326646_METAG_PSW00097	Marine
TARA_SAMEA2622801_METAG_OKNOMLIK	Marine
TARA_SAMEA2623446_METAG_CKMDBAGO	Marine
3300020430_7	Marine
BGEO_SAMN07136517_METAG_HJDFKLOJ	Marine
BGEO_SAMN07136522_METAG_POCBOMEA	Marine
TARA_SAMEA2622710_METAG_EDMHDGDJ	Marine
TARA_SAMEA2622765_METAG_MCAPBGGC	Marine
TARA_SAMEA2622796_METAG_KBLEHIHN	Marine
TARA_SAMEA2622801_METAG_EGLCMHNH	Marine
TARA_SAMEA2623488_METAG_NMFLJHAP	Marine
TARA_SAMN05326646_METAG_PSW00027	Marine
TARA_SAMEA4397355_METAG_BEBACFKO	Marine
TARA_SAMEA4397730_METAG_IILBDIKD	Marine
3300026253_8	Marine
3300010316_6	Marine
TARA_SAMEA2623370_METAG_EOHOGHGH	Marine
TARA_SAMEA2621216_METAG_ENDBMMKJ	Marine
TARA_SAMEA2621222_METAG_CCOPFDJP	Marine
TARA_SAMEA2621272_METAG_AKENJOIK	Marine
TARA_SAMEA2621278_METAG_JCNLAAAD	Marine
TARA_SAMEA2619907_METAG_EENECKNC	Marine
TARA_SAMEA2622837_METAG_CJEHOFFG	Marine
TARA_SAMN05326651_METAG_RED00093	Marine
3300024433_20	Marine
TARA_SAMEA2619782_METAG_ICCHPAAB	Marine
3300027838_7	Marine
3300027839_15	Marine
3300027844_13	Marine
TARA_SAMEA2621551_METAG_HNMBPJJF	Marine
TARA_SAMEA2622658_METAG_JNLPAOEH	Marine
TARA_SAMEA2622765_METAG_CGEGLBBL	Marine
TARA_SAMEA2622801_METAG_FNDIPCFB	Marine
3300020476_9	Marine
TARA_SAMEA2623756_METAG_KGLCBGOK	Marine
MARD_SAMN08965196_SAGS_MMP08965196	Marine
3300010296_2	Marine
3300020177_23	Marine
3300025732_1	Marine
3300025872_7	Marine
3300003894_19	Marine
3300024262_19	Marine
3300027828_22	Marine
3300020477_60	Marine
TARA_SAMEA2622822_METAG_IBFCGHLC	Marine
TARA_SAMEA2622823_METAG_OCIPKANB	Marine
TARA_SAMEA2622837_METAG_FKFNBBME	Marine
TARA_SAMEA2619907_METAG_IIFCLJCM	Marine
TARA_SAMEA2622690_METAG_PDLCEEEI	Marine
TARA_SAMEA2619548_METAG_PGNOPNEC	Marine
TARA_SAMEA2619678_METAG_GKMOFLDJ	Marine
TARA_SAMEA2619840_METAG_GHMKJPCJ	Marine
3300020262_14	Marine
3300020291_4	Marine
3300020364_26	Marine
3300020423_39	Marine
TARA_SAMEA2619970_METAG_CEDBKEAJ	Marine
TARA_SAMEA2619974_METAG_FBMHEAIN	Marine
TARA_SAMEA2620035_METAG_LBGPHFGM	Marine
TARA_SAMEA2620097_METAG_HPDJDOPC	Marine
TARA_SAMEA2620106_METAG_NKEAPEFG	Marine
3300020262_9	Marine
3300020277_10	Marine
3300020291_2	Marine
3300020327_11	Marine
3300020328_6	Marine
3300020330_11	Marine
3300020344_14	Marine
3300026256_20	Marine
3300026262_16	Marine
TARA_SAMEA2619952_METAG_FAJKLPOM	Marine
TARA_SAMEA2619970_METAG_AGFNHNHK	Marine
TARA_SAMEA2619974_METAG_OMLHJDHA	Marine
TARA_SAMEA2620097_METAG_MHBDNMKL	Marine
TARA_SAMEA2620106_METAG_LDPDJAPM	Marine
TARA_SAMEA2622149_METAG_ANKDFABB	Marine
TARA_SAMEA2623295_METAG_NHCCDJOF	Marine
3300001676_8	Marine
3300020272_7	Marine
3300020275_10	Marine
3300020277_14	Marine
3300020321_11	Marine
3300020338_19	Marine
3300026188_20	Marine
3300026192_7	Marine
3300026204_10	Marine
3300026206_17	Marine
3300026211_3	Marine
TARA_SAMEA2623155_METAG_NJGAEKOE	Marine
TARA_SAMEA2623295_METAG_FCPBADLK	Marine
TARA_SAMEA2623390_METAG_OOLJNMIA	Marine
TARA_SAMEA4397004_METAG_JFHKLEJO	Marine
MALA_SAMN05421563_METAG_PKJCOBAK	Marine
MALA_SAMN05422183_METAG_NDBHJICO	Marine
3300020291_9	Marine
3300026256_29	Marine
TARA_SAMEA2619952_METAG_FJHLHHLB	Marine
TARA_SAMEA2619974_METAG_PNOAIMNL	Marine
TARA_SAMEA2620035_METAG_PBCLHMBK	Marine
TARA_SAMEA2620097_METAG_LACLEMNM	Marine
TARA_SAMEA2620106_METAG_KFNKCAII	Marine
TARA_SAMEA4397930_METAG_ONGLCALM	Marine
TARA_SAMEA4398176_METAG_CEGMLDFC	Marine
TARA_SAMEA4398238_METAG_IPMCJFCD	Marine
TARA_SAMEA4396988_METAG_JBGFAFFN	Marine
3300027685_11	Marine
TARA_SAMEA2622822_METAG_PPEPLHJD	Marine
3300026531_24	Marine
3300028398_26	Marine
3300005253_16	Marine
3300027323_21	Marine
3300026193_3	Marine
3300026202_4	Marine
3300025707_11	Marine
3300025727_12	Marine
3300001683_29	Marine
3300020263_12	Marine
3300005703_1	Marine
3300024262_32	Marine
3300027323_14	Marine
3300027917_123	Marine
3300028399_23	Marine
TARA_SAMEA2622696_METAG_LJCKGMCC	Marine
3300024433_22	Marine
3300024433_6	Marine
3300021471_9	Marine
3300021486_8	Marine
3300021486_7	Marine
3300021490_8	Marine
3300021500_4	Marine
3300020263_18	Marine
3300026087_20	Marine
MALA_SAMN05421660_METAG_DGFHAHIK	Marine
MALA_SAMN05422117_METAG_JJOEHOEJ	Marine
MALA_SAMN05422160_METAG_PIKPJNFK	Marine
MALA_SAMN05422163_METAG_IJCIIDPN	Marine
3300020344_15	Marine
3300026267_11	Marine
TARA_SAMEA2622149_METAG_KBBPBIEA	Marine
TARA_SAMEA2623295_METAG_DEPLDDBF	Marine
TARA_SAMEA2622823_METAG_GLGJBNIP	Marine
TARA_SAMEA2622837_METAG_MANGALKA	Marine
TARA_SAMEA2621287_METAG_OCOBMNHE	Marine
3300027847_85	Marine
3300027856_22	Marine
TARA_SAMEA2622219_METAG_BCNDIPPI	Marine
TARA_SAMN05326645_METAG_PSE00050	Marine
MALA_SAMN05422136_METAG_ENAHLCAF	Marine
MALA_SAMN05422183_METAG_NNKMKILK	Marine
3300026254_11	Marine
TARA_SAMEA2622149_METAG_MHECIKNK	Marine
TARA_SAMEA2622822_METAG_DFIAAHBH	Marine
3300020330_13	Marine
3300020338_21	Marine
3300026208_13	Marine
3300026268_9	Marine
TARA_SAMEA2622149_METAG_PEPLBJAF	Marine
TARA_SAMEA2623314_METAG_DGDHOOEI	Marine
3300006090_3	Marine
3300020262_18	Marine
3300025265_12	Marine
3300026202_17	Marine
TARA_SAMEA2619970_METAG_OABCANKE	Marine
TARA_SAMEA2619974_METAG_KEFFOHEL	Marine
TARA_SAMEA2620035_METAG_GNMGNMHB	Marine
TARA_SAMEA2620097_METAG_KFKEBGIK	Marine
TARA_SAMEA2620106_METAG_MFLJEJNO	Marine
TARA_SAMEA2622149_METAG_LEHKKCBO	Marine
TARA_SAMEA2622429_METAG_CMPJPAHA	Marine
TARA_SAMEA2622499_METAG_CHNAPOAA	Marine
TARA_SAMEA2623295_METAG_MLHJNKPE	Marine
TARA_SAMEA2623314_METAG_KIEIABJB	Marine
TARA_SAMEA2623390_METAG_INHGEAFB	Marine
3300025249_7	Marine
MALA_SAMN05421563_METAG_DNBDCBHP	Marine
MALA_SAMN05421706_METAG_DBABOAMP	Marine
MALA_SAMN05421901_METAG_IFPOOIAD	Marine
MALA_SAMN05422107_METAG_GANLLHHG	Marine
MALA_SAMN05422111_METAG_JOAGMMCO	Marine
MALA_SAMN05422163_METAG_CBGNOMNI	Marine
MALA_SAMN05422166_METAG_KOEPAKBK	Marine
MALA_SAMN05422192_METAG_IHCHHNMK	Marine
MALA_SAMN05421660_METAG_EIGDKAGI	Marine
MALA_SAMN05422117_METAG_LHBHEPAP	Marine
MALA_SAMN05422149_METAG_IFHLIJAA	Marine
MALA_SAMN05422163_METAG_MJHALKAB	Marine
MALA_SAMN05422183_METAG_BBAJNPHA	Marine
MALA_SAMN05422192_METAG_HNEHEAED	Marine
MALA_SAMN05422195_METAG_BKABFBAD	Marine
MALA_SAMN05422226_METAG_FJOEKLNE	Marine
3300003894_36	Marine
TARA_SAMEA2622822_METAG_CHEHECGC	Marine
TARA_SAMEA2622837_METAG_ILFMKCJK	Marine
TARA_SAMEA2619974_METAG_IMAFLLNG	Marine
TARA_SAMEA2620035_METAG_PMPAKNIG	Marine
TARA_SAMEA2620097_METAG_MCJLCJFN	Marine
TARA_SAMEA2620106_METAG_CJGMOBPF	Marine
TARA_SAMEA2622197_METAG_EOFJHOEH	Marine
TARA_SAMEA2622362_METAG_KAGHEKBL	Marine
TARA_SAMEA2622499_METAG_LBJCOOIF	Marine
TARA_SAMEA2623295_METAG_AJCCJKOD	Marine
TARA_SAMEA2622737_METAG_OHMFMGLP	Marine
TARA_SAMEA2619678_METAG_OKNIIMAO	Marine
TARA_SAMEA2623059_METAG_JACFGJDE	Marine
BATS_SAMN08390925_METAG_EOIDLNJP	Marine
TARA_SAMEA2619840_METAG_CHPKGAON	Marine
TARA_SAMEA2622197_METAG_HNCGMNJO	Marine
TARA_SAMEA2622429_METAG_EMGBALDF	Marine
TARA_SAMEA2623155_METAG_PBCBNDCD	Marine
TARA_SAMEA4396468_METAG_KHPFLLML	Marine
GORG_SAMEA6068829_SAGS_AG365N20	Marine
BGEO_SAMN07136541_METAG_KPGAPLIK	Marine
BGEO_SAMN07136556_METAG_IAIJHEDG	Marine
BGEO_SAMN07136574_METAG_ECHLGHMJ	Marine
BGEO_SAMN07136711_METAG_KCMJJFAO	Marine
MALA_SAMN05421703_METAG_JAMALGJE	Marine
TARA_SAMEA2620666_METAG_NPOJBMEG	Marine
TARA_SAMEA2620815_METAG_EDNIHCIH	Marine
TARA_SAMEA2620882_METAG_EKEBJOFI	Marine
TARA_SAMEA2620995_METAG_FMDGPEDJ	Marine
TARA_SAMEA2621003_METAG_NOJLDEDG	Marine
TARA_SAMEA2621092_METAG_MOJMJMFN	Marine
TARA_SAMEA2621099_METAG_JPPBOHFF	Marine
TARA_SAMEA2621101_METAG_ADJKNMAN	Marine
TARA_SAMEA2621232_METAG_ACFPFBIO	Marine
TARA_SAMEA2621242_METAG_FPLNOMFG	Marine
TARA_SAMEA2621287_METAG_JCFBPKPP	Marine
TARA_SAMEA2622048_METAG_HJBEHACA	Marine
TARA_SAMEA2622362_METAG_CNGFNEPM	Marine
TARA_SAMEA2622568_METAG_JIEMLICG	Marine
TARA_SAMEA2622678_METAG_IIKJCIIO	Marine
TARA_SAMEA2623098_METAG_ANFBCGOL	Marine
TARA_SAMEA2623155_METAG_FCMBOPCO	Marine
TARA_SAMEA2623649_METAG_LINAFEAP	Marine
TARA_SAMEA2623794_METAG_CEPIILNA	Marine
TARA_SAMEA2623907_METAG_EOHOMKLM	Marine
3300009703_36	Marine
3300020262_20	Marine
3300020291_7	Marine
3300020295_11	Marine
3300020361_19	Marine
TARA_SAMEA2619974_METAG_JDKCCFKH	Marine
TARA_SAMEA2620097_METAG_CDHJMJIA	Marine
TARA_SAMEA2620106_METAG_HDFPKOKE	Marine
TARA_SAMEA2622737_METAG_MMDLOJGM	Marine
TARA_SAMEA2622823_METAG_KADMMOJA	Marine
3300025681_17	Marine
3300025729_31	Marine
3300020331_11	Marine
3300020338_14	Marine
3300026206_13	Marine
3300026267_13	Marine
3300025221_7	Marine
3300025232_7	Marine
3300026087_14	Marine
3300026119_20	Marine
3300026264_26	Marine
3300027685_34	Marine
BGEO_SAMN07136727_METAG_JADHDMFA	Marine
BGEO_SAMN07136799_METAG_MDLJAPHB	Marine
BGEO_SAMN07136825_METAG_CHNHFJJO	Marine
BGEO_SAMN07136900_METAG_MNGEAJFA	Marine
MALA_SAMN05421563_METAG_PAKDOBCA	Marine
MALA_SAMN05421660_METAG_NBCIACAD	Marine
MALA_SAMN05421699_METAG_MCLGIJCA	Marine
MALA_SAMN05421706_METAG_NAFAAHFA	Marine
MALA_SAMN05421707_METAG_PEGACGMA	Marine
MALA_SAMN05421901_METAG_BFJNPCAK	Marine
MALA_SAMN05422107_METAG_JBKGABMB	Marine
MALA_SAMN05422111_METAG_EEEEEMIB	Marine
MALA_SAMN05422121_METAG_AKAPFEJL	Marine
MALA_SAMN05422128_METAG_KIGGJBFG	Marine
MALA_SAMN05422136_METAG_JFEMAIJD	Marine
MALA_SAMN05422138_METAG_IHHEHBEN	Marine
MALA_SAMN05422143_METAG_BMGHBPPH	Marine
MALA_SAMN05422148_METAG_FNEFGJEP	Marine
MALA_SAMN05422149_METAG_KKGNCMCP	Marine
MALA_SAMN05422152_METAG_HEJPCIMK	Marine
MALA_SAMN05422163_METAG_LAILBBHB	Marine
MALA_SAMN05422166_METAG_BDANENAL	Marine
MALA_SAMN05422171_METAG_DACELBOC	Marine
MALA_SAMN05422183_METAG_NFEBJHBO	Marine
MALA_SAMN05422192_METAG_ILDNIHBB	Marine
MALA_SAMN05422195_METAG_JNOFIBKA	Marine
MALA_SAMN05422226_METAG_BHBKOHHP	Marine
TARA_SAMEA2621003_METAG_NFEBEMON	Marine
TARA_SAMEA2621232_METAG_LJDCFJLN	Marine
TARA_SAMEA2621287_METAG_MKCMNKDJ	Marine
TARA_SAMEA2621551_METAG_FNAEDAOL	Marine
TARA_SAMEA2623649_METAG_IFABJCBC	Marine
TARA_SAMEA4397004_METAG_CIFACDMG	Marine
TARA_SAMEA4397072_METAG_GNOOGOGN	Marine
TARA_SAMEA4397355_METAG_FOKEKMCO	Marine
TARA_SAMEA4397730_METAG_DHCGBEHI	Marine
TARA_SAMEA2622362_METAG_FNIJGION	Marine
TARA_SAMEA4397611_METAG_FOKAKHCN	Marine
TARA_SAMEA4397730_METAG_CNEJGHKJ	Marine
TARA_SAMEA4398150_METAG_ALCJKDMB	Marine
BGEO_SAMN07136679_METAG_IKEMGPEC	Marine
TARA_SAMEA4398413_METAG_OAPGFPFK	Marine
TARA_SAMEA4397004_METAG_FENAAMCE	Marine
TARA_SAMEA4397072_METAG_PEGNBACF	Marine
TARA_SAMEA4397355_METAG_HBEMBLBK	Marine
TARA_SAMEA4397730_METAG_LKCNIGPC	Marine
TARA_SAMEA4398413_METAG_BNPPECPG	Marine
TARA_SAMEA4398413_METAG_CPEEGJLO	Marine
TARA_SAMEA2619802_METAG_NLNHDIMK	Marine
TARA_SAMEA2619818_METAG_ALCIDJBK	Marine
TARA_SAMEA2619840_METAG_GGHHFCNP	Marine
TARA_SAMEA2620542_METAG_NNKDCOJB	Marine
TARA_SAMEA2623463_METAG_BNGKDMAP	Marine
TARA_SAMEA2623488_METAG_NOGNAPCD	Marine
TARA_SAMEA2620081_METAG_DHGADGCG	Marine
TARA_SAMEA2620217_METAG_NAHCNIBB	Marine
TARA_SAMEA2620259_METAG_MMKPFBMC	Marine
TARA_SAMEA2620734_METAG_FPJALIKP	Marine
TARA_SAMEA2620756_METAG_OFLJDIBF	Marine
TARA_SAMEA2620786_METAG_DIDIBHDO	Marine
TARA_SAMEA2620890_METAG_NMFGNBHK	Marine
TARA_SAMEA2622715_METAG_GKJFHMGL	Marine
TARA_SAMEA2622764_METAG_AEEMPFDG	Marine
TARA_SAMEA2622817_METAG_BKLHIENC	Marine
TARA_SAMEA2622842_METAG_GMPLCBLJ	Marine
TARA_SAMEA2623426_METAG_FCAEHENC	Marine
BATS_SAMN08390925_METAG_FDOANEMM	Marine
TARA_SAMEA2619840_METAG_JFOBIBDO	Marine
TARA_SAMEA2619907_METAG_EMKBHFCG	Marine
TARA_SAMEA2620786_METAG_LKHJIEAD	Marine
TARA_SAMEA2622021_METAG_OKNMJKIE	Marine
TARA_SAMEA2623488_METAG_LIPKCGNG	Marine
TARA_SAMEA2623673_METAG_LIGJOFMP	Marine
TARA_SAMEA2623734_METAG_OEAFOKKM	Marine
TARA_SAMEA2623774_METAG_DAEBBAPI	Marine
TARA_SAMEA2623079_METAG_PNPIALGA	Marine
TARA_SAMEA2622796_METAG_PBLMDPAI	Marine
